"",BBK01.OEAC46I,BBK01.OEAC46I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:27,
2002-01,52.790,
2002-04,52.709,
2002-07,50.597,
2002-10,49.959,
2003-01,48.557,
2003-04,48.198,
2003-07,47.678,
2003-10,46.044,
2004-01,45.615,
2004-04,45.299,
2004-07,44.054,
2004-10,43.913,
2005-01,44.482,
2005-04,44.621,
2005-07,44.195,
2005-10,43.314,
2006-01,44.197,
2006-04,44.352,
2006-07,45.390,
2006-10,45.173,
2007-01,44.774,
2007-04,44.594,
2007-07,44.423,
2007-10,44.940,
2008-01,45.046,
2008-04,46.175,
2008-07,46.303,
2008-10,45.492,
2009-01,45.635,
2009-04,46.442,
2009-07,50.404,
2009-10,50.355,
2010-01,50.239,
2010-04,50.184,
2010-07,52.758,
2010-10,52.957,
2011-01,53.005,
2011-04,53.609,
2011-07,54.273,
2011-10,55.341,
2012-01,55.857,
2012-04,57.375,
2012-07,57.775,
2012-10,57.805,
2013-01,57.780,
2013-04,58.382,
2013-07,59.347,
2013-10,60.648,
2014-01,60.092,
2014-04,60.091,
2014-07,59.664,
