"",BBK01.OEGB04I,BBK01.OEGB04I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:00,
2002-01,36.081,
2002-04,36.046,
2002-07,35.660,
2002-10,35.818,
2003-01,34.725,
2003-04,34.267,
2003-07,36.788,
2003-10,35.613,
2004-01,35.093,
2004-04,34.694,
2004-07,19.839,
2004-10,19.159,
2005-01,18.740,
2005-04,18.198,
2005-07,19.062,
2005-10,18.619,
2006-01,17.514,
2006-04,17.782,
2006-07,18.445,
2006-10,16.543,
2007-01,15.540,
2007-04,15.024,
2007-07,14.706,
2007-10,15.215,
2008-01,15.185,
2008-04,14.822,
2008-07,14.544,
2008-10,14.175,
2009-01,14.132,
2009-04,14.012,
2009-07,13.896,
2009-10,13.747,
2010-01,13.533,
2010-04,13.615,
2010-07,13.700,
2010-10,13.285,
2011-01,13.420,
2011-04,13.445,
2011-07,12.981,
2011-10,12.851,
2012-01,13.095,
2012-04,13.274,
2012-07,13.294,
2012-10,13.192,
2013-01,12.813,
2013-04,12.714,
2013-07,12.650,
2013-10,12.749,
2014-01,12.421,
2014-04,12.589,
2014-07,13.013,
