"",BBK01.OELB16G,BBK01.OELB16G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:18,
2002-01,13.318,
2002-04,13.214,
2002-07,13.131,
2002-10,13.123,
2003-01,12.948,
2003-04,12.922,
2003-07,12.907,
2003-10,12.957,
2004-01,12.780,
2004-04,12.748,
2004-07,12.808,
2004-10,12.419,
2005-01,12.292,
2005-04,12.340,
2005-07,12.479,
2005-10,12.664,
2006-01,12.593,
2006-04,12.676,
2006-07,12.484,
2006-10,12.488,
2007-01,12.279,
2007-04,12.194,
2007-07,12.285,
2007-10,12.494,
2008-01,12.512,
2008-04,12.637,
2008-07,12.728,
2008-10,12.801,
2009-01,12.793,
2009-04,12.877,
2009-07,12.967,
2009-10,13.092,
2010-01,13.056,
2010-04,13.239,
2010-07,13.391,
2010-10,13.470,
2011-01,13.463,
2011-04,13.570,
2011-07,13.609,
2011-10,13.682,
2012-01,13.646,
2012-04,15.698,
2012-07,16.161,
2012-10,16.237,
2013-01,16.257,
2013-04,16.455,
2013-07,16.592,
2013-10,16.627,
2014-01,16.598,
2014-04,16.709,
2014-07,16.777,
