"",BBK01.QUV809,BBK01.QUV809_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Countries in America / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:40,
2001-12,85.733,
2002-01,86.928,
2002-02,88.237,
2002-03,86.452,
2002-04,84.365,
2002-05,81.441,
2002-06,77.498,
2002-07,79.005,
2002-08,79.189,
2002-09,79.165,
2002-10,80.269,
2002-11,81.368,
2002-12,78.128,
2003-01,80.879,
2003-02,80.893,
2003-03,80.827,
2003-04,80.053,
2003-05,78.418,
2003-06,80.156,
2003-07,80.981,
2003-08,83.358,
2003-09,79.214,
2003-10,83.958,
2003-11,81.781,
2003-12,78.020,
2004-01,79.226,
2004-02,78.449,
2004-03,79.389,
2004-04,80.828,
2004-05,78.773,
2004-06,79.580,
2004-07,79.785,
2004-08,78.533,
2004-09,77.966,
2004-10,76.185,
2004-11,73.332,
2004-12,70.741,
2005-01,72.500,
2005-02,72.119,
2005-03,74.377,
2005-04,77.471,
2005-05,81.874,
2005-06,83.310,
2005-07,83.276,
2005-08,81.741,
2005-09,84.443,
2005-10,83.859,
2005-11,85.136,
2005-12,85.736,
2006-01,88.646,
2006-02,91.962,
2006-03,91.885,
2006-04,89.297,
2006-05,86.618,
2006-06,88.787,
2006-07,88.828,
2006-08,88.715,
2006-09,88.321,
2006-10,86.140,
2006-11,85.385,
2006-12,81.562,
2007-01,82.424,
2007-02,81.863,
2007-03,82.060,
2007-04,81.573,
2007-05,84.544,
2007-06,84.840,
2007-07,84.827,
2007-08,88.549,
2007-09,91.788,
2007-10,97.818,
2007-11,96.291,
2007-12,98.035,
2008-01,97.508,
2008-02,98.984,
2008-03,100.140,
2008-04,102.215,
2008-05,105.051,
2008-06,105.484,
2008-07,113.152,
2008-08,120.876,
2008-09,127.669,
2008-10,143.099,
2008-11,144.375,
2008-12,135.068,
2009-01,146.695,
2009-02,147.589,
2009-03,142.923,
2009-04,143.116,
2009-05,139.126,
2009-06,137.918,
2009-07,137.451,
2009-08,134.630,
2009-09,129.984,
2009-10,122.936,
2009-11,119.678,
2009-12,120.867,
2010-01,123.892,
2010-02,126.609,
2010-03,129.263,
2010-04,131.265,
2010-05,139.216,
2010-06,136.482,
2010-07,124.587,
2010-08,126.456,
2010-09,117.467,
2010-10,113.639,
2010-11,119.691,
2010-12,114.455,
2011-01,110.944,
2011-02,109.495,
2011-03,103.468,
2011-04,99.131,
2011-05,101.983,
2011-06,101.546,
2011-07,102.690,
2011-08,103.076,
2011-09,109.029,
2011-10,106.479,
2011-11,111.973,
2011-12,120.166,
2012-01,117.805,
2012-02,115.737,
2012-03,115.489,
2012-04,115.665,
2012-05,121.178,
2012-06,117.383,
2012-07,120.004,
2012-08,117.651,
2012-09,113.483,
2012-10,112.215,
2012-11,112.042,
2012-12,107.036,
2013-01,105.246,
2013-02,108.902,
2013-03,111.494,
2013-04,108.437,
2013-05,110.044,
2013-06,108.674,
2013-07,106.957,
2013-08,107.598,
2013-09,104.961,
2013-10,104.815,
2013-11,105.219,
2013-12,100.219,
2014-01,101.740,
2014-02,99.725,
2014-03,103.677,
2014-04,102.409,
2014-05,107.338,
2014-06,105.328,
2014-07,106.335,
2014-08,107.674,
2014-09,120.514,
2014-10,122.166,
2014-11,122.947,
2014-12,138.983,
