"",BBK01.OUL019,BBK01.OUL019_FLAGS
"",Securities (excluding money market paper) issued by foreign banks (MFIs) / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:24,
1986-06,0.161,
1986-07,0.171,
1986-08,0.167,
1986-09,0.173,
1986-10,0.172,
1986-11,0.171,
1986-12,0.169,
1987-01,0.181,
1987-02,0.181,
1987-03,0.205,
1987-04,0.223,
1987-05,0.222,
1987-06,0.259,
1987-07,0.274,
1987-08,0.288,
1987-09,0.298,
1987-10,0.312,
1987-11,0.308,
1987-12,0.313,
1988-01,0.330,
1988-02,0.366,
1988-03,0.419,
1988-04,0.426,
1988-05,0.412,
1988-06,0.393,
1988-07,0.380,
1988-08,0.375,
1988-09,0.391,
1988-10,0.421,
1988-11,0.409,
1988-12,0.426,
1989-01,0.427,
1989-02,0.419,
1989-03,0.422,
1989-04,0.424,
1989-05,0.442,
1989-06,0.444,
1989-07,0.440,
1989-08,0.435,
1989-09,0.447,
1989-10,0.444,
1989-11,0.446,
1989-12,0.451,
1990-01,0.442,
1990-02,0.451,
1990-03,0.450,
1990-04,0.458,
1990-05,0.477,
1990-06,0.492,
1990-07,0.501,
1990-08,0.509,
1990-09,0.518,
1990-10,0.541,
1990-11,0.537,
1990-12,0.535,
1991-01,0.510,
1991-02,0.502,
1991-03,0.507,
1991-04,0.508,
1991-05,0.503,
1991-06,0.515,
1991-07,0.505,
1991-08,0.520,
1991-09,0.522,
1991-10,0.552,
1991-11,0.543,
1991-12,0.529,
1992-01,0.503,
1992-02,0.480,
1992-03,0.472,
1992-04,0.460,
1992-05,0.464,
1992-06,0.464,
1992-07,0.470,
1992-08,0.474,
1992-09,0.461,
1992-10,0.476,
1992-11,0.478,
1992-12,0.480,
1993-01,0.516,
1993-02,0.566,
1993-03,0.595,
1993-04,0.676,
1993-05,0.708,
1993-06,0.721,
1993-07,0.712,
1993-08,0.713,
1993-09,0.739,
1993-10,0.792,
1993-11,0.772,
1993-12,0.794,
1994-01,0.823,
1994-02,0.844,
1994-03,0.851,
1994-04,0.852,
1994-05,0.812,
1994-06,0.799,
1994-07,0.784,
1994-08,0.767,
1994-09,0.738,
1994-10,0.717,
1994-11,0.714,
1994-12,0.691,
1995-01,0.661,
1995-02,0.654,
1995-03,0.614,
1995-04,0.613,
1995-05,0.574,
1995-06,0.590,
1995-07,0.586,
1995-08,0.598,
1995-09,0.586,
1995-10,0.595,
1995-11,0.587,
1995-12,0.639,
1996-01,0.620,
1996-02,0.639,
1996-03,0.602,
1996-04,0.621,
1996-05,0.601,
1996-06,0.636,
1996-07,0.656,
1996-08,0.688,
1996-09,0.670,
1996-10,0.691,
1996-11,0.669,
1996-12,0.697,
1997-01,0.727,
1997-02,0.754,
1997-03,0.750,
1997-04,0.740,
1997-05,0.746,
1997-06,0.740,
1997-07,0.756,
1997-08,0.758,
1997-09,0.748,
1997-10,0.773,
1997-11,0.791,
1997-12,0.816,
1998-01,0.834,
1998-02,0.881,
1998-03,0.900,
1998-04,0.792,
1998-05,0.764,
1998-06,0.836,
1998-07,0.845,
1998-08,0.823,
1998-09,0.825,
1998-10,0.847,
1998-11,0.958,
1998-12,0.977,
1999-01,1.058,
1999-02,1.055,
1999-03,1.210,
1999-04,1.347,
1999-05,1.418,
1999-06,1.383,
1999-07,1.449,
1999-08,1.484,
1999-09,1.539,
1999-10,1.562,
1999-11,1.716,
1999-12,1.713,
2000-01,1.775,
2000-02,1.979,
2000-03,2.203,
2000-04,2.320,
2000-05,2.695,
2000-06,2.857,
2000-07,2.930,
2000-08,3.094,
2000-09,3.221,
2000-10,3.405,
2000-11,3.490,
2000-12,3.801,
2001-01,3.920,
2001-02,3.939,
2001-03,4.063,
2001-04,4.116,
2001-05,4.347,
2001-06,4.530,
2001-07,4.658,
2001-08,4.892,
2001-09,5.090,
2001-10,5.217,
2001-11,5.373,
2001-12,5.586,
2002-01,5.727,
2002-02,6.113,
2002-03,6.310,
2002-04,6.136,
2002-05,6.232,
2002-06,6.017,
2002-07,5.926,
2002-08,5.987,
2002-09,6.011,
2002-10,5.923,
2002-11,5.905,
2002-12,6.063,
2003-01,6.049,
2003-02,5.858,
2003-03,5.979,
2003-04,5.938,
2003-05,6.060,
2003-06,5.960,
2003-07,6.036,
2003-08,5.735,
2003-09,5.688,
2003-10,5.859,
2003-11,5.864,
2003-12,6.055,
2004-01,6.186,
2004-02,6.454,
2004-03,6.605,
2004-04,6.745,
2004-05,6.874,
2004-06,7.093,
2004-07,7.013,
2004-08,6.842,
2004-09,7.030,
2004-10,7.298,
2004-11,7.807,
2004-12,8.071,
2005-01,8.532,
2005-02,9.279,
2005-03,9.876,
2005-04,10.069,
2005-05,10.175,
2005-06,10.685,
2005-07,10.998,
2005-08,11.186,
2005-09,11.123,
2005-10,11.186,
2005-11,11.343,
2005-12,11.488,
2006-01,10.560,
2006-02,10.950,
2006-03,11.258,
2006-04,11.443,
2006-05,11.440,
2006-06,11.316,
2006-07,11.623,
2006-08,11.993,
2006-09,12.530,
2006-10,12.734,
2006-11,13.137,
2006-12,13.252,
2007-01,13.127,
2007-02,13.718,
2007-03,14.357,
2007-04,14.932,
2007-05,15.427,
2007-06,15.682,
2007-07,15.931,
2007-08,15.502,
2007-09,15.841,
2007-10,15.948,
2007-11,15.777,
2007-12,15.697,
2008-01,15.543,
2008-02,15.702,
2008-03,15.783,
2008-04,16.401,
2008-05,16.987,
2008-06,17.585,
2008-07,18.087,
2008-08,18.908,
2008-09,19.629,
2008-10,19.532,
2008-11,19.525,
2008-12,19.688,
2009-01,20.649,
2009-02,21.143,
2009-03,22.046,
2009-04,22.665,
2009-05,23.780,
2009-06,24.436,
2009-07,24.927,
2009-08,25.161,
2009-09,25.390,
2009-10,25.725,
2009-11,25.887,
2009-12,26.083,
2010-01,27.107,
2010-02,28.333,
2010-03,29.745,
2010-04,29.016,
2010-05,28.873,
2010-06,29.823,
2010-07,30.525,
2010-08,31.307,
2010-09,31.752,
2010-10,32.311,
2010-11,32.655,
2010-12,32.673,
2011-01,33.213,
2011-02,33.890,
2011-03,34.203,
2011-04,34.178,
2011-05,34.291,
2011-06,34.467,
2011-07,34.313,
2011-08,34.192,
2011-09,34.279,
2011-10,34.325,
2011-11,34.512,
2011-12,34.649,
2012-01,35.889,
2012-02,36.118,
2012-03,36.977,
2012-04,37.596,
2012-05,37.889,
2012-06,38.076,
2012-07,38.365,
2012-08,38.725,
2012-09,38.827,
2012-10,39.173,
2012-11,39.822,
2012-12,40.269,
2013-01,40.491,
2013-02,40.720,
2013-03,40.885,
2013-04,41.235,
2013-05,41.354,
2013-06,41.200,
2013-07,41.009,
2013-08,41.581,
2013-09,41.706,
2013-10,41.853,
2013-11,42.349,
2013-12,42.524,
2014-01,42.484,
2014-02,43.002,
2014-03,43.472,
2014-04,43.938,
2014-05,44.187,
2014-06,44.498,
2014-07,44.763,
2014-08,44.920,
2014-09,45.177,
2014-10,45.128,
2014-11,45.557,
2014-12,45.507,Provisional value
