"",BBK01.QUF786,BBK01.QUF786_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Malta / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:27,
2004-12,0.047,
2005-01,0.032,
2005-02,0.032,
2005-03,0.022,
2005-04,0.008,
2005-05,0.000,
2005-06,0.004,
2005-07,0.004,
2005-08,0.041,
2005-09,0.004,
2005-10,0.000,
2005-11,0.002,
2005-12,0.045,
2006-01,0.042,
2006-02,0.073,
2006-03,0.046,
2006-04,0.026,
2006-05,0.035,
2006-06,0.032,
2006-07,0.036,
2006-08,0.045,
2006-09,0.025,
2006-10,0.023,
2006-11,0.043,
2006-12,0.064,
2007-01,0.077,
2007-02,0.076,
2007-03,0.066,
2007-04,0.067,
2007-05,0.068,
2007-06,0.782,
2007-07,2.863,
2007-08,3.251,
2007-09,3.231,
2007-10,3.234,
2007-11,3.234,
2007-12,3.234,
2008-01,3.234,
2008-02,3.234,
2008-03,3.234,
2008-04,3.234,
2008-05,3.184,
2008-06,3.184,
2008-07,3.187,
2008-08,3.504,
2008-09,3.504,
2008-10,3.584,
2008-11,3.584,
2008-12,3.995,
2009-01,4.001,
2009-02,4.001,
2009-03,4.001,
2009-04,3.771,
2009-05,3.762,
2009-06,3.762,
2009-07,3.162,
2009-08,3.003,
2009-09,3.004,
2009-10,3.004,
2009-11,2.964,
2009-12,3.745,
2010-01,3.363,
2010-02,3.170,
2010-03,3.164,
2010-04,2.083,
2010-05,2.114,
2010-06,2.111,
2010-07,2.111,
2010-08,2.111,
2010-09,1.812,
2010-10,1.295,
2010-11,1.333,
2010-12,1.298,
2011-01,1.198,
2011-02,1.201,
2011-03,1.197,
2011-04,1.139,
2011-05,1.108,
2011-06,1.167,
2011-07,1.089,
2011-08,1.140,
2011-09,0.245,
2011-10,0.227,
2011-11,0.198,
2011-12,0.629,
2012-01,0.616,
2012-02,0.584,
2012-03,1.190,
2012-04,1.810,
2012-05,1.711,
2012-06,1.939,
2012-07,0.897,
2012-08,0.901,
2012-09,0.781,
2012-10,0.920,
2012-11,0.966,
2012-12,1.169,
2013-01,1.312,
2013-02,1.320,
2013-03,1.321,
2013-04,1.309,
2013-05,1.340,
2013-06,1.389,
2013-07,1.394,
2013-08,0.682,
2013-09,1.495,
2013-10,0.750,
2013-11,0.803,
2013-12,0.779,
2014-01,0.784,
2014-02,0.210,
2014-03,0.168,
2014-04,1.005,
2014-05,0.984,
2014-06,0.071,
2014-07,0.070,
2014-08,0.066,
2014-09,0.048,
2014-10,0.130,
2014-11,0.192,
