"",BBK01.OU7695,BBK01.OU7695_FLAGS
"",Securities portfolios / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:18,
1985-12,9.633,
1986-01,10.426,
1986-02,10.936,
1986-03,11.046,
1986-04,11.216,
1986-05,10.549,
1986-06,10.069,
1986-07,10.608,
1986-08,11.329,
1986-09,11.051,
1986-10,10.694,
1986-11,11.028,
1986-12,11.038,
1987-01,11.732,
1987-02,11.895,
1987-03,12.084,
1987-04,11.700,
1987-05,11.648,
1987-06,11.359,
1987-07,11.321,
1987-08,11.443,
1987-09,11.394,
1987-10,12.015,
1987-11,11.981,
1987-12,12.282,
1988-01,12.562,
1988-02,12.437,
1988-03,12.008,
1988-04,11.598,
1988-05,11.302,
1988-06,11.307,
1988-07,11.192,
1988-08,12.014,
1988-09,12.997,
1988-10,13.525,
1988-11,13.537,
1988-12,12.630,
1989-01,13.379,
1989-02,13.388,
1989-03,13.371,
1989-04,12.880,
1989-05,13.112,
1989-06,13.971,
1989-07,14.708,
1989-08,14.262,
1989-09,14.579,
1989-10,14.358,
1989-11,14.172,
1989-12,13.153,
1990-01,14.126,
1990-02,14.087,
1990-03,13.937,
1990-04,13.686,
1990-05,14.058,
1990-06,13.673,
1990-07,14.386,
1990-08,14.088,
1990-09,13.896,
1990-10,14.202,
1990-11,14.025,
1990-12,13.279,
1991-01,14.095,
1991-02,14.556,
1991-03,14.641,
1991-04,15.287,
1991-05,15.443,
1991-06,14.481,
1991-07,14.279,
1991-08,14.379,
1991-09,14.586,
1991-10,14.386,
1991-11,14.561,
1991-12,13.685,
1992-01,14.959,
1992-02,15.172,
1992-03,14.705,
1992-04,15.605,
1992-05,15.052,
1992-06,15.084,
1992-07,15.036,
1992-08,15.516,
1992-09,16.296,
1992-10,17.947,
1992-11,17.461,
1992-12,18.061,
1993-01,20.173,
1993-02,21.452,
1993-03,21.243,
1993-04,21.972,
1993-05,23.003,
1993-06,22.263,
1993-07,22.881,
1993-08,23.197,
1993-09,23.516,
1993-10,25.418,
