"",BBK01.RU5761,BBK01.RU5761_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Venezuela / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:28,
1982-06,0.327,
1982-07,0.218,
1982-08,0.210,
1982-09,0.206,
1982-10,0.192,
1982-11,0.170,
1982-12,0.143,
1983-01,0.124,
1983-02,0.131,
1983-03,0.098,
1983-04,0.084,
1983-05,0.086,
1983-06,0.081,
1983-07,0.270,
1983-08,0.187,
1983-09,0.184,
1983-10,0.160,
1983-11,0.129,
1983-12,0.117,
1984-01,0.077,
1984-02,0.074,
1984-03,0.195,
1984-04,0.386,
1984-05,0.203,
1984-06,0.304,
1984-07,0.315,
1984-08,0.441,
1984-09,0.578,
1984-10,0.490,
1984-11,0.540,
1984-12,0.574,
1985-01,0.573,
1985-02,0.600,
1985-03,0.582,
1985-04,0.539,
1985-05,0.666,
1985-06,0.640,
1985-07,0.509,
1985-08,0.492,
1985-09,0.530,
1985-10,0.550,
1985-11,0.530,
1985-12,0.454,
1986-01,0.639,
1986-02,0.722,
1986-03,0.656,
1986-04,0.569,
1986-05,0.609,
1986-06,0.360,
1986-07,0.273,
1986-08,0.423,
1986-09,0.312,
1986-10,0.213,
1986-11,0.300,
1986-12,0.283,
1987-01,0.267,
1987-02,0.306,
1987-03,0.179,
1987-04,0.229,
1987-05,0.198,
1987-06,0.185,
1987-07,0.183,
1987-08,0.185,
1987-09,0.180,
1987-10,0.126,
1987-11,0.208,
1987-12,0.145,
1988-01,0.168,
1988-02,0.211,
1988-03,0.161,
1988-04,0.119,
1988-05,0.130,
1988-06,0.187,
1988-07,0.143,
1988-08,0.182,
1988-09,0.159,
1988-10,0.145,
1988-11,0.108,
1988-12,0.093,
1989-01,0.092,
1989-02,0.081,
1989-03,0.081,
1989-04,0.080,
1989-05,0.083,
1989-06,0.095,
1989-07,0.102,
1989-08,0.100,
1989-09,0.093,
1989-10,0.122,
1989-11,0.106,
1989-12,0.095,
1990-01,0.095,
1990-02,0.101,
1990-03,0.096,
1990-04,0.170,
1990-05,0.180,
1990-06,0.104,
1990-07,0.198,
1990-08,0.197,
1990-09,0.092,
1990-10,0.217,
1990-11,0.144,
1990-12,0.189,
1991-01,0.337,
1991-02,0.299,
1991-03,0.334,
1991-04,0.324,
1991-05,0.250,
1991-06,0.182,
1991-07,0.209,
1991-08,0.210,
1991-09,0.229,
1991-10,0.200,
1991-11,0.271,
1991-12,0.217,
1992-01,0.253,
1992-02,0.251,
1992-03,0.323,
1992-04,0.325,
1992-05,0.382,
1992-06,0.352,
1992-07,0.651,
1992-08,0.736,
1992-09,0.569,
1992-10,0.400,
1992-11,0.431,
1992-12,0.512,
1993-01,0.286,
1993-02,0.224,
1993-03,0.184,
1993-04,0.218,
1993-05,0.179,
1993-06,0.235,
1993-07,0.273,
1993-08,0.265,
1993-09,0.268,
1993-10,0.308,
1993-11,0.269,
1993-12,0.186,
1994-01,0.190,
1994-02,0.184,
1994-03,0.182,
1994-04,0.188,
1994-05,0.177,
1994-06,0.218,
1994-07,0.181,
1994-08,0.217,
1994-09,0.172,
1994-10,0.202,
1994-11,0.259,
1994-12,0.224,
1995-01,0.265,
1995-02,0.241,
1995-03,0.237,
1995-04,0.233,
1995-05,0.267,
1995-06,0.255,
1995-07,0.256,
1995-08,0.267,
1995-09,0.266,
1995-10,0.266,
1995-11,0.288,
1995-12,0.266,
1996-01,0.282,
1996-02,0.265,
1996-03,0.288,
1996-04,0.257,
1996-05,0.275,
1996-06,0.295,
1996-07,0.266,
1996-08,0.260,
1996-09,0.261,
1996-10,0.254,
1996-11,0.381,
1996-12,0.481,
1997-01,0.270,
1997-02,0.269,
1997-03,0.284,
1997-04,0.280,
1997-05,0.288,
1997-06,0.291,
1997-07,0.301,
1997-08,0.299,
1997-09,0.388,
1997-10,0.301,
1997-11,0.319,
1997-12,0.315,
1998-01,0.328,
1998-02,0.325,
1998-03,0.328,
1998-04,0.291,
1998-05,0.303,
1998-06,0.303,
1998-07,0.308,
1998-08,0.312,
1998-09,0.276,
1998-10,0.282,
1998-11,0.291,
1998-12,0.291,
1999-01,0.308,
1999-02,0.311,
1999-03,0.322,
1999-04,0.322,
1999-05,0.308,
1999-06,0.312,
1999-07,0.326,
1999-08,0.295,
1999-09,0.362,
1999-10,0.319,
1999-11,0.336,
1999-12,0.181,
2000-01,0.170,
2000-02,0.180,
2000-03,0.189,
2000-04,0.182,
2000-05,0.157,
2000-06,0.167,
2000-07,0.157,
2000-08,0.317,
2000-09,0.409,
2000-10,0.374,
2000-11,0.287,
2000-12,0.248,
2001-01,0.336,
2001-02,0.333,
2001-03,0.412,
2001-04,0.394,
2001-05,0.236,
2001-06,0.297,
2001-07,0.253,
2001-08,0.234,
2001-09,0.231,
2001-10,0.223,
2001-11,0.253,
2001-12,0.247,
2002-01,0.230,
2002-02,0.229,
2002-03,0.267,
2002-04,0.207,
2002-05,0.240,
2002-06,0.251,
2002-07,0.238,
2002-08,0.221,
2002-09,0.266,
2002-10,0.201,
2002-11,0.284,
2002-12,0.197,
2003-01,0.199,
2003-02,0.185,
2003-03,0.246,
2003-04,0.240,
2003-05,0.204,
2003-06,0.269,
2003-07,0.253,
2003-08,0.268,
2003-09,0.597,
2003-10,0.225,
2003-11,0.291,
2003-12,0.283,
2004-01,0.306,
2004-02,0.212,
2004-03,0.220,
2004-04,0.188,
2004-05,0.167,
2004-06,0.189,
2004-07,0.201,
2004-08,0.321,
2004-09,0.302,
2004-10,0.285,
2004-11,0.284,
2004-12,0.320,
2005-01,0.278,
2005-02,0.254,
2005-03,0.288,
2005-04,0.302,
2005-05,0.298,
2005-06,0.383,
2005-07,0.343,
2005-08,0.377,
2005-09,0.394,
2005-10,0.359,
2005-11,0.351,
2005-12,0.260,
2006-01,0.412,
2006-02,0.419,
2006-03,0.376,
2006-04,0.350,
2006-05,0.357,
2006-06,0.239,
2006-07,0.263,
2006-08,0.336,
2006-09,0.565,
2006-10,0.579,
2006-11,0.471,
2006-12,0.376,
2007-01,0.361,
2007-02,0.562,
2007-03,0.462,
2007-04,0.533,
2007-05,0.488,
2007-06,0.440,
2007-07,0.366,
2007-08,0.638,
2007-09,0.671,
2007-10,0.755,
2007-11,0.682,
2007-12,0.708,
2008-01,0.652,
2008-02,1.145,
2008-03,2.764,
2008-04,4.222,
2008-05,5.649,
2008-06,6.237,
2008-07,6.826,
2008-08,6.349,
2008-09,7.638,
2008-10,8.957,
2008-11,8.407,
2008-12,3.461,
2009-01,3.646,
2009-02,3.072,
2009-03,2.770,
2009-04,3.632,
2009-05,3.354,
2009-06,3.266,
2009-07,2.860,
2009-08,2.953,
2009-09,2.518,
2009-10,2.822,
2009-11,2.638,
2009-12,2.066,
2010-01,1.791,
2010-02,2.938,
2010-03,2.080,
2010-04,2.368,
2010-05,2.831,
2010-06,2.409,
2010-07,2.330,
2010-08,2.079,
2010-09,4.877,
2010-10,2.743,
2010-11,2.732,
2010-12,2.665,
2011-01,1.937,
2011-02,1.763,
2011-03,2.436,
2011-04,2.106,
2011-05,4.099,
2011-06,2.564,
2011-07,3.755,
2011-08,3.525,
2011-09,6.063,
2011-10,6.520,
2011-11,7.354,
2011-12,1.578,
2012-01,2.005,
2012-02,2.875,
2012-03,2.420,
2012-04,3.062,
2012-05,4.622,
2012-06,3.402,
2012-07,2.757,
2012-08,3.369,
2012-09,3.264,
2012-10,3.110,
2012-11,2.582,
2012-12,1.986,
2013-01,2.027,
2013-02,2.088,
2013-03,2.008,
2013-04,1.788,
2013-05,1.913,
2013-06,1.271,
2013-07,1.226,
2013-08,1.138,
2013-09,1.087,
2013-10,1.247,
2013-11,1.148,
2013-12,3.280,
2014-01,3.466,
2014-02,3.076,
2014-03,3.135,
2014-04,3.043,
2014-05,2.588,
2014-06,2.056,
2014-07,2.548,
2014-08,2.411,
2014-09,1.561,
2014-10,1.673,
2014-11,1.439,
2014-12,1.200,
