"",BBK01.QUV389,BBK01.QUV389_FLAGS
"",Banks in Germany: Short-term liabilities to foreign enterprises and households / All countries / US dollar,
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:06:17,
2001-12,31.269,
2002-01,29.470,
2002-02,28.897,
2002-03,30.700,
2002-04,30.343,
2002-05,29.241,
2002-06,28.190,
2002-07,29.754,
2002-08,27.603,
2002-09,29.369,
2002-10,25.314,
2002-11,24.608,
2002-12,21.150,
2003-01,23.536,
2003-02,21.282,
2003-03,22.585,
2003-04,21.166,
2003-05,19.796,
2003-06,23.729,
2003-07,24.952,
2003-08,27.644,
2003-09,22.441,
2003-10,26.635,
2003-11,27.872,
2003-12,26.154,
2004-01,28.107,
2004-02,27.505,
2004-03,26.106,
2004-04,26.782,
2004-05,26.538,
2004-06,24.224,
2004-07,24.683,
2004-08,25.979,
2004-09,24.800,
2004-10,31.360,
2004-11,30.792,
2004-12,24.494,
2005-01,25.491,
2005-02,27.250,
2005-03,27.039,
2005-04,35.399,
2005-05,31.335,
2005-06,27.884,
2005-07,27.170,
2005-08,26.728,
2005-09,27.208,
2005-10,27.022,
2005-11,29.111,
2005-12,25.643,
2006-01,27.688,
2006-02,26.617,
2006-03,26.178,
2006-04,23.977,
2006-05,21.243,
2006-06,22.165,
2006-07,25.425,
2006-08,32.207,
2006-09,30.886,
2006-10,33.771,
2006-11,34.175,
2006-12,35.965,
2007-01,35.456,
2007-02,31.979,
2007-03,29.026,
2007-04,25.792,
2007-05,28.998,
2007-06,35.615,
2007-07,35.690,
2007-08,37.313,
2007-09,34.053,
2007-10,32.935,
2007-11,36.070,
2007-12,33.486,
2008-01,35.046,
2008-02,37.950,
2008-03,34.255,
2008-04,30.874,
2008-05,26.735,
2008-06,27.910,
2008-07,30.621,
2008-08,30.941,
2008-09,33.570,
2008-10,33.453,
2008-11,30.377,
2008-12,24.951,
2009-01,28.971,
2009-02,26.215,
2009-03,26.355,
2009-04,27.769,
2009-05,25.317,
2009-06,23.747,
2009-07,23.056,
2009-08,24.853,
2009-09,22.298,
2009-10,21.333,
2009-11,20.145,
2009-12,20.936,
2010-01,21.854,
2010-02,27.958,
2010-03,27.697,
2010-04,35.726,
2010-05,44.712,
2010-06,36.227,
2010-07,33.053,
2010-08,31.341,
2010-09,32.200,
2010-10,32.762,
2010-11,33.640,
2010-12,22.740,
2011-01,25.322,
2011-02,28.610,
2011-03,24.606,
2011-04,30.905,
2011-05,34.543,
2011-06,29.186,
2011-07,27.634,
2011-08,25.994,
2011-09,27.082,
2011-10,29.895,
2011-11,27.289,
2011-12,25.983,
2012-01,23.018,
2012-02,23.891,
2012-03,29.386,
2012-04,33.713,
2012-05,33.481,
2012-06,28.977,
2012-07,33.282,
2012-08,34.240,
2012-09,33.177,
2012-10,34.140,
2012-11,31.545,
2012-12,28.644,
2013-01,30.820,
2013-02,32.198,
2013-03,32.729,
2013-04,36.403,
2013-05,42.328,
2013-06,35.640,
2013-07,38.161,
2013-08,31.288,
2013-09,31.583,
2013-10,31.821,
2013-11,33.548,
2013-12,30.909,
2014-01,30.873,
2014-02,30.763,
2014-03,28.637,
2014-04,31.047,
2014-05,29.127,
2014-06,28.303,
2014-07,35.290,
2014-08,30.983,
2014-09,33.341,
2014-10,33.784,
2014-11,36.247,
2014-12,26.460,
