"",BBK01.OUB308,BBK01.OUB308_FLAGS
"",Time deposits of the Federal Government and its special funds / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:21,
1999-01,0.225,
1999-02,0.269,
1999-03,0.071,
1999-04,0.065,
1999-05,0.132,
1999-06,0.093,
1999-07,0.108,
1999-08,0.144,
1999-09,0.112,
1999-10,0.099,
1999-11,0.122,
1999-12,0.142,
2000-01,0.085,
2000-02,0.091,
2000-03,0.101,
2000-04,0.308,
2000-05,0.366,
2000-06,0.361,
2000-07,0.295,
2000-08,0.363,
2000-09,0.381,
2000-10,0.396,
2000-11,0.346,
2000-12,1.477,
2001-01,0.661,
2001-02,0.572,
2001-03,0.631,
2001-04,0.877,
2001-05,0.991,
2001-06,0.856,
2001-07,0.941,
2001-08,0.915,
2001-09,0.909,
2001-10,0.870,
2001-11,0.813,
2001-12,0.783,
2002-01,0.976,
2002-02,0.869,
2002-03,0.869,
2002-04,0.984,
2002-05,0.966,
2002-06,0.923,
2002-07,1.010,
2002-08,1.095,
2002-09,1.073,
2002-10,0.980,
2002-11,0.952,
2002-12,0.959,
2003-01,0.670,
2003-02,0.652,
2003-03,1.207,
2003-04,1.217,
2003-05,1.115,
2003-06,1.043,
2003-07,1.190,
2003-08,1.054,
2003-09,1.060,
2003-10,0.976,
2003-11,1.022,
2003-12,1.531,
2004-01,2.928,
2004-02,3.781,
2004-03,3.735,
2004-04,3.522,
2004-05,3.017,
2004-06,3.447,
2004-07,3.627,
2004-08,3.310,
2004-09,1.928,
2004-10,1.673,
2004-11,1.309,
2004-12,1.062,
2005-01,2.087,
2005-02,2.272,
2005-03,1.315,
2005-04,1.382,
2005-05,1.244,
2005-06,1.302,
2005-07,3.937,
2005-08,3.390,
2005-09,3.548,
2005-10,3.367,
2005-11,2.938,
2005-12,1.329,
2006-01,3.517,
2006-02,0.326,
2006-03,1.240,
2006-04,1.337,
2006-05,1.901,
2006-06,2.810,
2006-07,3.455,
2006-08,2.209,
2006-09,2.100,
2006-10,2.910,
2006-11,3.337,
2006-12,1.618,
2007-01,1.516,
2007-02,2.590,
2007-03,2.931,
2007-04,3.942,
2007-05,5.382,
2007-06,5.430,
2007-07,2.730,
2007-08,2.666,
2007-09,1.854,
2007-10,1.630,
2007-11,2.467,
2007-12,1.977,
2008-01,1.528,
2008-02,1.773,
2008-03,1.892,
2008-04,0.958,
2008-05,1.567,
2008-06,1.902,
2008-07,0.926,
2008-08,1.437,
2008-09,1.997,
2008-10,1.338,
2008-11,1.209,
2008-12,2.267,
2009-01,2.338,
2009-02,1.937,
2009-03,1.941,
2009-04,1.620,
2009-05,2.076,
2009-06,5.610,
2009-07,2.526,
2009-08,2.017,
2009-09,1.473,
2009-10,1.601,
2009-11,2.065,
2009-12,2.122,
2010-01,2.467,
2010-02,1.271,
2010-03,1.265,
2010-04,1.407,
2010-05,2.038,
2010-06,1.750,
2010-07,1.114,
2010-08,1.255,
2010-09,1.397,
2010-10,1.395,
2010-11,1.566,
2010-12,1.673,
2011-01,1.531,
2011-02,2.207,
2011-03,1.694,
2011-04,2.452,
2011-05,1.965,
2011-06,5.142,
2011-07,2.443,
2011-08,1.859,
2011-09,2.155,
2011-10,2.285,
2011-11,2.713,
2011-12,2.982,
2012-01,5.315,
2012-02,4.319,
2012-03,3.871,
2012-04,2.722,
2012-05,4.024,
2012-06,4.012,
2012-07,2.703,
2012-08,2.550,
2012-09,2.251,
2012-10,2.522,
2012-11,2.452,
2012-12,2.700,
2013-01,2.477,
2013-02,2.502,
2013-03,2.130,
2013-04,2.080,
2013-05,2.907,
2013-06,2.492,
2013-07,2.178,
2013-08,2.107,
2013-09,2.022,
2013-10,1.986,
2013-11,2.016,
2013-12,3.257,
2014-01,2.072,
2014-02,1.850,
2014-03,1.772,
2014-04,1.769,
2014-05,1.785,
2014-06,1.798,
2014-07,1.956,
2014-08,1.787,
2014-09,2.297,
2014-10,1.775,
2014-11,1.478,
2014-12,1.770,Provisional value
