"",BBK01.QUK790,BBK01.QUK790_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Poland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:10,
2002-03,3.239,
2002-04,2.918,
2002-05,2.683,
2002-06,2.652,
2002-07,2.489,
2002-08,2.542,
2002-09,2.814,
2002-10,2.756,
2002-11,2.827,
2002-12,2.437,
2003-01,2.591,
2003-02,2.615,
2003-03,2.358,
2003-04,2.083,
2003-05,2.434,
2003-06,2.315,
2003-07,2.252,
2003-08,2.283,
2003-09,2.007,
2003-10,2.267,
2003-11,2.120,
2003-12,2.314,
2004-01,2.130,
2004-02,2.121,
2004-03,2.217,
2004-04,1.902,
2004-05,2.111,
2004-06,1.621,
2004-07,1.924,
2004-08,1.979,
2004-09,1.722,
2004-10,1.837,
2004-11,2.115,
2004-12,2.041,
2005-01,2.096,
2005-02,1.874,
2005-03,1.810,
2005-04,1.741,
2005-05,1.568,
2005-06,1.709,
2005-07,2.328,
2005-08,2.027,
2005-09,2.228,
2005-10,1.939,
2005-11,2.826,
2005-12,2.473,
2006-01,1.822,
2006-02,1.755,
2006-03,1.781,
2006-04,1.231,
2006-05,1.859,
2006-06,1.099,
2006-07,1.227,
2006-08,1.296,
2006-09,1.103,
2006-10,1.186,
2006-11,2.297,
2006-12,1.512,
2007-01,1.886,
2007-02,2.005,
2007-03,2.809,
2007-04,2.269,
2007-05,2.785,
2007-06,2.625,
2007-07,2.802,
2007-08,2.986,
2007-09,2.911,
2007-10,2.555,
2007-11,3.295,
2007-12,2.567,
2008-01,3.597,
2008-02,3.371,
2008-03,3.047,
2008-04,2.980,
2008-05,3.983,
2008-06,3.613,
2008-07,3.780,
2008-08,3.906,
2008-09,4.130,
2008-10,4.466,
2008-11,4.283,
2008-12,5.777,
2009-01,4.468,
2009-02,4.457,
2009-03,4.071,
2009-04,4.236,
2009-05,4.512,
2009-06,4.399,
2009-07,4.198,
2009-08,4.654,
2009-09,4.371,
2009-10,5.120,
2009-11,4.732,
2009-12,4.761,
2010-01,5.161,
2010-02,5.503,
2010-03,5.142,
2010-04,5.103,
2010-05,4.653,
2010-06,5.141,
2010-07,4.931,
2010-08,5.464,
2010-09,5.456,
2010-10,4.939,
2010-11,5.147,
2010-12,5.285,
2011-01,5.100,
2011-02,5.352,
2011-03,4.744,
2011-04,5.010,
2011-05,4.609,
2011-06,5.207,
2011-07,5.675,
2011-08,5.332,
2011-09,5.197,
2011-10,5.660,
2011-11,9.826,
2011-12,8.849,
2012-01,6.428,
2012-02,6.010,
2012-03,5.697,
2012-04,5.972,
2012-05,5.586,
2012-06,5.232,
2012-07,4.911,
2012-08,4.904,
2012-09,5.455,
2012-10,4.741,
2012-11,5.002,
2012-12,5.133,
2013-01,4.485,
2013-02,4.651,
2013-03,4.978,
2013-04,4.930,
2013-05,4.407,
2013-06,4.606,
2013-07,4.234,
2013-08,4.329,
2013-09,5.110,
2013-10,4.857,
2013-11,4.942,
2013-12,5.307,
2014-01,5.392,
2014-02,5.377,
2014-03,5.553,
2014-04,6.047,
2014-05,5.429,
2014-06,5.390,
2014-07,5.228,
2014-08,5.426,
2014-09,4.816,
2014-10,5.329,
