"",BBK01.OUZ338,BBK01.OUZ338_FLAGS
"","Unsecuritised lending to non-banks(non-MFIs), total Special purpose banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:04,
1999-01,162.048,
1999-02,166.350,
1999-03,167.883,
1999-04,168.097,
1999-05,168.299,
1999-06,170.573,
1999-07,171.352,
1999-08,173.024,
1999-09,175.248,
1999-10,180.682,
1999-11,182.628,
1999-12,181.301,
2000-01,183.313,
2000-02,181.389,
2000-03,182.283,
2000-04,184.404,
2000-05,149.090,
2000-06,148.384,
2000-07,151.325,
2000-08,154.133,
2000-09,155.363,
2000-10,158.435,
2000-11,159.257,
2000-12,158.170,
2001-01,157.961,
2001-02,159.417,
2001-03,163.650,
2001-04,161.532,
2001-05,162.892,
2001-06,163.250,
2001-07,163.642,
2001-08,161.694,
2001-09,163.367,
2001-10,164.610,
2001-11,169.317,
2001-12,167.338,
2002-01,168.908,
2002-02,167.358,
2002-03,168.525,
2002-04,165.940,
2002-05,163.733,
2002-06,161.903,
2002-07,163.225,
2002-08,163.690,
2002-09,163.377,
2002-10,163.762,
2002-11,164.996,
2002-12,160.567,
2003-01,160.762,
2003-02,161.085,
2003-03,159.630,
2003-04,159.280,
2003-05,156.883,
2003-06,161.557,
2003-07,162.707,
2003-08,163.325,
2003-09,161.439,
2003-10,163.703,
2003-11,164.174,
2003-12,162.848,
2004-01,163.634,
2004-02,163.022,
2004-03,163.860,
2004-04,165.397,
2004-05,164.855,
2004-06,165.060,
2004-07,165.683,
2004-08,165.258,
2004-09,179.009,
2004-10,180.687,
2004-11,180.638,
2004-12,211.783,
2005-01,212.320,
2005-02,211.851,
2005-03,212.195,
2005-04,211.468,
2005-05,213.120,
2005-06,213.450,
2005-07,213.546,
2005-08,213.123,
2005-09,214.337,
2005-10,215.877,
2005-11,217.768,
2005-12,216.216,
2006-01,233.493,
2006-02,231.811,
2006-03,229.857,
2006-04,230.613,
2006-05,229.612,
2006-06,228.287,
2006-07,230.523,
2006-08,227.940,
2006-09,228.634,
2006-10,228.184,
2006-11,227.896,
2006-12,229.841,
2007-01,230.149,
2007-02,227.199,
2007-03,226.407,
2007-04,226.980,
2007-05,226.237,
2007-06,225.621,
2007-07,227.265,
2007-08,231.363,
2007-09,233.649,
2007-10,232.783,
2007-11,233.066,
2007-12,234.462,
2008-01,234.787,
2008-02,231.730,
2008-03,227.430,
2008-04,230.997,
2008-05,230.216,
2008-06,229.247,
2008-07,232.551,
2008-08,235.003,
2008-09,238.356,
2008-10,246.701,
2008-11,242.242,
2008-12,247.673,
2009-01,251.537,
2009-02,252.483,
2009-03,254.529,
2009-04,254.740,
2009-05,255.757,
2009-06,256.911,
2009-07,250.802,
2009-08,240.728,
2009-09,241.218,
2009-10,237.038,
2009-11,233.420,
2009-12,244.195,
2010-01,242.589,
2010-02,239.723,
2010-03,249.170,
2010-04,256.087,
2010-05,254.777,
2010-06,257.854,
2010-07,254.235,
2010-08,255.899,
2010-09,253.920,
2010-10,245.981,
2010-11,259.200,
2010-12,257.412,
2011-01,253.523,
2011-02,255.575,
2011-03,255.584,
2011-04,254.454,
2011-05,260.963,
2011-06,261.575,
2011-07,263.276,
2011-08,268.097,
2011-09,268.504,
2011-10,275.429,
2011-11,270.399,
2011-12,275.331,
2012-01,277.335,
2012-02,283.632,
2012-03,285.105,
2012-04,289.232,
2012-05,291.413,
2012-06,285.752,
2012-07,291.161,
2012-08,289.902,
2012-09,287.777,
2012-10,289.515,
2012-11,289.865,
2012-12,286.829,
2013-01,284.421,
2013-02,285.561,
2013-03,288.000,
2013-04,285.162,
2013-05,278.447,
2013-06,282.693,
2013-07,277.245,
2013-08,255.903,
2013-09,254.754,
2013-10,255.755,
2013-11,255.891,
2013-12,258.326,
2014-01,258.896,
2014-02,258.953,
2014-03,256.803,
2014-04,257.155,
2014-05,258.925,
2014-06,256.807,
2014-07,257.632,
2014-08,258.039,
2014-09,259.012,
2014-10,262.109,
2014-11,263.063,
