"",BBK01.QUV667,BBK01.QUV667_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Russian Federation / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:16,
2001-12,1.114,
2002-01,0.845,
2002-02,1.174,
2002-03,0.929,
2002-04,1.026,
2002-05,0.869,
2002-06,0.895,
2002-07,1.156,
2002-08,1.066,
2002-09,0.651,
2002-10,0.769,
2002-11,0.532,
2002-12,0.580,
2003-01,0.811,
2003-02,1.056,
2003-03,1.118,
2003-04,0.848,
2003-05,0.841,
2003-06,0.928,
2003-07,0.900,
2003-08,0.961,
2003-09,1.160,
2003-10,0.830,
2003-11,0.869,
2003-12,1.162,
2004-01,1.819,
2004-02,1.098,
2004-03,1.004,
2004-04,0.917,
2004-05,0.937,
2004-06,0.976,
2004-07,1.073,
2004-08,1.076,
2004-09,1.164,
2004-10,1.090,
2004-11,1.449,
2004-12,1.801,
2005-01,1.424,
2005-02,1.842,
2005-03,1.645,
2005-04,1.331,
2005-05,1.239,
2005-06,1.227,
2005-07,1.220,
2005-08,1.275,
2005-09,1.436,
2005-10,1.111,
2005-11,1.469,
2005-12,1.704,
2006-01,1.259,
2006-02,1.781,
2006-03,2.003,
2006-04,1.807,
2006-05,1.997,
2006-06,1.860,
2006-07,2.446,
2006-08,2.548,
2006-09,2.391,
2006-10,2.897,
2006-11,2.455,
2006-12,3.680,
2007-01,3.256,
2007-02,3.215,
2007-03,3.639,
2007-04,4.366,
2007-05,4.762,
2007-06,3.795,
2007-07,3.495,
2007-08,4.155,
2007-09,4.242,
2007-10,3.188,
2007-11,3.296,
2007-12,3.374,
2008-01,3.261,
2008-02,3.118,
2008-03,3.246,
2008-04,3.358,
2008-05,3.075,
2008-06,3.609,
2008-07,3.871,
2008-08,4.056,
2008-09,3.768,
2008-10,3.305,
2008-11,3.261,
2008-12,2.483,
2009-01,2.354,
2009-02,2.245,
2009-03,1.788,
2009-04,1.461,
2009-05,1.146,
2009-06,1.139,
2009-07,0.828,
2009-08,1.049,
2009-09,0.761,
2009-10,0.893,
2009-11,0.837,
2009-12,0.844,
2010-01,0.661,
2010-02,0.606,
2010-03,0.729,
2010-04,0.711,
2010-05,0.756,
2010-06,0.999,
2010-07,1.102,
2010-08,0.903,
2010-09,1.226,
2010-10,1.029,
2010-11,1.341,
2010-12,1.673,
2011-01,1.651,
2011-02,1.703,
2011-03,1.860,
2011-04,1.981,
2011-05,2.133,
2011-06,2.210,
2011-07,1.988,
2011-08,1.918,
2011-09,1.861,
2011-10,2.030,
2011-11,2.138,
2011-12,2.355,
2012-01,2.208,
2012-02,2.219,
2012-03,2.068,
2012-04,2.135,
2012-05,2.292,
2012-06,2.512,
2012-07,2.238,
2012-08,2.111,
2012-09,2.629,
2012-10,3.260,
2012-11,2.810,
2012-12,2.772,
2013-01,2.673,
2013-02,4.190,
2013-03,2.628,
2013-04,2.900,
2013-05,3.595,
2013-06,2.764,
2013-07,2.896,
2013-08,3.762,
2013-09,2.768,
2013-10,2.738,
2013-11,2.504,
2013-12,3.254,
2014-01,2.441,
2014-02,2.198,
2014-03,1.915,
2014-04,2.076,
2014-05,1.985,
2014-06,2.012,
2014-07,2.073,
2014-08,2.468,
2014-09,2.375,
2014-10,2.437,
2014-11,2.286,
2014-12,2.327,
