"",BBK01.SU0033,BBK01.SU0033_FLAGS
"","Deposit rates of banks / Bank savings bonds with regular interest payments, maturity of 4 years / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:19,
1970-05,7.50,
1970-06,.,No value available
1970-07,.,No value available
1970-08,7.75,
1970-09,.,No value available
1970-10,.,No value available
1970-11,8.00,
1970-12,.,No value available
1971-01,7.50,
1971-02,7.50,
1971-03,.,No value available
1971-04,.,No value available
1971-05,7.50,
1971-06,.,No value available
1971-07,.,No value available
1971-08,7.75,
1971-09,.,No value available
1971-10,.,No value available
1971-11,7.50,
1971-12,.,No value available
1972-01,.,No value available
1972-02,7.50,
1972-03,.,No value available
1972-04,.,No value available
1972-05,7.00,
1972-06,.,No value available
1972-07,.,No value available
1972-08,7.50,
1972-09,.,No value available
1972-10,.,No value available
1972-11,7.50,
1972-12,.,No value available
1973-01,.,No value available
1973-02,8.00,
1973-03,.,No value available
1973-04,.,No value available
1973-05,8.50,
1973-06,.,No value available
1973-07,9.50,
1973-08,9.50,
1973-09,.,No value available
1973-10,.,No value available
1973-11,9.25,
1973-12,.,No value available
1974-01,.,No value available
1974-02,9.00,
1974-03,.,No value available
1974-04,.,No value available
1974-05,9.50,
1974-06,.,No value available
1974-07,.,No value available
1974-08,9.50,
1974-09,.,No value available
1974-10,.,No value available
1974-11,9.25,
1974-12,.,No value available
1975-01,.,No value available
1975-02,8.50,
1975-03,8.00,
1975-04,8.00,
1975-05,7.75,
1975-06,7.50,
1975-07,7.50,
1975-08,7.25,
1975-09,7.25,
1975-10,7.25,
1975-11,7.25,
1975-12,7.25,
1976-01,7.50,
1976-02,7.25,
1976-03,7.25,
1976-04,7.00,
1976-05,7.00,
1976-06,7.00,
1976-07,7.00,
1976-08,7.00,
1976-09,7.00,
1976-10,7.00,
1976-11,7.00,
1976-12,7.00,
1977-01,7.00,
1977-02,6.50,
1977-03,6.50,
1977-04,6.50,
1977-05,6.00,
1977-06,6.00,
1977-07,6.00,
1977-08,5.75,
1977-09,5.50,
1977-10,5.50,
1977-11,5.50,
1977-12,5.50,
1978-01,5.25,
1978-02,5.25,
1978-03,5.25,
1978-04,5.00,
1978-05,5.00,
1978-06,5.00,
1978-07,5.25,
1978-08,5.50,
1978-09,5.50,
1978-10,5.50,
1978-11,5.50,
1978-12,5.50,
1979-01,5.75,
1979-02,6.00,
1979-03,6.00,
1979-04,6.25,
1979-05,6.50,
1979-06,7.00,
1979-07,7.00,
1979-08,7.25,
1979-09,7.25,
1979-10,7.50,
1979-11,7.75,
1979-12,8.00,
1980-01,8.00,
1980-02,8.00,
1980-03,8.75,
1980-04,9.00,
1980-05,9.00,
1980-06,8.50,
1980-07,8.25,
1980-08,7.75,
1980-09,7.75,
1980-10,8.00,
1980-11,8.25,
1980-12,8.50,
1981-01,8.50,
1981-02,9.00,
1981-03,9.50,
1981-04,9.50,
1981-05,10.00,
1981-06,10.00,
1981-07,10.25,
1981-08,10.50,
1981-09,10.50,
1981-10,10.00,
1981-11,9.75,
1981-12,9.50,
1982-01,9.50,
1982-02,9.25,
1982-03,9.00,
1982-04,8.75,
1982-05,8.50,
1982-06,8.50,
1982-07,9.00,
1982-08,8.75,
1982-09,8.25,
1982-10,8.00,
1982-11,7.75,
1982-12,7.50,
1983-01,7.25,
1983-02,7.25,
1983-03,7.00,
1983-04,6.75,
1983-05,7.00,
1983-06,7.50,
1983-07,7.50,
1983-08,7.75,
1983-09,8.00,
1983-10,8.00,
1983-11,7.75,
1983-12,8.00,
1984-01,8.00,
1984-02,7.75,
1984-03,7.50,
1984-04,7.50,
1984-05,7.50,
1984-06,7.50,
1984-07,7.75,
1984-08,7.50,
1984-09,7.50,
1984-10,7.25,
1984-11,7.00,
1984-12,7.00,
1985-01,7.00,
1985-02,7.00,
1985-03,7.25,
1985-04,7.00,
1985-05,7.00,
1985-06,6.75,
1985-07,6.75,
1985-08,6.50,
1985-09,6.25,
1985-10,6.25,
1985-11,6.25,
1985-12,6.25,
1986-01,6.25,
1986-02,6.00,
1986-03,6.00,
1986-04,5.75,
1986-05,5.50,
1986-06,5.50,
1986-07,5.50,
1986-08,5.50,
1986-09,5.50,
1986-10,5.50,
1986-11,5.50,
1986-12,5.50,
1987-01,5.50,
1987-02,5.25,
1987-03,5.25,
1987-04,5.25,
1987-05,5.00,
1987-06,5.00,
1987-07,5.00,
1987-08,5.25,
1987-09,5.25,
1987-10,5.75,
1987-11,5.50,
1987-12,5.25,
1988-01,5.00,
1988-02,5.00,
1988-03,5.00,
1988-04,5.00,
1988-05,5.00,
1988-06,5.25,
1988-07,5.50,
1988-08,5.75,
1988-09,5.75,
1988-10,5.75,
1988-11,5.65,
1988-12,5.75,
1989-01,5.75,
1989-02,6.25,
1989-03,6.50,
1989-04,6.50,
1989-05,6.50,
1989-06,6.75,
1989-07,6.75,
1989-08,6.75,
1989-09,6.75,
1989-10,7.00,
1989-11,7.25,
1989-12,7.38,
1990-01,7.50,
1990-02,8.00,
1990-03,8.25,
1990-04,8.25,
1990-05,8.25,
1990-06,8.25,
1990-07,8.25,
1990-08,8.25,
1990-09,8.38,
1990-10,8.50,
1990-11,8.50,
1990-12,8.50,
1991-01,8.50,
1991-02,8.50,
1991-03,8.25,
1991-04,8.25,
1991-05,8.25,
1991-06,8.25,
1991-07,8.38,
1991-08,8.50,
1991-09,8.50,
1991-10,8.50,
1991-11,8.50,
1991-12,8.50,
1992-01,8.50,
1992-02,8.25,
1992-03,8.25,
1992-04,8.25,
1992-05,8.25,
1992-06,8.25,
1992-07,8.25,
1992-08,8.50,
1992-09,8.50,
1992-10,8.00,
1992-11,7.75,
1992-12,7.50,
1993-01,7.50,
1993-02,7.25,
1993-03,6.75,
1993-04,6.50,
1993-05,6.50,
1993-06,6.25,
1993-07,6.25,
1993-08,6.25,
1993-09,6.00,
1993-10,6.00,
1993-11,5.75,
1993-12,5.50,
1994-01,5.50,
1994-02,5.50,
1994-03,5.50,
1994-04,5.50,
1994-05,5.63,
1994-06,6.25,
1994-07,6.25,
1994-08,6.25,
1994-09,6.50,
1994-10,7.00,
1994-11,7.00,
1994-12,7.00,
1995-01,7.00,
1995-02,7.00,
1995-03,7.00,
1995-04,6.50,
1995-05,6.25,
1995-06,6.00,
1995-07,6.00,
1995-08,6.00,
1995-09,5.75,
1995-10,5.75,
1995-11,5.50,
1995-12,5.50,
1996-01,5.15,
1996-02,5.00,
1996-03,5.00,
1996-04,5.20,
1996-05,5.00,
1996-06,5.00,
1996-07,5.25,
1996-08,5.25,
1996-09,5.13,
1996-10,5.00,
1996-11,5.00,
1996-12,5.00,
1997-01,4.90,
1997-02,4.75,
1997-03,4.60,
1997-04,4.60,
1997-05,4.70,
1997-06,4.50,
1997-07,4.50,
1997-08,4.50,
1997-09,4.60,
1997-10,4.75,
1997-11,5.00,
1997-12,5.00,
1998-01,4.75,
1998-02,4.75,
1998-03,4.75,
1998-04,4.60,
1998-05,4.55,
1998-06,4.50,
1998-07,4.50,
1998-08,4.50,
1998-09,4.50,
1998-10,4.25,
1998-11,4.25,
1998-12,4.10,
1999-01,4.00,
1999-02,3.90,
1999-03,3.75,
1999-04,3.60,
1999-05,3.50,
1999-06,3.50,
1999-07,3.90,
1999-08,4.25,
1999-09,4.30,
1999-10,4.70,
1999-11,4.50,
1999-12,4.60,
2000-01,4.85,
2000-02,5.00,
2000-03,5.00,
2000-04,5.00,
2000-05,5.20,
2000-06,5.25,
2000-07,5.25,
2000-08,5.30,
2000-09,5.37,
2000-10,5.40,
2000-11,5.30,
2000-12,5.25,
2001-01,5.00,
2001-02,4.75,
2001-03,4.75,
2001-04,4.60,
2001-05,4.65,
2001-06,4.60,
2001-07,4.60,
2001-08,4.50,
2001-09,4.35,
2001-10,4.20,
2001-11,4.00,
2001-12,4.00,
2002-01,4.10,
2002-02,4.25,
2002-03,4.50,
2002-04,4.50,
2002-05,4.50,
2002-06,4.50,
2002-07,4.40,
2002-08,4.05,
2002-09,4.00,
2002-10,4.00,
2002-11,3.75,
2002-12,3.70,
2003-01,3.50,
2003-02,3.30,
2003-03,3.10,
2003-04,3.20,
2003-05,3.05,
2003-06,2.75,
"",General: Since January 1991 the rates of banks in the new Länder have been included in the interest rate survey. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.,
