"",BBK01.WU0123,BBK01.WU0123_FLAGS
"",Gross sales of domestic debt securities at nominal value / Maturities of more than four years / Public debt securities,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:32,
1960-01,263,
1960-02,27,
1960-03,1,
1960-04,0,
1960-05,0,
1960-06,1,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,159,
1960-10,-,Nothing exists
1960-11,74,
1960-12,-,Nothing exists
1961-01,410,
1961-02,145,
1961-03,41,
1961-04,57,
1961-05,100,
1961-06,2,
1961-07,130,
1961-08,1,
1961-09,1,
1961-10,1,
1961-11,0,
1961-12,54,
1962-01,153,
1962-02,143,
1962-03,4,
1962-04,133,
1962-05,15,
1962-06,10,
1962-07,326,
1962-08,133,
1962-09,39,
1962-10,157,
1962-11,1,
1962-12,128,
1963-01,237,
1963-02,244,
1963-03,-,Nothing exists
1963-04,316,
1963-05,172,
1963-06,146,
1963-07,223,
1963-08,160,
1963-09,18,
1963-10,193,
1963-11,268,
1963-12,-,Nothing exists
1964-01,205,
1964-02,138,
1964-03,155,
1964-04,24,
1964-05,207,
1964-06,186,
1964-07,60,
1964-08,182,
1964-09,166,
1964-10,235,
1964-11,151,
1964-12,0,
1965-01,361,
1965-02,6,
1965-03,10,
1965-04,231,
1965-05,141,
1965-06,175,
1965-07,234,
1965-08,11,
1965-09,12,
1965-10,138,
1965-11,110,
1965-12,64,
1966-01,179,
1966-02,106,
1966-03,120,
1966-04,6,
1966-05,3,
1966-06,6,
1966-07,3,
1966-08,7,
1966-09,11,
1966-10,11,
1966-11,13,
1966-12,0,
1967-01,94,
1967-02,114,
1967-03,171,
1967-04,180,
1967-05,88,
1967-06,36,
1967-07,402,
1967-08,216,
1967-09,97,
1967-10,87,
1967-11,137,
1967-12,19,
1968-01,258,
1968-02,296,
1968-03,48,
1968-04,236,
1968-05,138,
1968-06,147,
1968-07,209,
1968-08,28,
1968-09,109,
1968-10,173,
1968-11,3,
1968-12,112,
1969-01,272,
1969-02,146,
1969-03,7,
1969-04,7,
1969-05,4,
1969-06,111,
1969-07,13,
1969-08,41,
1969-09,82,
1969-10,15,
1969-11,218,
1969-12,15,
1970-01,33,
1970-02,32,
1970-03,128,
1970-04,376,
1970-05,11,
1970-06,8,
1970-07,304,
1970-08,269,
1970-09,210,
1970-10,149,
1970-11,170,
1970-12,148,
1971-01,497,
1971-02,303,
1971-03,160,
1971-04,442,
1971-05,122,
1971-06,16,
1971-07,132,
1971-08,125,
1971-09,221,
1971-10,281,
1971-11,38,
1971-12,360,
1972-01,932,
1972-02,862,
1972-03,397,
1972-04,117,
1972-05,264,
1972-06,164,
1972-07,472,
1972-08,249,
1972-09,186,
1972-10,396,
1972-11,25,
1972-12,248,
1973-01,303,
1973-02,386,
1973-03,800,
1973-04,26,
1973-05,9,
1973-06,49,
1973-07,639,
1973-08,554,
1973-09,330,
1973-10,975,
1973-11,624,
1973-12,79,
1974-01,642,
1974-02,72,
1974-03,37,
1974-04,20,
1974-05,366,
1974-06,116,
1974-07,514,
1974-08,728,
1974-09,373,
1974-10,516,
1974-11,678,
1974-12,1195,
1975-01,1235,
1975-02,623,
1975-03,551,
1975-04,1173,
1975-05,539,
1975-06,1212,
1975-07,434,
1975-08,117,
1975-09,122,
1975-10,108,
1975-11,79,
1975-12,496,
1976-01,931,
1976-02,493,
1976-03,775,
1976-04,486,
1976-05,156,
1976-06,140,
1976-07,816,
1976-08,1033,
1976-09,488,
1976-10,121,
1976-11,809,
1976-12,1659,
1977-01,811,
1977-02,250,
1977-03,753,
1977-04,1539,
1977-05,213,
1977-06,459,
1977-07,775,
1977-08,1588,
1977-09,578,
1977-10,203,
1977-11,446,
1977-12,1338,
1978-01,675,
1978-02,893,
1978-03,321,
1978-04,900,
1978-05,109,
1978-06,552,
1978-07,339,
1978-08,150,
1978-09,1103,
1978-10,595,
1978-11,688,
1978-12,938,
1979-01,427,
1979-02,251,
1979-03,86,
1979-04,933,
1979-05,873,
1979-06,1672,
1979-07,1212,
1979-08,1136,
1979-09,290,
1979-10,1115,
1979-11,256,
1979-12,1152,
1980-01,1112,
1980-02,884,
1980-03,497,
1980-04,2650,
1980-05,1182,
1980-06,1776,
1980-07,1080,
1980-08,762,
1980-09,112,
1980-10,1272,
1980-11,377,
1980-12,531,
1981-01,2879,
1981-02,799,
1981-03,2135,
1981-04,538,
1981-05,742,
1981-06,805,
1981-07,1091,
1981-08,932,
1981-09,1691,
1981-10,1846,
1981-11,1299,
1981-12,412,
1982-01,1855,
1982-02,1842,
1982-03,2423,
1982-04,1755,
1982-05,1226,
1982-06,1146,
1982-07,1564,
1982-08,1982,
1982-09,1355,
1982-10,2627,
1982-11,796,
1982-12,2165,
1983-01,3134,
1983-02,1384,
1983-03,2070,
1983-04,932,
1983-05,1237,
1983-06,1977,
1983-07,1487,
1983-08,1664,
1983-09,1218,
1983-10,2310,
1983-11,1173,
1983-12,2043,
1984-01,2789,
1984-02,2719,
1984-03,1965,
1984-04,1498,
1984-05,1031,
1984-06,1439,
