"",BBK01.QUY116,BBK01.QUY116_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Israel / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:23,
2002-03,0.380,
2002-04,0.518,
2002-05,0.704,
2002-06,0.448,
2002-07,0.770,
2002-08,0.773,
2002-09,0.627,
2002-10,0.600,
2002-11,0.653,
2002-12,0.684,
2003-01,0.701,
2003-02,0.630,
2003-03,0.487,
2003-04,0.581,
2003-05,0.556,
2003-06,0.406,
2003-07,0.331,
2003-08,0.338,
2003-09,0.380,
2003-10,0.358,
2003-11,0.347,
2003-12,0.440,
2004-01,0.372,
2004-02,0.372,
2004-03,0.293,
2004-04,0.299,
2004-05,0.303,
2004-06,0.256,
2004-07,0.317,
2004-08,0.304,
2004-09,0.375,
2004-10,0.372,
2004-11,0.366,
2004-12,0.314,
2005-01,0.320,
2005-02,0.305,
2005-03,0.338,
2005-04,0.337,
2005-05,0.359,
2005-06,0.507,
2005-07,0.318,
2005-08,0.346,
2005-09,0.334,
2005-10,0.347,
2005-11,0.478,
2005-12,0.265,
2006-01,0.305,
2006-02,0.299,
2006-03,0.304,
2006-04,0.324,
2006-05,0.350,
2006-06,0.303,
2006-07,0.344,
2006-08,0.280,
2006-09,0.284,
2006-10,0.304,
2006-11,0.285,
2006-12,0.248,
2007-01,0.275,
2007-02,0.538,
2007-03,0.288,
2007-04,0.290,
2007-05,0.559,
2007-06,0.590,
2007-07,0.672,
2007-08,0.722,
2007-09,0.591,
2007-10,0.593,
2007-11,0.356,
2007-12,0.314,
2008-01,0.195,
2008-02,0.275,
2008-03,0.224,
2008-04,0.239,
2008-05,0.244,
2008-06,0.256,
2008-07,0.273,
2008-08,0.204,
2008-09,0.312,
2008-10,0.279,
2008-11,0.384,
2008-12,0.251,
2009-01,0.847,
2009-02,0.277,
2009-03,0.269,
2009-04,0.253,
2009-05,0.268,
2009-06,0.276,
2009-07,0.266,
2009-08,0.650,
2009-09,0.649,
2009-10,0.338,
2009-11,0.312,
2009-12,0.277,
2010-01,0.278,
2010-02,0.255,
2010-03,0.284,
2010-04,0.459,
2010-05,1.425,
2010-06,0.507,
2010-07,0.361,
2010-08,0.287,
2010-09,1.209,
2010-10,0.456,
2010-11,0.360,
2010-12,0.613,
2011-01,1.071,
2011-02,0.313,
2011-03,0.823,
2011-04,1.113,
2011-05,0.832,
2011-06,0.735,
2011-07,0.285,
2011-08,1.005,
2011-09,0.216,
2011-10,0.598,
2011-11,0.498,
2011-12,0.686,
2012-01,0.367,
2012-02,0.308,
2012-03,0.258,
2012-04,0.282,
2012-05,0.551,
2012-06,0.379,
2012-07,0.395,
2012-08,0.648,
2012-09,0.465,
2012-10,0.421,
2012-11,0.396,
2012-12,0.344,
2013-01,0.393,
2013-02,0.383,
2013-03,0.392,
2013-04,0.538,
2013-05,0.564,
2013-06,0.519,
2013-07,0.628,
2013-08,0.354,
2013-09,0.242,
2013-10,0.233,
2013-11,0.238,
2013-12,0.283,
2014-01,0.265,
2014-02,0.230,
2014-03,0.344,
2014-04,0.286,
2014-05,0.310,
2014-06,0.340,
2014-07,0.378,
2014-08,0.268,
2014-09,0.379,
2014-10,0.259,
