"",BBK01.WXI076,BBK01.WXI076_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:42:59,
2009-09,704,
2009-10,702,
2009-11,724,
2009-12,693,
2010-01,719,
2010-02,684,
2010-03,726,
2010-04,779,
2010-05,874,
2010-06,992,
2010-07,994,
2010-08,997,
2010-09,993,
2010-10,902,
2010-11,854,
2010-12,839,
2011-01,923,
2011-02,933,
2011-03,872,
2011-04,907,
2011-05,1041,
2011-06,1072,
2011-07,1105,
2011-08,1092,
2011-09,1049,
2011-10,945,
2011-11,1015,
2011-12,1051,
2012-01,1100,
2012-02,1167,
2012-03,1133,
2012-04,1188,
2012-05,1234,
2012-06,1232,
2012-07,1259,
2012-08,1188,
2012-09,1196,
2012-10,1175,
2012-11,1150,
2012-12,1121,
2013-01,1095,
2013-02,1135,
2013-03,1153,
2013-04,1102,
2013-05,956,
2013-06,993,
2013-07,995,
2013-08,982,
2013-09,962,
2013-10,963,
2013-11,188,
2013-12,185,
2014-01,187,
2014-02,206,
2014-03,217,
2014-04,214,
2014-05,223,
2014-06,181,
2014-07,190,
2014-08,196,
2014-09,192,
2014-10,195,
2014-11,255,
