"",BBK01.QUK905,BBK01.QUK905_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Other EU member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:37,
2002-03,8.067,
2002-04,5.046,
2002-05,4.813,
2002-06,4.275,
2002-07,4.755,
2002-08,4.523,
2002-09,5.233,
2002-10,5.783,
2002-11,5.502,
2002-12,5.644,
2003-01,5.461,
2003-02,5.382,
2003-03,6.542,
2003-04,3.892,
2003-05,3.847,
2003-06,4.260,
2003-07,4.021,
2003-08,3.804,
2003-09,3.951,
2003-10,3.994,
2003-11,5.216,
2003-12,6.892,
2004-01,5.702,
2004-02,6.318,
2004-03,5.002,
2004-04,4.544,
2004-05,6.058,
2004-06,6.443,
2004-07,6.227,
2004-08,6.566,
2004-09,6.579,
2004-10,5.407,
2004-11,5.750,
2004-12,5.475,
2005-01,4.554,
2005-02,4.544,
2005-03,4.712,
2005-04,4.822,
2005-05,4.791,
2005-06,5.788,
2005-07,4.771,
2005-08,4.878,
2005-09,5.375,
2005-10,5.183,
2005-11,5.909,
2005-12,5.098,
2006-01,4.272,
2006-02,4.351,
2006-03,4.314,
2006-04,4.313,
2006-05,4.857,
2006-06,4.540,
2006-07,4.270,
2006-08,4.295,
2006-09,4.635,
2006-10,5.023,
2006-11,5.483,
2006-12,6.124,
2007-01,5.465,
2007-02,5.573,
2007-03,7.015,
2007-04,6.045,
2007-05,6.650,
2007-06,6.332,
2007-07,6.226,
2007-08,5.803,
2007-09,5.603,
2007-10,5.965,
2007-11,5.640,
2007-12,5.961,
2008-01,5.771,
2008-02,5.886,
2008-03,5.608,
2008-04,5.984,
2008-05,5.973,
2008-06,6.034,
2008-07,5.731,
2008-08,5.801,
2008-09,5.734,
2008-10,6.542,
2008-11,5.624,
2008-12,4.666,
2009-01,5.097,
2009-02,5.158,
2009-03,5.006,
2009-04,5.086,
2009-05,5.146,
2009-06,5.006,
2009-07,5.308,
2009-08,4.945,
2009-09,4.953,
2009-10,5.406,
2009-11,5.657,
2009-12,5.458,
2010-01,5.558,
2010-02,5.422,
2010-03,5.094,
2010-04,5.164,
2010-05,5.613,
2010-06,5.861,
2010-07,5.278,
2010-08,5.605,
2010-09,5.368,
2010-10,5.104,
2010-11,5.280,
2010-12,5.306,
2011-01,5.083,
2011-02,4.755,
2011-03,4.884,
2011-04,4.861,
2011-05,5.042,
2011-06,5.190,
2011-07,5.386,
2011-08,5.909,
2011-09,6.407,
2011-10,5.185,
2011-11,5.203,
2011-12,5.335,
2012-01,5.102,
2012-02,4.813,
2012-03,5.113,
2012-04,5.366,
2012-05,5.601,
2012-06,6.373,
2012-07,6.965,
2012-08,6.842,
2012-09,6.267,
2012-10,5.805,
2012-11,5.854,
2012-12,5.626,
2013-01,5.369,
2013-02,5.397,
2013-03,5.534,
2013-04,5.271,
2013-05,5.049,
2013-06,4.952,
2013-07,5.156,
2013-08,4.982,
2013-09,5.486,
2013-10,5.347,
2013-11,5.338,
2013-12,5.353,
2014-01,5.066,
2014-02,5.041,
2014-03,5.990,
2014-04,5.891,
2014-05,6.165,
2014-06,6.129,
2014-07,6.172,
2014-08,6.213,
2014-09,5.929,
2014-10,5.889,
