"",BBK01.PQ1325,BBK01.PQ1325_FLAGS
"","Lending to chemical industry, manufacture of coke, refined petroleum products and nuclear fuel / Total / Savings banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:31,
1968-10,0.120,
1969-01,0.136,
1969-04,0.133,
1969-07,0.165,
1969-10,0.166,
1970-01,0.193,
1970-04,0.217,
1970-07,0.240,
1970-10,0.240,
1971-01,0.256,
1971-04,0.276,
1971-07,0.313,
1971-10,0.331,
1972-01,0.329,
1972-04,0.339,
1972-07,0.351,
1972-10,0.360,
1973-01,0.339,
1973-04,0.377,
1973-07,0.326,
1973-10,0.325,
1974-01,0.332,
1974-04,0.368,
1974-07,0.356,
1974-10,0.363,
1975-01,0.426,
1975-04,0.370,
1975-07,0.371,
1975-10,0.417,
1976-01,0.479,
1976-04,0.437,
1976-07,0.443,
1976-10,0.480,
1977-01,0.448,
1977-04,0.458,
1977-07,0.456,
1977-10,0.472,
1978-01,0.462,
1978-04,0.452,
1978-07,0.435,
1978-10,0.442,
1979-01,0.442,
1979-04,0.489,
1979-07,0.476,
1979-10,0.520,
1980-01,0.556,
1980-04,0.589,
1980-07,0.552,
1980-10,0.753,
1981-01,0.777,
1981-04,0.786,
1981-07,0.782,
1981-10,0.785,
1982-01,0.794,
1982-04,0.784,
1982-07,0.831,
1982-10,0.826,
1983-01,0.716,
1983-04,0.779,
1983-07,0.755,
1983-10,0.765,
1984-01,0.721,
1984-04,0.752,
1984-07,0.739,
1984-10,0.724,
1985-01,0.787,
1985-04,0.795,
1985-07,0.711,
1985-10,0.681,
1986-01,0.669,
1986-04,0.627,
1986-07,0.627,
1986-10,0.634,
1987-01,0.627,
1987-04,0.632,
1987-07,0.629,
1987-10,0.641,
1988-01,0.629,
1988-04,0.646,
1988-07,0.665,
1988-10,0.677,
1989-01,0.722,
1989-04,0.779,
1989-07,0.755,
1989-10,0.810,
1990-01,0.849,
1990-04,0.842,
1990-07,0.830,
1990-10,0.850,
1991-01,0.825,
1991-04,0.893,
1991-07,0.842,
1991-10,0.817,
1992-01,0.895,
1992-04,0.896,
1992-07,0.915,
1992-10,0.900,
1993-01,0.922,
1993-04,0.954,
1993-07,0.878,
1993-10,0.886,
1994-01,0.892,
1994-04,0.903,
1994-07,0.919,
1994-10,0.880,
1995-01,1.022,
1995-04,1.045,
1995-07,1.046,
1995-10,1.022,
1996-01,1.050,
1996-04,1.103,
1996-07,1.074,
1996-10,1.049,
1997-01,1.154,
1997-04,1.222,
1997-07,1.197,
1997-10,1.213,
1998-01,1.241,
1998-04,1.215,
1998-07,1.312,
1998-10,1.333,
1999-01,1.185,
1999-04,1.219,
1999-07,1.255,
1999-10,1.266,
2000-01,1.234,
2000-04,1.261,
2000-07,1.255,
2000-10,1.267,
2001-01,1.304,
2001-04,1.284,
2001-07,1.309,
2001-10,1.307,
2002-01,1.309,
2002-04,1.299,
2002-07,1.261,
2002-10,1.275,
2003-01,1.247,
2003-04,1.205,
2003-07,1.153,
2003-10,1.142,
2004-01,1.158,
2004-04,1.117,
2004-07,1.081,
2004-10,1.092,
2005-01,1.080,
2005-04,1.075,
2005-07,1.069,
2005-10,1.081,
2006-01,1.112,
2006-04,1.146,
2006-07,1.016,
2006-10,1.115,
2007-01,1.122,
2007-04,1.110,
2007-07,1.140,
2007-10,1.225,
2008-01,1.262,
2008-04,1.300,
2008-07,1.276,
2008-10,1.303,
2009-01,1.562,
2009-04,1.596,
2009-07,1.562,
2009-10,1.561,
2010-01,1.594,
2010-04,1.583,
2010-07,1.615,
2010-10,1.511,
2011-01,1.556,
2011-04,1.586,
2011-07,1.513,
2011-10,1.572,
2012-01,1.709,
2012-04,1.743,
2012-07,1.816,
2012-10,1.787,
2013-01,1.748,
2013-04,1.775,
2013-07,1.780,
2013-10,1.785,
2014-01,1.852,
2014-04,1.847,
2014-07,1.829,
2014-10,1.928,
