"",BBK01.PC3671,BBK01.PC3671_FLAGS
"",Other loans to domestic employees  and other individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:40,
1985-10,3.679,
1986-01,3.759,
1986-04,3.866,
1986-07,3.935,
1986-10,4.029,
1987-01,4.048,
1987-04,4.149,
1987-07,4.280,
1987-10,4.258,
1988-01,4.285,
1988-04,4.332,
1988-07,4.462,
1988-10,4.493,
1989-01,4.580,
1989-04,4.724,
1989-07,4.833,
1989-10,4.957,
1990-01,5.108,
1990-04,5.375,
1990-07,5.515,
1990-10,5.565,
1991-01,5.840,
1991-04,6.111,
1991-07,6.466,
1991-10,6.499,
1992-01,6.786,
1992-04,6.784,
1992-07,7.115,
1992-10,8.683,
1993-01,8.600,
1993-04,8.864,
1993-07,8.960,
1993-10,8.796,
1994-01,11.247,
1994-04,11.497,
1994-07,11.858,
1994-10,11.922,
1995-01,11.957,
1995-04,12.213,
1995-07,12.402,
1995-10,12.423,
1996-01,12.780,
1996-04,13.092,
1996-07,13.407,
1996-10,13.614,
1997-01,13.732,
1997-04,15.238,
1997-07,14.170,
1997-10,14.224,
1998-01,14.378,
1998-04,14.760,
1998-07,14.969,
1998-10,15.021,
1999-01,13.651,
1999-04,14.122,
1999-07,14.382,
1999-10,14.669,
2000-01,16.366,
2000-04,16.738,
2000-07,17.276,
2000-10,18.150,
2001-01,19.152,
2001-04,20.284,
2001-07,21.130,
2001-10,21.049,
2002-01,20.778,
2002-04,24.218,
2002-07,25.854,
2002-10,25.833,
2003-01,27.161,
2003-04,27.885,
2003-07,28.255,
2003-10,28.633,
2004-01,29.336,
2004-04,30.287,
2004-07,31.424,
2004-10,31.661,
2005-01,32.258,
2005-04,34.356,
2005-07,35.263,
2005-10,42.533,
2006-01,43.468,
2006-04,44.327,
2006-07,45.102,
2006-10,45.498,
2007-01,45.184,
2007-04,45.938,
2007-07,47.710,
2007-10,46.912,
2008-01,47.054,
2008-04,47.488,
2008-07,47.315,
2008-10,48.069,
2009-01,51.105,
2009-04,52.398,
2009-07,52.319,
2009-10,52.889,
2010-01,51.310,
2010-04,51.805,
2010-07,50.353,
2010-10,50.233,
2011-01,50.567,
2011-04,51.069,
2011-07,51.394,
2011-10,51.255,
2012-01,50.664,
2012-04,50.759,
2012-07,51.036,
2012-10,51.001,
2013-01,50.944,
2013-04,51.322,
2013-07,51.798,
2013-10,51.793,
2014-01,52.491,
2014-04,53.291,
2014-07,53.430,
2014-10,53.685,
