"",BBK01.OEAC07M,BBK01.OEAC07M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:14,
2002-01,6.740,
2002-04,6.514,
2002-07,6.463,
2002-10,6.168,
2003-01,6.478,
2003-04,6.373,
2003-07,6.449,
2003-10,6.173,
2004-01,6.386,
2004-04,6.370,
2004-07,6.573,
2004-10,6.400,
2005-01,6.596,
2005-04,7.073,
2005-07,7.134,
2005-10,7.498,
2006-01,7.475,
2006-04,7.778,
2006-07,8.124,
2006-10,9.772,
2007-01,10.158,
2007-04,10.137,
2007-07,10.027,
2007-10,10.776,
2008-01,11.140,
2008-04,11.182,
2008-07,12.084,
2008-10,13.218,
2009-01,13.659,
2009-04,13.685,
2009-07,13.759,
2009-10,14.039,
2010-01,15.856,
2010-04,13.911,
2010-07,13.384,
2010-10,13.168,
2011-01,12.653,
2011-04,12.514,
2011-07,13.062,
2011-10,13.100,
2012-01,13.123,
2012-04,13.604,
2012-07,13.228,
2012-10,12.763,
2013-01,12.602,
2013-04,12.033,
2013-07,11.259,
2013-10,10.054,
2014-01,9.883,
2014-04,9.570,
2014-07,9.971,
