"",BBK01.OUZ036,BBK01.OUZ036_FLAGS
"","Bill stock, total, Commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:55:57,
1999-01,20.623,
1999-02,10.211,
1999-03,9.098,
1999-04,8.839,
1999-05,5.614,
1999-06,5.615,
1999-07,5.268,
1999-08,4.996,
1999-09,5.002,
1999-10,4.669,
1999-11,4.707,
1999-12,4.479,
2000-01,4.916,
2000-02,5.108,
2000-03,4.536,
2000-04,4.585,
2000-05,4.522,
2000-06,4.379,
2000-07,4.339,
2000-08,5.113,
2000-09,4.652,
2000-10,6.379,
2000-11,5.340,
2000-12,4.673,
2001-01,4.209,
2001-02,4.012,
2001-03,4.246,
2001-04,4.456,
2001-05,4.399,
2001-06,4.408,
2001-07,4.465,
2001-08,4.171,
2001-09,4.186,
2001-10,4.636,
2001-11,4.543,
2001-12,3.954,
2002-01,3.646,
2002-02,3.179,
2002-03,3.279,
2002-04,3.701,
2002-05,3.003,
2002-06,3.116,
2002-07,3.364,
2002-08,5.663,
2002-09,3.255,
2002-10,3.950,
2002-11,2.971,
2002-12,2.980,
2003-01,2.705,
2003-02,2.716,
2003-03,2.677,
2003-04,2.676,
2003-05,3.588,
2003-06,2.885,
2003-07,2.987,
2003-08,3.595,
2003-09,3.158,
2003-10,3.254,
2003-11,2.748,
2003-12,2.804,
2004-01,2.660,
2004-02,2.570,
2004-03,2.430,
2004-04,2.561,
2004-05,2.594,
2004-06,2.557,
2004-07,2.660,
2004-08,2.972,
2004-09,2.964,
2004-10,2.835,
2004-11,2.663,
2004-12,2.630,
2005-01,2.489,
2005-02,2.495,
2005-03,2.485,
2005-04,2.498,
2005-05,2.457,
2005-06,2.391,
2005-07,2.529,
2005-08,2.409,
2005-09,2.512,
2005-10,2.573,
2005-11,2.565,
2005-12,2.714,
2006-01,2.426,
2006-02,2.319,
2006-03,2.306,
2006-04,2.406,
2006-05,2.448,
2006-06,2.619,
2006-07,2.667,
2006-08,2.057,
2006-09,1.892,
2006-10,1.875,
2006-11,1.626,
2006-12,2.015,
2007-01,1.794,
2007-02,1.759,
2007-03,1.760,
2007-04,2.033,
2007-05,1.996,
2007-06,2.121,
2007-07,2.091,
2007-08,1.768,
2007-09,1.819,
2007-10,1.713,
2007-11,1.522,
2007-12,2.081,
2008-01,1.724,
2008-02,1.228,
2008-03,1.306,
2008-04,1.563,
2008-05,1.624,
2008-06,2.103,
2008-07,1.567,
2008-08,1.609,
2008-09,2.059,
2008-10,2.160,
2008-11,2.002,
2008-12,2.181,
2009-01,1.752,
2009-02,1.533,
2009-03,1.417,
2009-04,1.359,
2009-05,1.347,
2009-06,1.614,
2009-07,1.581,
2009-08,1.628,
2009-09,1.861,
2009-10,1.739,
2009-11,1.858,
2009-12,2.058,
2010-01,2.149,
2010-02,2.200,
2010-03,2.350,
2010-04,2.385,
2010-05,2.551,
2010-06,2.735,
2010-07,2.629,
2010-08,2.611,
2010-09,2.561,
2010-10,2.813,
2010-11,3.040,
2010-12,3.940,
2011-01,3.331,
2011-02,3.441,
2011-03,3.466,
2011-04,3.375,
2011-05,3.610,
2011-06,3.980,
2011-07,4.160,
2011-08,4.043,
2011-09,3.699,
2011-10,3.963,
2011-11,4.275,
2011-12,5.285,
2012-01,4.593,
2012-02,3.861,
2012-03,4.553,
2012-04,4.462,
2012-05,4.593,
2012-06,4.693,
2012-07,4.809,
2012-08,4.417,
2012-09,4.586,
2012-10,4.645,
2012-11,4.288,
2012-12,5.113,
2013-01,5.367,
2013-02,6.025,
2013-03,6.838,
2013-04,6.731,
2013-05,7.112,
2013-06,7.394,
2013-07,7.106,
2013-08,7.314,
2013-09,7.727,
2013-10,7.945,
2013-11,8.842,
2013-12,8.999,
2014-01,9.181,
2014-02,9.045,
2014-03,10.033,
2014-04,9.901,
2014-05,10.422,
2014-06,10.731,
2014-07,11.065,
2014-08,11.403,
2014-09,11.251,
2014-10,10.597,
2014-11,10.271,
