"",BBK01.QUX362,BBK01.QUX362_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Ireland / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-09 15:26:18,
2002-03,44.944,
2002-04,41.071,
2002-05,42.795,
2002-06,39.934,
2002-07,38.876,
2002-08,38.960,
2002-09,38.590,
2002-10,38.398,
2002-11,39.451,
2002-12,40.623,
2003-01,40.868,
2003-02,43.177,
2003-03,40.890,
2003-04,41.316,
2003-05,39.458,
2003-06,44.064,
2003-07,44.163,
2003-08,45.790,
2003-09,48.026,
2003-10,45.453,
2003-11,49.665,
2003-12,52.616,
2004-01,53.629,
2004-02,55.328,
2004-03,57.235,
2004-04,59.063,
2004-05,62.762,
2004-06,63.123,
2004-07,66.360,
2004-08,66.893,
2004-09,69.475,
2004-10,71.761,
2004-11,71.366,
2004-12,75.157,
2005-01,74.112,
2005-02,78.434,
2005-03,77.984,
2005-04,80.618,
2005-05,87.051,
2005-06,96.381,
2005-07,96.897,
2005-08,90.639,
2005-09,89.792,
2005-10,88.789,
2005-11,88.423,
2005-12,87.024,
2006-01,77.931,
2006-02,80.874,
2006-03,82.768,
2006-04,81.567,
2006-05,82.515,
2006-06,85.640,
2006-07,85.359,
2006-08,86.911,
2006-09,87.598,
2006-10,89.073,
2006-11,92.885,
2006-12,99.765,
2007-01,100.363,
2007-02,98.598,
2007-03,100.903,
2007-04,101.469,
2007-05,103.118,
2007-06,107.658,
2007-07,106.913,
2007-08,123.802,
2007-09,131.372,
2007-10,136.410,
2007-11,137.387,
2007-12,136.398,
2008-01,134.769,
2008-02,126.619,
2008-03,145.194,
2008-04,139.546,
2008-05,144.422,
2008-06,152.728,
2008-07,154.422,
2008-08,157.386,
2008-09,158.623,
2008-10,160.172,
2008-11,156.347,
2008-12,145.298,
2009-01,147.808,
2009-02,143.876,
2009-03,139.065,
2009-04,139.006,
2009-05,133.587,
2009-06,130.104,
2009-07,136.058,
2009-08,136.183,
2009-09,131.991,
2009-10,135.253,
2009-11,132.855,
2009-12,127.555,
2010-01,128.332,
2010-02,128.793,
2010-03,129.070,
2010-04,122.527,
2010-05,116.305,
2010-06,112.923,
2010-07,111.494,
2010-08,114.707,
2010-09,112.876,
2010-10,108.661,
2010-11,98.899,
2010-12,88.423,
2011-01,85.831,
2011-02,84.060,
2011-03,82.029,
2011-04,77.087,
2011-05,78.443,
2011-06,76.467,
2011-07,75.417,
2011-08,75.472,
2011-09,75.222,
2011-10,72.370,
2011-11,73.430,
2011-12,73.677,
2012-01,72.763,
2012-02,70.862,
2012-03,70.201,
2012-04,69.650,
2012-05,71.360,
2012-06,68.474,
2012-07,67.489,
2012-08,65.674,
2012-09,65.339,
2012-10,63.195,
2012-11,63.724,
2012-12,61.835,
2013-01,61.664,
2013-02,61.673,
2013-03,61.009,
2013-04,60.477,
2013-05,61.244,
2013-06,59.341,
2013-07,56.460,
2013-08,53.896,
2013-09,52.425,
2013-10,52.975,
2013-11,51.223,
2013-12,49.707,
2014-01,49.346,
2014-02,48.275,
2014-03,47.943,
2014-04,47.190,
2014-05,48.014,
2014-06,48.489,
2014-07,48.975,
2014-08,45.425,
2014-09,44.848,
2014-10,48.913,
2014-11,50.660,
