"",BBK01.OUN352,BBK01.OUN352_FLAGS
"",Loans to the federal states / Total / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:31,
1999-01,9.443,
1999-02,9.624,
1999-03,9.936,
1999-04,9.875,
1999-05,9.770,
1999-06,10.394,
1999-07,10.726,
1999-08,11.070,
1999-09,11.354,
1999-10,12.188,
1999-11,12.150,
1999-12,12.069,
2000-01,12.219,
2000-02,12.083,
2000-03,12.160,
2000-04,12.469,
2000-05,1.803,
2000-06,1.875,
2000-07,1.876,
2000-08,1.873,
2000-09,1.879,
2000-10,1.906,
2000-11,1.879,
2000-12,2.234,
2001-01,2.243,
2001-02,2.266,
2001-03,2.305,
2001-04,2.586,
2001-05,2.284,
2001-06,2.280,
2001-07,2.307,
2001-08,2.329,
2001-09,2.285,
2001-10,2.254,
2001-11,2.413,
2001-12,2.377,
2002-01,2.356,
2002-02,2.304,
2002-03,2.523,
2002-04,2.333,
2002-05,2.249,
2002-06,2.250,
2002-07,2.242,
2002-08,2.247,
2002-09,2.444,
2002-10,2.083,
2002-11,2.222,
2002-12,2.324,
2003-01,2.319,
2003-02,2.297,
2003-03,2.572,
2003-04,3.661,
2003-05,3.702,
2003-06,3.796,
2003-07,3.690,
2003-08,3.651,
2003-09,3.698,
2003-10,3.799,
2003-11,4.094,
2003-12,3.975,
2004-01,4.444,
2004-02,4.124,
2004-03,4.181,
2004-04,4.649,
2004-05,4.850,
2004-06,4.561,
2004-07,4.646,
2004-08,4.688,
2004-09,4.986,
2004-10,5.251,
2004-11,5.410,
2004-12,13.659,
2005-01,13.914,
2005-02,14.203,
2005-03,14.192,
2005-04,14.419,
2005-05,14.590,
2005-06,14.866,
2005-07,15.099,
2005-08,15.381,
2005-09,15.615,
2005-10,16.447,
2005-11,19.241,
2005-12,18.994,
2006-01,18.819,
2006-02,18.778,
2006-03,18.775,
2006-04,19.590,
2006-05,19.065,
2006-06,19.153,
2006-07,19.808,
2006-08,18.772,
2006-09,18.574,
2006-10,18.981,
2006-11,18.828,
2006-12,19.548,
2007-01,19.348,
2007-02,19.412,
2007-03,20.111,
2007-04,20.577,
2007-05,20.024,
2007-06,20.326,
2007-07,21.411,
2007-08,20.529,
2007-09,20.740,
2007-10,20.377,
2007-11,20.153,
2007-12,19.992,
2008-01,20.143,
2008-02,19.701,
2008-03,20.111,
2008-04,21.101,
2008-05,21.578,
2008-06,21.943,
2008-07,22.107,
2008-08,22.405,
2008-09,22.252,
2008-10,22.811,
2008-11,23.288,
2008-12,23.409,
2009-01,23.826,
2009-02,23.239,
2009-03,22.884,
2009-04,23.071,
2009-05,23.501,
2009-06,23.962,
2009-07,24.316,
2009-08,24.561,
2009-09,24.912,
2009-10,25.073,
2009-11,25.305,
2009-12,25.557,
2010-01,25.915,
2010-02,25.654,
2010-03,25.729,
2010-04,25.681,
2010-05,27.088,
2010-06,27.826,
2010-07,27.917,
2010-08,28.720,
2010-09,28.104,
2010-10,28.401,
2010-11,29.518,
2010-12,30.044,
2011-01,29.389,
2011-02,30.536,
2011-03,30.402,
2011-04,29.838,
2011-05,29.958,
2011-06,30.272,
2011-07,30.710,
2011-08,30.662,
2011-09,30.928,
2011-10,31.488,
2011-11,28.652,
2011-12,28.833,
2012-01,30.763,
2012-02,30.872,
2012-03,35.177,
2012-04,35.870,
2012-05,36.279,
2012-06,37.081,
2012-07,37.199,
2012-08,37.103,
2012-09,36.834,
2012-10,37.140,
2012-11,36.991,
2012-12,36.327,
2013-01,36.662,
2013-02,35.090,
2013-03,35.028,
2013-04,35.662,
2013-05,35.311,
2013-06,35.437,
2013-07,35.460,
2013-08,35.126,
2013-09,35.145,
2013-10,35.322,
2013-11,35.312,
2013-12,35.061,
2014-01,34.544,
2014-02,34.288,
2014-03,34.374,
2014-04,34.078,
2014-05,33.983,
2014-06,34.048,
2014-07,33.947,
2014-08,33.197,
2014-09,33.554,
2014-10,33.107,
2014-11,32.418,
2014-12,32.284,Provisional value
