"",BBK01.SUD021,BBK01.SUD021_FLAGS
"",Outstanding amounts (volumes) of German banks / Households' deposits with an agreed maturity of up to 2 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:33,
2003-01,151997,
2003-02,149588,
2003-03,147530,
2003-04,144900,
2003-05,144074,
2003-06,139931,
2003-07,137602,
2003-08,135705,
2003-09,133458,
2003-10,131553,
2003-11,129649,
2003-12,128564,
2004-01,126519,
2004-02,124617,
2004-03,122662,
2004-04,119413,
2004-05,118543,
2004-06,115574,
2004-07,113816,
2004-08,112858,
2004-09,111909,
2004-10,111286,
2004-11,110334,
2004-12,112266,
2005-01,109623,
2005-02,109099,
2005-03,107152,
2005-04,106627,
2005-05,106379,
2005-06,105056,
2005-07,104577,
2005-08,104573,
2005-09,104938,
2005-10,105488,
2005-11,105875,
2005-12,109209,
2006-01,110140,
2006-02,112180,
2006-03,114677,
2006-04,115934,
2006-05,117353,
2006-06,119134,
2006-07,123786,
2006-08,129030,
2006-09,133242,
2006-10,137322,
2006-11,141570,
2006-12,147707,
2007-01,154215,
2007-02,157913,
2007-03,163774,
2007-04,167316,
2007-05,172864,
2007-06,178758,
2007-07,184931,
2007-08,194424,
2007-09,202538,
2007-10,210844,
2007-11,218591,
2007-12,233913,
2008-01,245906,
2008-02,250408,
2008-03,255183,
2008-04,263482,
2008-05,271299,
2008-06,277318,
2008-07,287196,
2008-08,296615,
2008-09,301246,
2008-10,324343,
2008-11,326660,
2008-12,326679,
2009-01,307958,
2009-02,292932,
2009-03,278398,
2009-04,261337,
2009-05,251435,
2009-06,240427,
2009-07,226909,
2009-08,211060,
2009-09,196660,
2009-10,182143,
2009-11,170152,
2009-12,161018,
2010-01,148065,
2010-02,141541,
2010-03,138799,
2010-04,135398,
2010-05,130925,
2010-06,129292,
2010-07,126987,
2010-08,126748,
2010-09,123619,
2010-10,123550,
2010-11,123828,
2010-12,123875,
2011-01,123263,
2011-02,123712,
2011-03,123032,
2011-04,125585,
2011-05,127375,
2011-06,128443,
2011-07,131401,
2011-08,132093,
2011-09,134117,
2011-10,134147,
2011-11,137615,
2011-12,139689,
2012-01,140362,
2012-02,140215,
2012-03,140842,
2012-04,139793,
2012-05,139697,
2012-06,138295,
2012-07,136532,
2012-08,133856,
2012-09,131046,
2012-10,127314,
2012-11,124114,
2012-12,121482,
2013-01,118094,
2013-02,115772,
2013-03,112731,
2013-04,110618,
2013-05,108839,
2013-06,106091,
2013-07,103026,
2013-08,101003,
2013-09,99321,
2013-10,97939,
2013-11,97422,
2013-12,96913,
2014-01,95966,
2014-02,95572,
2014-03,95257,
2014-04,94627,
2014-05,94570,
2014-06,95671,
2014-07,95197,
2014-08,94384,
2014-09,93703,
2014-10,92778,
2014-11,92016,
2014-12,91909,Provisional value
"",General: Data based on mothly balance sheet statistics. p = Provisional,
