"",BBK01.OU4756,BBK01.OU4756_FLAGS
"",Domestic public debt securities / Issued by the Federal Government and its special funds / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:24,
1965-01,0.047,
1965-02,0.048,
1965-03,0.048,
1965-04,0.048,
1965-05,0.049,
1965-06,0.049,
1965-07,0.057,
1965-08,0.057,
1965-09,0.057,
1965-10,0.060,
1965-11,0.059,
1965-12,0.059,
1966-01,0.063,
1966-02,0.063,
1966-03,0.064,
1966-04,0.064,
1966-05,0.063,
1966-06,0.063,
1966-07,0.063,
1966-08,0.064,
1966-09,0.064,
1966-10,0.064,
1966-11,0.063,
1966-12,0.066,
1967-01,0.072,
1967-02,0.076,
1967-03,0.078,
1967-04,0.082,
1967-05,0.088,
1967-06,0.089,
1967-07,0.100,
1967-08,0.103,
1967-09,0.103,
1967-10,0.102,
1967-11,0.100,
1967-12,0.099,
1968-01,0.104,
1968-02,0.103,
1968-03,0.104,
1968-04,0.115,
1968-05,0.115,
1968-06,0.114,
1968-07,0.127,
1968-08,0.128,
1968-09,0.130,
1968-10,0.135,
1968-11,0.131,
1968-12,0.134,
1969-01,0.137,
1969-02,0.137,
1969-03,0.136,
1969-04,0.133,
1969-05,0.133,
1969-06,0.133,
1969-07,0.133,
1969-08,0.135,
1969-09,0.136,
1969-10,0.138,
1969-11,0.150,
1969-12,0.150,
1970-01,0.147,
1970-02,0.147,
1970-03,0.147,
1970-04,0.147,
1970-05,0.149,
1970-06,0.149,
1970-07,0.148,
1970-08,0.150,
1970-09,0.150,
1970-10,0.152,
1970-11,0.152,
1970-12,0.154,
1971-01,0.159,
1971-02,0.162,
1971-03,0.162,
1971-04,0.162,
1971-05,0.161,
1971-06,0.159,
1971-07,0.157,
1971-08,0.156,
1971-09,0.155,
1971-10,0.165,
1971-11,0.169,
1971-12,0.183,
1972-01,0.183,
1972-02,0.184,
1972-03,0.180,
1972-04,0.172,
1972-05,0.172,
1972-06,0.171,
1972-07,0.170,
1972-08,0.173,
1972-09,0.173,
1972-10,0.171,
1972-11,0.172,
1972-12,0.171,
1973-01,0.168,
1973-02,0.168,
1973-03,0.172,
1973-04,0.169,
1973-05,0.168,
1973-06,0.168,
1973-07,0.169,
1973-08,0.169,
1973-09,0.171,
1973-10,0.170,
1973-11,0.182,
1973-12,0.192,
1974-01,0.199,
1974-02,0.197,
1974-03,0.204,
1974-04,0.206,
1974-05,0.210,
1974-06,0.216,
1974-07,0.216,
1974-08,0.227,
1974-09,0.232,
1974-10,0.242,
1974-11,0.242,
1974-12,0.266,
1975-01,0.284,
1975-02,0.307,
1975-03,0.310,
1975-04,0.346,
1975-05,0.369,
1975-06,0.401,
1975-07,0.429,
1975-08,0.434,
1975-09,0.391,
1975-10,0.359,
1975-11,0.354,
1975-12,0.366,
1976-01,0.388,
1976-02,0.395,
1976-03,0.415,
1976-04,0.415,
1976-05,0.427,
1976-06,0.427,
1976-07,0.431,
1976-08,0.441,
1976-09,0.452,
1976-10,0.465,
1976-11,0.476,
1976-12,0.493,
1977-01,0.526,
1977-02,0.545,
1977-03,0.567,
1977-04,0.583,
1977-05,0.583,
1977-06,0.596,
1977-07,0.624,
1977-08,0.630,
1977-09,0.659,
1977-10,0.678,
1977-11,0.689,
1977-12,0.700,
1978-01,0.733,
1978-02,0.742,
1978-03,0.748,
1978-04,0.761,
1978-05,0.755,
1978-06,0.769,
1978-07,0.765,
1978-08,0.752,
1978-09,0.773,
1978-10,0.761,
1978-11,0.761,
1978-12,0.768,
1979-01,0.777,
1979-02,0.784,
1979-03,0.771,
1979-04,0.774,
1979-05,0.785,
1979-06,0.792,
1979-07,0.810,
1979-08,0.824,
1979-09,0.821,
1979-10,0.829,
1979-11,0.822,
1979-12,0.824,
1980-01,0.858,
1980-02,0.865,
1980-03,0.864,
1980-04,0.875,
1980-05,0.883,
1980-06,0.894,
1980-07,0.886,
1980-08,0.904,
1980-09,0.896,
1980-10,0.907,
1980-11,0.902,
1980-12,0.902,
1981-01,0.933,
1981-02,0.907,
1981-03,0.902,
1981-04,0.900,
1981-05,0.877,
1981-06,0.878,
1981-07,0.878,
1981-08,0.871,
1981-09,0.887,
1981-10,0.904,
1981-11,0.912,
1981-12,0.902,
1982-01,0.927,
1982-02,0.943,
1982-03,1.009,
1982-04,1.029,
1982-05,1.043,
1982-06,1.060,
1982-07,1.073,
1982-08,1.126,
1982-09,1.164,
1982-10,1.197,
1982-11,1.203,
1982-12,1.263,
1983-01,1.307,
1983-02,1.319,
1983-03,1.372,
1983-04,1.371,
1983-05,1.379,
1983-06,1.413,
1983-07,1.444,
1983-08,1.530,
1983-09,1.554,
1983-10,1.643,
1983-11,1.671,
1983-12,1.708,
1984-01,1.751,
1984-02,1.836,
1984-03,1.857,
1984-04,1.859,
1984-05,1.874,
1984-06,1.898,
1984-07,1.943,
1984-08,1.967,
1984-09,1.939,
1984-10,1.969,
1984-11,1.971,
1984-12,1.974,
1985-01,1.998,
1985-02,2.037,
1985-03,2.040,
1985-04,2.068,
1985-05,2.115,
1985-06,2.133,
1985-07,2.145,
1985-08,2.183,
1985-09,2.187,
1985-10,2.197,
1985-11,2.216,
1985-12,2.432,
1986-01,2.467,
1986-02,2.521,
1986-03,2.501,
1986-04,2.529,
1986-05,2.553,
1986-06,2.562,
1986-07,2.610,
1986-08,2.673,
1986-09,2.768,
1986-10,2.790,
1986-11,2.806,
1986-12,2.803,
1987-01,2.868,
1987-02,2.861,
1987-03,2.973,
1987-04,2.993,
1987-05,3.068,
1987-06,3.093,
1987-07,3.085,
1987-08,3.089,
1987-09,3.126,
1987-10,3.321,
1987-11,3.249,
1987-12,3.379,
1988-01,3.477,
1988-02,3.570,
1988-03,3.630,
1988-04,3.679,
1988-05,3.727,
1988-06,3.987,
1988-07,4.067,
1988-08,4.168,
1988-09,4.305,
1988-10,4.260,
1988-11,4.193,
1988-12,4.277,
1989-01,4.420,
1989-02,4.610,
1989-03,4.805,
1989-04,4.815,
1989-05,4.778,
1989-06,4.681,
1989-07,4.628,
1989-08,4.492,
1989-09,4.517,
1989-10,4.470,
1989-11,4.535,
1989-12,4.620,
1990-01,4.547,
1990-02,4.639,
1990-03,4.735,
1990-04,4.671,
1990-05,4.743,
1990-06,4.805,
1990-07,4.829,
1990-08,5.325,
1990-09,5.714,
1990-10,6.345,
1990-11,6.536,
1990-12,6.749,
1991-01,7.178,
1991-02,7.519,
1991-03,8.358,
1991-04,8.574,
1991-05,9.245,
1991-06,9.561,
1991-07,10.019,
1991-08,10.373,
1991-09,10.498,
1991-10,10.749,
1991-11,11.228,
1991-12,11.432,
1992-01,11.964,
1992-02,12.468,
1992-03,13.044,
1992-04,13.226,
1992-05,13.604,
1992-06,13.806,
1992-07,14.100,
1992-08,14.000,
1992-09,14.048,
1992-10,14.244,
1992-11,14.282,
1992-12,14.406,
1993-01,14.567,
1993-02,14.536,
1993-03,14.662,
1993-04,14.811,
1993-05,15.062,
1993-06,15.205,
1993-07,15.199,
1993-08,15.473,
1993-09,15.644,
1993-10,15.773,
1993-11,16.035,
1993-12,15.206,
1994-01,15.279,
1994-02,15.775,
1994-03,16.702,
1994-04,17.291,
1994-05,18.289,
1994-06,19.035,
1994-07,19.234,
1994-08,19.536,
1994-09,19.657,
1994-10,19.829,
1994-11,19.561,
1994-12,18.838,
1995-01,19.886,
1995-02,19.617,
1995-03,19.080,
1995-04,18.775,
1995-05,18.017,
1995-06,18.108,
1995-07,17.776,
1995-08,17.766,
1995-09,17.725,
1995-10,17.161,
1995-11,16.471,
1995-12,16.451,
1996-01,15.784,
1996-02,15.351,
1996-03,15.604,
1996-04,15.634,
1996-05,16.012,
1996-06,16.081,
1996-07,15.320,
1996-08,14.813,
1996-09,14.393,
1996-10,14.352,
1996-11,13.616,
1996-12,14.139,
1997-01,13.728,
1997-02,13.640,
1997-03,14.330,
1997-04,14.369,
1997-05,14.411,
1997-06,14.063,
1997-07,13.401,
1997-08,13.760,
1997-09,13.143,
1997-10,13.001,
1997-11,12.535,
1997-12,11.608,
1998-01,11.423,
1998-02,11.243,
1998-03,11.765,
1998-04,11.966,
1998-05,11.489,
1998-06,11.174,
1998-07,11.038,
1998-08,10.290,
1998-09,10.112,
1998-10,10.603,
1998-11,10.339,
1998-12,9.858,
1999-01,9.748,
1999-02,10.175,
1999-03,10.466,
1999-04,10.164,
1999-05,10.379,
1999-06,10.782,
1999-07,10.761,
1999-08,10.541,
1999-09,10.266,
1999-10,9.932,
1999-11,9.632,
1999-12,9.523,
2000-01,9.441,
2000-02,9.214,
2000-03,8.760,
2000-04,8.305,
2000-05,7.851,
2000-06,7.574,
2000-07,7.131,
2000-08,6.592,
2000-09,6.507,
2000-10,5.789,
2000-11,5.383,
2000-12,4.802,
2001-01,4.592,
2001-02,4.258,
2001-03,3.995,
2001-04,4.166,
2001-05,4.095,
2001-06,3.973,
2001-07,3.645,
2001-08,3.208,
2001-09,3.062,
2001-10,2.844,
2001-11,3.097,
2001-12,3.224,
2002-01,3.194,
2002-02,3.262,
2002-03,3.496,
2002-04,3.487,
2002-05,3.279,
2002-06,2.971,
2002-07,2.357,
2002-08,2.395,
2002-09,2.241,
2002-10,2.436,
2002-11,2.037,
2002-12,1.375,
2003-01,1.414,
2003-02,1.526,
2003-03,1.731,
2003-04,1.815,
2003-05,1.410,
2003-06,1.471,
2003-07,2.061,
2003-08,2.143,
2003-09,2.207,
2003-10,2.474,
2003-11,2.238,
2003-12,2.210,
2004-01,1.899,
2004-02,1.931,
2004-03,1.739,
2004-04,2.062,
2004-05,2.243,
2004-06,2.217,
2004-07,2.129,
2004-08,1.921,
2004-09,1.877,
2004-10,1.827,
2004-11,1.812,
2004-12,1.728,
2005-01,1.483,
2005-02,1.518,
2005-03,1.655,
2005-04,1.554,
2005-05,1.495,
2005-06,1.612,
2005-07,1.576,
2005-08,1.661,
2005-09,1.766,
2005-10,2.013,
2005-11,2.059,
2005-12,2.138,
2006-01,2.183,
2006-02,2.209,
2006-03,2.250,
2006-04,2.257,
2006-05,2.294,
2006-06,2.206,
2006-07,2.230,
2006-08,2.109,
2006-09,2.207,
2006-10,2.213,
2006-11,2.214,
2006-12,1.834,
2007-01,1.802,
2007-02,1.728,
2007-03,1.700,
2007-04,1.718,
2007-05,1.781,
2007-06,1.831,
2007-07,1.657,
2007-08,1.655,
2007-09,1.557,
2007-10,1.495,
2007-11,1.445,
2007-12,1.400,
2008-01,1.217,
2008-02,1.173,
2008-03,0.907,
2008-04,0.911,
2008-05,0.908,
2008-06,0.904,
2008-07,0.802,
2008-08,0.751,
2008-09,0.680,
2008-10,0.569,
2008-11,0.547,
2008-12,0.555,
2009-01,0.559,
2009-02,0.533,
2009-03,0.518,
2009-04,0.581,
2009-05,0.655,
2009-06,1.194,
2009-07,1.092,
2009-08,1.113,
2009-09,1.147,
2009-10,1.138,
2009-11,1.137,
2009-12,1.160,
2010-01,1.272,
2010-02,1.253,
2010-03,1.300,
2010-04,1.330,
2010-05,1.236,
2010-06,1.134,
2010-07,0.627,
2010-08,0.631,
2010-09,0.595,
2010-10,0.650,
2010-11,0.649,
2010-12,0.739,
2011-01,0.731,
2011-02,0.718,
2011-03,0.726,
2011-04,0.652,
2011-05,0.641,
2011-06,0.676,
2011-07,0.601,
2011-08,0.634,
2011-09,0.655,
2011-10,0.652,
2011-11,0.731,
2011-12,0.680,
2012-01,0.774,
2012-02,0.871,
2012-03,0.878,
2012-04,0.864,
2012-05,0.922,
2012-06,0.931,
2012-07,0.944,
2012-08,0.967,
2012-09,1.045,
2012-10,1.036,
2012-11,1.016,
2012-12,1.006,
2013-01,0.883,
2013-02,0.866,
2013-03,0.823,
2013-04,0.799,
2013-05,0.773,
2013-06,0.769,
2013-07,0.754,
2013-08,0.776,
2013-09,0.754,
2013-10,0.709,
2013-11,0.717,
2013-12,0.709,
2014-01,0.685,
2014-02,0.666,
2014-03,0.673,
2014-04,0.679,
2014-05,0.717,
2014-06,0.772,
2014-07,0.784,
2014-08,0.787,
2014-09,0.830,
2014-10,0.889,
2014-11,0.914,
2014-12,0.927,Provisional value
