"",BBK01.SU1057,BBK01.SU1057_FLAGS
"",Deposits to non-banks (non-MFIs) / Sight and time deposits / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:32,
1973-12,0.605,
1974-01,0.595,
1974-02,0.610,
1974-03,0.610,
1974-04,0.612,
1974-05,0.643,
1974-06,0.659,
1974-07,0.668,
1974-08,0.696,
1974-09,0.710,
1974-10,0.677,
1974-11,0.674,
1974-12,0.680,
1975-01,0.673,
1975-02,0.684,
1975-03,0.714,
1975-04,0.716,
1975-05,0.721,
1975-06,0.753,
1975-07,0.751,
1975-08,0.758,
1975-09,0.769,
1975-10,0.743,
1975-11,0.745,
1975-12,0.734,
1976-01,0.731,
1976-02,0.742,
1976-03,0.766,
1976-04,0.749,
1976-05,0.741,
1976-06,0.738,
1976-07,0.755,
1976-08,0.734,
1976-09,0.748,
1976-10,0.756,
1976-11,0.723,
1976-12,0.782,
1977-01,0.810,
1977-02,0.840,
1977-03,0.818,
1977-04,0.798,
1977-05,0.783,
1977-06,0.771,
1977-07,0.781,
1977-08,0.785,
1977-09,0.807,
1977-10,0.785,
1977-11,0.769,
1977-12,0.791,
1978-01,0.758,
1978-02,0.665,
1978-03,0.672,
1978-04,0.650,
1978-05,0.646,
1978-06,0.667,
1978-07,0.643,
1978-08,0.638,
1978-09,0.651,
1978-10,0.651,
1978-11,0.648,
1978-12,0.724,
1979-01,0.734,
1979-02,0.722,
1979-03,0.701,
1979-04,0.695,
1979-05,0.705,
1979-06,0.714,
1979-07,0.705,
1979-08,0.688,
1979-09,0.704,
1979-10,0.714,
1979-11,0.729,
1979-12,0.800,
1980-01,0.757,
1980-02,0.772,
1980-03,0.828,
1980-04,0.788,
1980-05,0.789,
1980-06,0.827,
1980-07,0.787,
1980-08,0.884,
1980-09,0.882,
1980-10,0.836,
1980-11,0.904,
1980-12,0.946,
1981-01,1.014,
1981-02,1.005,
1981-03,0.999,
1981-04,1.148,
1981-05,1.206,
1981-06,1.124,
1981-07,1.116,
1981-08,1.166,
1981-09,1.180,
1981-10,1.101,
1981-11,1.242,
1981-12,1.336,
1982-01,1.293,
1982-02,1.311,
1982-03,1.364,
1982-04,1.437,
1982-05,1.474,
