"",BBK01.AU1720,BBK01.AU1720_FLAGS
"",Banknotes in circulation / Eurosystem,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:29,
1999-02,329.300,
1999-03,326.900,
1999-04,331.000,
1999-05,333.900,
1999-06,337.000,
1999-07,342.100,
1999-08,344.800,
1999-09,342.100,
1999-10,342.500,
1999-11,343.100,
1999-12,354.300,
2000-01,363.000,
2000-02,347.600,
2000-03,347.600,
2000-04,349.700,
2000-05,353.800,
2000-06,354.100,
2000-07,357.000,
2000-08,359.200,
2000-09,354.800,
2000-10,354.500,
2000-11,352.700,
2000-12,360.400,
2001-01,368.300,
2001-02,354.800,
2001-03,353.000,
2001-04,354.600,
2001-05,352.700,
2001-06,351.100,
2001-07,350.800,
2001-08,347.600,
2001-09,335.400,
2001-10,325.200,
2001-11,311.300,
2001-12,298.000,
2002-01,344.300,
2002-02,306.200,
2002-03,283.300,
2002-04,285.900,
2002-05,293.700,
2002-06,300.800,
2002-07,313.400,
2002-08,322.700,
2002-09,323.600,
2002-10,329.200,
2002-11,334.000,
2002-12,350.700,
2003-01,353.900,
2003-02,340.700,
2003-03,347.800,
2003-04,358.500,
2003-05,366.200,
2003-06,373.200,
2003-07,382.700,
2003-08,391.600,
2003-09,391.700,
2003-10,395.500,
2003-11,399.400,
2003-12,416.100,
2004-01,427.600,
2004-02,.,No value available
2004-03,418.000,
2004-04,425.300,
2004-05,436.400,
2004-06,442.500,
2004-07,449.100,
2004-08,460.900,
2004-09,462.800,
2004-10,465.100,
2004-11,469.700,
2004-12,475.400,
2005-01,496.000,
2005-02,487.100,
2005-03,489.500,
2005-04,498.600,
2005-05,505.500,
2005-06,512.800,
2005-07,522.600,
2005-08,532.600,
2005-09,531.500,
2005-10,531.600,
2005-11,535.600,
2005-12,539.800,
2006-01,559.200,
2006-02,548.400,
2006-03,550.800,
2006-04,556.400,
2006-05,569.100,
2006-06,572.000,
2006-07,578.800,
2006-08,588.200,
2006-09,588.700,
2006-10,588.500,
2006-11,592.800,
2006-12,598.600,
2007-01,619.500,
2007-02,604.600,
2007-03,606.200,
2007-04,614.800,
2007-05,620.000,
2007-06,625.200,
2007-07,631.300,
2007-08,639.700,
2007-09,639.200,
2007-10,637.300,
2007-11,640.100,
2007-12,644.600,
2008-01,668.200,
2008-02,651.700,
2008-03,653.200,
2008-04,662.100,
2008-05,667.600,
2008-06,671.400,
2008-07,677.200,
2008-08,686.100,
2008-09,685.000,
2008-10,684.300,
2008-11,722.100,
2008-12,731.100,
2009-01,753.100,
2009-02,740.200,
2009-03,741.500,
2009-04,747.300,
2009-05,757.500,
2009-06,759.800,
2009-07,763.100,
2009-08,770.800,
2009-09,769.100,
2009-10,768.800,
2009-11,770.700,
2009-12,775.200,
2010-01,796.800,
2010-02,783.600,
2010-03,784.600,
2010-04,792.900,
2010-05,796.600,
2010-06,806.200,
2010-07,813.000,
2010-08,819.300,
2010-09,816.000,
2010-10,814.100,
2010-11,813.500,
2010-12,815.900,
2011-01,833.900,
2011-02,822.000,
2011-03,820.900,
2011-04,824.400,
2011-05,833.900,
2011-06,836.600,
2011-07,846.200,
2011-08,854.200,
2011-09,853.200,
2011-10,854.900,
2011-11,861.400,
2011-12,869.400,
2012-01,883.700,
2012-02,870.100,
2012-03,868.800,
2012-04,871.200,
2012-05,872.700,
2012-06,880.800,
2012-07,892.500,
2012-08,897.700,
2012-09,897.600,
2012-10,892.700,
2012-11,890.000,
2012-12,889.300,
2013-01,903.500,
2013-02,883.400,
2013-03,880.500,
2013-04,889.200,
2013-05,897.100,
2013-06,904.100,
2013-07,909.300,
2013-08,917.600,
2013-09,920.400,
2013-10,918.300,
2013-11,920.400,
2013-12,925.900,
2014-01,947.900,
2014-02,931.800,
2014-03,932.100,
2014-04,938.400,
2014-05,947.900,
2014-06,951.000,
2014-07,958.100,
2014-08,967.600,
2014-09,971.800,
2014-10,971.300,
2014-11,973.600,
2014-12,979.800,
2015-01,1005.500,
