"",BBK01.PQ3271,BBK01.PQ3271_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Medium-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:53,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,0.587,
1981-01,0.548,
1981-04,0.580,
1981-07,0.583,
1981-10,0.790,
1982-01,0.768,
1982-04,0.805,
1982-07,0.834,
1982-10,0.913,
1983-01,0.969,
1983-04,1.012,
1983-07,1.035,
1983-10,0.955,
1984-01,0.834,
1984-04,0.797,
1984-07,0.807,
1984-10,0.788,
1985-01,0.761,
1985-04,0.692,
1985-07,0.631,
1985-10,0.604,
1986-01,0.531,
1986-04,0.516,
1986-07,0.506,
1986-10,0.433,
1987-01,0.452,
1987-04,0.444,
1987-07,0.446,
1987-10,0.400,
1988-01,0.390,
1988-04,0.321,
1988-07,0.330,
1988-10,0.302,
1989-01,0.289,
1989-04,0.297,
1989-07,0.338,
1989-10,0.397,
1990-01,0.396,
1990-04,0.549,
1990-07,0.610,
1990-10,1.058,
1991-01,0.827,
1991-04,0.934,
1991-07,0.958,
1991-10,1.094,
1992-01,1.015,
1992-04,1.153,
1992-07,1.445,
1992-10,1.654,
1993-01,1.711,
1993-04,1.816,
1993-07,1.864,
1993-10,1.942,
1994-01,4.109,
1994-04,3.876,
1994-07,3.924,
1994-10,3.984,
1995-01,4.204,
1995-04,4.054,
1995-07,0.773,
1995-10,0.817,
1996-01,0.830,
1996-04,0.879,
1996-07,0.886,
1996-10,0.876,
1997-01,0.804,
1997-04,0.843,
1997-07,0.851,
1997-10,0.997,
1998-01,0.865,
1998-04,0.869,
1998-07,0.862,
1998-10,0.799,
1999-01,1.312,
1999-04,1.409,
1999-07,1.745,
1999-10,1.701,
2000-01,1.843,
2000-04,1.911,
2000-07,2.040,
2000-10,1.952,
2001-01,1.770,
2001-04,1.768,
2001-07,1.858,
2001-10,1.708,
2002-01,1.625,
2002-04,1.503,
2002-07,1.510,
2002-10,1.626,
2003-01,1.868,
2003-04,1.876,
2003-07,1.926,
2003-10,1.927,
2004-01,2.027,
2004-04,1.971,
2004-07,1.920,
2004-10,1.959,
2005-01,1.920,
2005-04,1.831,
2005-07,1.488,
2005-10,1.459,
2006-01,1.496,
2006-04,1.545,
2006-07,1.448,
2006-10,1.454,
2007-01,1.415,
2007-04,1.236,
2007-07,1.379,
2007-10,1.134,
2008-01,1.169,
2008-04,1.174,
2008-07,1.285,
2008-10,1.299,
2009-01,1.577,
2009-04,1.590,
2009-07,1.534,
2009-10,1.483,
2010-01,1.481,
2010-04,1.468,
2010-07,1.485,
2010-10,1.520,
2011-01,1.410,
2011-04,1.379,
2011-07,1.324,
2011-10,1.305,
2012-01,1.322,
2012-04,1.343,
2012-07,1.348,
2012-10,1.330,
2013-01,1.254,
2013-04,1.290,
2013-07,1.223,
2013-10,1.171,
2014-01,1.103,
2014-04,1.115,
2014-07,1.104,
2014-10,1.287,
