"",BBK01.RU5773,BBK01.RU5773_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Saudi Arabia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:26:35,
1982-06,3.799,
1982-07,3.759,
1982-08,3.752,
1982-09,3.544,
1982-10,3.497,
1982-11,2.979,
1982-12,2.939,
1983-01,3.022,
1983-02,2.736,
1983-03,2.632,
1983-04,2.574,
1983-05,2.493,
1983-06,2.037,
1983-07,2.036,
1983-08,1.981,
1983-09,2.003,
1983-10,2.042,
1983-11,1.978,
1983-12,1.956,
1984-01,1.951,
1984-02,1.834,
1984-03,1.641,
1984-04,1.572,
1984-05,1.489,
1984-06,1.344,
1984-07,1.269,
1984-08,1.474,
1984-09,1.555,
1984-10,1.547,
1984-11,1.537,
1984-12,1.786,
1985-01,1.777,
1985-02,1.953,
1985-03,1.665,
1985-04,1.628,
1985-05,1.560,
1985-06,1.620,
1985-07,1.465,
1985-08,1.639,
1985-09,1.570,
1985-10,1.464,
1985-11,1.528,
1985-12,1.543,
1986-01,1.393,
1986-02,1.283,
1986-03,1.284,
1986-04,1.252,
1986-05,1.390,
1986-06,1.497,
1986-07,1.582,
1986-08,1.667,
1986-09,2.002,
1986-10,2.116,
1986-11,2.191,
1986-12,2.289,
1987-01,2.381,
1987-02,2.451,
1987-03,2.497,
1987-04,2.567,
1987-05,2.651,
1987-06,2.659,
1987-07,2.605,
1987-08,2.593,
1987-09,2.635,
1987-10,2.708,
1987-11,2.772,
1987-12,2.713,
1988-01,2.650,
1988-02,2.695,
1988-03,2.613,
1988-04,2.554,
1988-05,2.591,
1988-06,2.672,
1988-07,2.694,
1988-08,2.725,
1988-09,3.003,
1988-10,2.773,
1988-11,3.254,
1988-12,3.245,
1989-01,3.273,
1989-02,3.420,
1989-03,3.278,
1989-04,3.036,
1989-05,3.280,
1989-06,3.407,
1989-07,3.163,
1989-08,3.183,
1989-09,2.901,
1989-10,3.005,
1989-11,3.071,
1989-12,2.862,
1990-01,2.743,
1990-02,2.700,
1990-03,2.629,
1990-04,2.539,
1990-05,2.472,
1990-06,2.398,
1990-07,2.322,
1990-08,2.206,
1990-09,2.193,
1990-10,2.191,
1990-11,2.562,
1990-12,2.501,
1991-01,2.885,
1991-02,3.104,
1991-03,3.129,
1991-04,2.779,
1991-05,2.620,
1991-06,2.532,
1991-07,2.641,
1991-08,2.727,
1991-09,3.051,
1991-10,2.986,
1991-11,2.777,
1991-12,2.664,
1992-01,2.560,
1992-02,2.668,
1992-03,2.456,
1992-04,2.187,
1992-05,2.522,
1992-06,2.404,
1992-07,2.424,
1992-08,2.381,
1992-09,2.324,
1992-10,2.263,
1992-11,2.091,
1992-12,1.996,
1993-01,2.178,
1993-02,2.247,
1993-03,2.239,
1993-04,2.200,
1993-05,2.163,
1993-06,2.095,
1993-07,2.097,
1993-08,2.051,
1993-09,2.121,
1993-10,1.895,
1993-11,1.887,
1993-12,1.937,
1994-01,2.014,
1994-02,1.851,
1994-03,1.687,
1994-04,1.835,
1994-05,1.626,
1994-06,1.498,
1994-07,1.432,
1994-08,1.384,
1994-09,1.432,
1994-10,1.348,
1994-11,1.368,
1994-12,1.217,
1995-01,1.272,
1995-02,3.650,
1995-03,3.688,
1995-04,3.433,
1995-05,3.376,
1995-06,3.277,
1995-07,2.561,
1995-08,3.663,
1995-09,3.479,
1995-10,3.530,
1995-11,3.360,
1995-12,3.161,
1996-01,3.959,
1996-02,4.807,
1996-03,4.301,
1996-04,4.605,
1996-05,4.805,
1996-06,3.912,
1996-07,3.417,
1996-08,3.296,
1996-09,2.524,
1996-10,2.241,
1996-11,2.550,
1996-12,2.296,
1997-01,2.615,
1997-02,2.531,
1997-03,2.611,
1997-04,2.529,
1997-05,2.565,
1997-06,2.273,
1997-07,2.109,
1997-08,1.871,
1997-09,1.645,
1997-10,1.411,
1997-11,1.487,
1997-12,1.181,
1998-01,1.810,
1998-02,1.681,
1998-03,1.963,
1998-04,2.474,
1998-05,2.462,
1998-06,1.452,
1998-07,2.610,
1998-08,2.696,
1998-09,3.530,
1998-10,3.661,
1998-11,3.473,
1998-12,3.035,
1999-01,1.620,
1999-02,1.678,
1999-03,1.077,
1999-04,1.908,
1999-05,1.267,
1999-06,1.281,
1999-07,1.479,
1999-08,1.260,
1999-09,0.878,
1999-10,1.293,
1999-11,1.264,
1999-12,1.485,
2000-01,1.208,
2000-02,1.257,
2000-03,1.206,
2000-04,1.301,
2000-05,0.972,
2000-06,1.305,
2000-07,1.925,
2000-08,2.005,
2000-09,2.813,
2000-10,2.669,
2000-11,3.257,
2000-12,2.097,
2001-01,2.707,
2001-02,1.543,
2001-03,2.762,
2001-04,2.234,
2001-05,1.683,
2001-06,3.409,
2001-07,2.708,
2001-08,2.070,
2001-09,1.610,
2001-10,2.488,
2001-11,1.486,
2001-12,1.595,
2002-01,1.010,
2002-02,0.970,
2002-03,1.121,
2002-04,0.902,
2002-05,1.441,
2002-06,1.479,
2002-07,1.436,
2002-08,2.066,
2002-09,1.007,
2002-10,1.071,
2002-11,1.212,
2002-12,1.836,
2003-01,1.196,
2003-02,0.548,
2003-03,1.464,
2003-04,8.322,
2003-05,4.294,
2003-06,2.340,
2003-07,0.966,
2003-08,0.944,
2003-09,0.622,
2003-10,0.479,
2003-11,0.364,
2003-12,0.382,
2004-01,0.448,
2004-02,0.596,
2004-03,3.033,
2004-04,0.856,
2004-05,0.636,
2004-06,0.637,
2004-07,0.622,
2004-08,0.491,
2004-09,1.608,
2004-10,1.239,
2004-11,0.462,
2004-12,0.299,
2005-01,2.405,
2005-02,1.973,
2005-03,2.049,
2005-04,1.131,
2005-05,0.948,
2005-06,1.066,
2005-07,1.509,
2005-08,1.997,
2005-09,3.722,
2005-10,1.196,
2005-11,1.824,
2005-12,0.440,
2006-01,0.540,
2006-02,0.655,
2006-03,0.902,
2006-04,0.730,
2006-05,0.422,
2006-06,4.087,
2006-07,1.621,
2006-08,0.847,
2006-09,1.616,
2006-10,3.121,
2006-11,1.960,
2006-12,1.598,
2007-01,1.269,
2007-02,1.504,
2007-03,1.090,
2007-04,1.016,
2007-05,0.886,
2007-06,0.786,
2007-07,1.720,
2007-08,2.299,
2007-09,2.067,
2007-10,1.410,
2007-11,0.838,
2007-12,2.404,
2008-01,1.688,
2008-02,1.894,
2008-03,1.342,
2008-04,1.316,
2008-05,1.391,
2008-06,1.472,
2008-07,2.098,
2008-08,1.363,
2008-09,1.443,
2008-10,2.357,
2008-11,2.437,
2008-12,1.168,
2009-01,2.674,
2009-02,2.575,
2009-03,2.012,
2009-04,1.947,
2009-05,1.593,
2009-06,1.947,
2009-07,3.036,
2009-08,1.378,
2009-09,2.803,
2009-10,2.659,
2009-11,2.340,
2009-12,5.722,
2010-01,4.733,
