"",BBK01.OEAH43H,BBK01.OEAH43H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:59,
2002-01,19.230,
2002-04,19.112,
2002-07,19.629,
2002-10,20.105,
2003-01,19.904,
2003-04,19.671,
2003-07,19.791,
2003-10,19.213,
2004-01,19.165,
2004-04,18.460,
2004-07,18.853,
2004-10,18.930,
2005-01,19.329,
2005-04,20.211,
2005-07,19.641,
2005-10,20.385,
2006-01,20.254,
2006-04,20.666,
2006-07,21.156,
2006-10,22.783,
2007-01,22.684,
2007-04,23.163,
2007-07,24.577,
2007-10,26.112,
2008-01,26.357,
2008-04,26.365,
2008-07,27.146,
2008-10,28.985,
2009-01,27.677,
2009-04,27.057,
2009-07,26.989,
2009-10,27.523,
2010-01,27.146,
2010-04,27.164,
2010-07,27.295,
2010-10,27.983,
2011-01,27.870,
2011-04,28.101,
2011-07,28.534,
2011-10,29.845,
2012-01,29.951,
2012-04,30.102,
2012-07,30.757,
2012-10,31.438,
2013-01,31.260,
2013-04,31.471,
2013-07,32.756,
2013-10,34.084,
2014-01,34.954,
2014-04,34.643,
2014-07,35.426,
