"",BBK01.OUK320,BBK01.OUK320_FLAGS
"",Time deposits of foreign non-banks / for up and including 1 year / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:28,
1999-01,0.917,
1999-02,1.083,
1999-03,0.358,
1999-04,0.943,
1999-05,1.209,
1999-06,0.627,
1999-07,0.646,
1999-08,0.732,
1999-09,1.163,
1999-10,0.901,
1999-11,1.078,
1999-12,1.029,
2000-01,0.797,
2000-02,0.843,
2000-03,1.435,
2000-04,1.180,
2000-05,0.852,
2000-06,0.849,
2000-07,0.793,
2000-08,0.700,
2000-09,0.974,
2000-10,2.130,
2000-11,2.072,
2000-12,2.199,
2001-01,1.788,
2001-02,1.844,
2001-03,2.047,
2001-04,1.915,
2001-05,2.101,
2001-06,1.862,
2001-07,1.783,
2001-08,1.622,
2001-09,1.413,
2001-10,1.407,
2001-11,1.519,
2001-12,2.158,
2002-01,1.262,
2002-02,1.199,
2002-03,1.259,
2002-04,1.333,
2002-05,1.425,
2002-06,1.352,
2002-07,1.248,
2002-08,1.304,
2002-09,1.374,
2002-10,1.368,
2002-11,1.340,
2002-12,1.467,
2003-01,1.281,
2003-02,1.477,
2003-03,1.667,
2003-04,1.582,
2003-05,1.811,
2003-06,1.803,
2003-07,1.823,
2003-08,1.661,
2003-09,1.432,
2003-10,2.120,
2003-11,1.842,
2003-12,1.715,
2004-01,1.461,
2004-02,1.877,
2004-03,1.291,
2004-04,1.929,
2004-05,2.157,
2004-06,1.828,
2004-07,2.117,
2004-08,2.575,
2004-09,2.334,
2004-10,2.503,
2004-11,2.346,
2004-12,3.431,
2005-01,3.859,
2005-02,4.501,
2005-03,4.747,
2005-04,5.478,
2005-05,6.984,
2005-06,7.866,
2005-07,7.884,
2005-08,6.464,
2005-09,6.236,
2005-10,7.184,
2005-11,7.310,
2005-12,5.178,
2006-01,5.321,
2006-02,5.707,
2006-03,5.620,
2006-04,7.967,
2006-05,7.361,
2006-06,6.139,
2006-07,5.975,
2006-08,5.733,
2006-09,7.080,
2006-10,7.808,
2006-11,8.420,
2006-12,2.892,
2007-01,2.933,
2007-02,2.828,
2007-03,2.404,
2007-04,2.039,
2007-05,1.727,
2007-06,2.817,
2007-07,3.430,
2007-08,2.808,
2007-09,3.717,
2007-10,4.646,
2007-11,4.235,
2007-12,5.666,
2008-01,4.770,
2008-02,5.303,
2008-03,6.199,
2008-04,6.634,
2008-05,7.387,
2008-06,8.817,
2008-07,8.691,
2008-08,8.305,
2008-09,8.158,
2008-10,8.864,
2008-11,5.754,
2008-12,5.985,
2009-01,4.606,
2009-02,4.790,
2009-03,4.665,
2009-04,4.479,
2009-05,2.515,
2009-06,3.834,
2009-07,1.935,
2009-08,2.674,
2009-09,2.185,
2009-10,2.845,
2009-11,1.575,
2009-12,1.680,
2010-01,2.005,
2010-02,2.141,
2010-03,1.654,
2010-04,3.351,
2010-05,2.979,
2010-06,1.196,
2010-07,2.073,
2010-08,2.817,
2010-09,1.704,
2010-10,1.977,
2010-11,2.468,
2010-12,0.987,
2011-01,0.930,
2011-02,0.790,
2011-03,1.154,
2011-04,0.997,
2011-05,1.593,
2011-06,1.180,
2011-07,1.092,
2011-08,0.831,
2011-09,1.135,
2011-10,1.737,
2011-11,2.711,
2011-12,2.811,
2012-01,1.664,
2012-02,1.619,
2012-03,2.367,
2012-04,2.084,
2012-05,2.118,
2012-06,2.338,
2012-07,4.056,
2012-08,2.855,
2012-09,3.770,
2012-10,3.703,
2012-11,2.796,
2012-12,2.937,
2013-01,2.618,
2013-02,3.315,
2013-03,3.983,
2013-04,3.119,
2013-05,2.520,
2013-06,2.545,
2013-07,3.119,
2013-08,3.490,
2013-09,3.025,
2013-10,3.142,
2013-11,3.424,
2013-12,2.894,
2014-01,1.773,
2014-02,2.743,
2014-03,2.282,
2014-04,2.179,
2014-05,2.438,
2014-06,2.094,
2014-07,1.879,
2014-08,1.825,
2014-09,1.886,
2014-10,2.037,
2014-11,2.467,
2014-12,1.931,Provisional value
