"",BBK01.PQ0157,BBK01.PQ0157_FLAGS
"","Lending to manufacture of food products, beverages and tobacco / Total / Big banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:04,
1968-10,0.659,
1969-01,0.669,
1969-04,0.673,
1969-07,0.634,
1969-10,0.891,
1970-01,0.780,
1970-04,0.752,
1970-07,0.733,
1970-10,0.807,
1971-01,0.796,
1971-04,0.821,
1971-07,0.834,
1971-10,0.907,
1972-01,0.858,
1972-04,0.872,
1972-07,0.910,
1972-10,1.006,
1973-01,1.071,
1973-04,1.084,
1973-07,1.100,
1973-10,1.180,
1974-01,1.228,
1974-04,1.208,
1974-07,1.250,
1974-10,1.175,
1975-01,1.159,
1975-04,1.054,
1975-07,0.966,
1975-10,1.038,
1976-01,0.963,
1976-04,0.972,
1976-07,0.900,
1976-10,1.158,
1977-01,0.989,
1977-04,1.238,
1977-07,1.147,
1977-10,1.212,
1978-01,1.068,
1978-04,1.045,
1978-07,1.070,
1978-10,1.240,
1979-01,1.154,
1979-04,1.157,
1979-07,0.999,
1979-10,1.341,
1980-01,1.093,
1980-04,1.199,
1980-07,1.073,
1980-10,1.229,
1981-01,1.196,
1981-04,1.162,
1981-07,1.135,
1981-10,1.246,
1982-01,1.184,
1982-04,1.187,
1982-07,1.201,
1982-10,1.356,
1983-01,1.213,
1983-04,1.314,
1983-07,1.355,
1983-10,1.526,
1984-01,1.387,
1984-04,1.471,
1984-07,1.495,
1984-10,1.562,
1985-01,1.586,
1985-04,1.490,
1985-07,1.476,
1985-10,1.740,
1986-01,1.608,
1986-04,1.672,
1986-07,1.671,
1986-10,1.846,
1987-01,1.693,
1987-04,1.752,
1987-07,1.769,
1987-10,1.801,
1988-01,1.790,
1988-04,1.959,
1988-07,1.960,
1988-10,2.283,
1989-01,2.135,
1989-04,2.174,
1989-07,2.372,
1989-10,2.606,
1990-01,2.577,
1990-04,2.463,
1990-07,2.566,
1990-10,2.838,
1991-01,2.815,
1991-04,2.827,
1991-07,3.029,
1991-10,3.513,
1992-01,3.710,
1992-04,3.608,
1992-07,3.325,
1992-10,3.717,
1993-01,3.350,
1993-04,3.366,
1993-07,3.501,
1993-10,3.694,
1994-01,3.471,
1994-04,3.586,
1994-07,3.467,
1994-10,3.809,
1995-01,3.664,
1995-04,3.720,
1995-07,3.597,
1995-10,3.732,
1996-01,3.831,
1996-04,3.788,
1996-07,3.866,
1996-10,3.987,
1997-01,3.875,
1997-04,3.889,
1997-07,3.745,
1997-10,3.877,
1998-01,3.962,
1998-04,3.787,
1998-07,3.672,
1998-10,3.753,
1999-01,4.736,
1999-04,4.531,
1999-07,4.318,
1999-10,4.531,
2000-01,4.411,
2000-04,4.467,
2000-07,4.395,
2000-10,4.468,
2001-01,4.333,
2001-04,4.299,
2001-07,4.209,
2001-10,4.064,
2002-01,4.094,
2002-04,3.942,
2002-07,3.773,
2002-10,3.771,
2003-01,3.496,
2003-04,3.414,
2003-07,3.412,
2003-10,3.614,
2004-01,3.458,
2004-04,3.376,
2004-07,3.370,
2004-10,3.705,
2005-01,3.153,
2005-04,3.125,
2005-07,3.205,
2005-10,2.990,
2006-01,2.983,
2006-04,2.920,
2006-07,3.009,
2006-10,3.205,
2007-01,3.062,
2007-04,2.980,
2007-07,3.101,
2007-10,3.211,
2008-01,3.225,
2008-04,3.245,
2008-07,3.126,
2008-10,3.193,
2009-01,3.242,
2009-04,3.736,
2009-07,4.101,
2009-10,4.049,
2010-01,2.483,
2010-04,2.494,
2010-07,2.457,
2010-10,2.512,
2011-01,2.678,
2011-04,2.699,
2011-07,2.749,
2011-10,2.766,
2012-01,2.714,
2012-04,2.791,
2012-07,2.712,
2012-10,2.749,
2013-01,2.714,
2013-04,2.716,
2013-07,2.769,
2013-10,2.720,
2014-01,2.647,
2014-04,2.581,
2014-07,2.476,
2014-10,2.509,
