"",BBK01.WU5003,BBK01.WU5003_FLAGS
"",Exchange rates on the Frankfurt exchange / DKK 100 = DM ... / Denmark,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:22,
1953-05,60.571,
1953-06,60.513,
1953-07,60.481,
1953-08,60.476,
1953-09,60.414,
1953-10,60.375,
1953-11,60.373,
1953-12,60.364,
1954-01,60.405,
1954-02,60.376,
1954-03,60.358,
1954-04,60.417,
1954-05,60.470,
1954-06,60.410,
1954-07,60.388,
1954-08,60.377,
1954-09,60.432,
1954-10,60.490,
1954-11,60.576,
1954-12,60.646,
1955-01,60.676,
1955-02,60.737,
1955-03,60.852,
1955-04,60.767,
1955-05,60.578,
1955-06,60.402,
1955-07,60.414,
1955-08,60.475,
1955-09,60.490,
1955-10,60.661,
1955-11,60.756,
1955-12,60.715,
1956-01,60.724,
1956-02,60.639,
1956-03,60.564,
1956-04,60.570,
1956-05,60.453,
1956-06,60.380,
1956-07,60.377,
1956-08,60.402,
1956-09,60.465,
1956-10,60.530,
1956-11,60.512,
1956-12,60.466,
1957-01,60.550,
1957-02,60.569,
1957-03,60.491,
1957-04,60.443,
1957-05,60.390,
1957-06,60.375,
1957-07,60.378,
1957-08,60.371,
1957-09,60.415,
1957-10,60.714,
1957-11,60.768,
1957-12,60.803,
1958-01,60.844,
1958-02,60.837,
1958-03,60.758,
1958-04,60.638,
1958-05,60.525,
1958-06,60.482,
1958-07,60.397,
1958-08,60.466,
1958-09,60.474,
1958-10,60.453,
1958-11,60.471,
1958-12,60.501,
1959-01,60.573,
1959-02,60.592,
1959-03,60.714,
1959-04,60.762,
1959-05,60.714,
1959-06,60.709,
1959-07,60.732,
1959-08,60.711,
1959-09,60.674,
1959-10,60.650,
1959-11,60.482,
1959-12,60.430,
1960-01,60.385,
1960-02,60.416,
1960-03,60.491,
1960-04,60.530,
1960-05,60.398,
1960-06,60.441,
1960-07,60.532,
1960-08,60.537,
1960-09,60.638,
1960-10,60.617,
1960-11,60.593,
1960-12,60.541,
1961-01,60.509,
1961-02,60.385,
1961-03,57.856,
1961-04,57.439,
1961-05,57.321,
1961-06,57.350,
1961-07,57.426,
1961-08,57.846,
1961-09,58.027,
1961-10,58.065,
1961-11,58.121,
1961-12,58.172,
1962-01,58.052,
1962-02,58.075,
1962-03,58.118,
1962-04,58.036,
1962-05,57.969,
1962-06,57.961,
1962-07,57.750,
1962-08,57.791,
1962-09,57.785,
1962-10,57.861,
1962-11,57.951,
1962-12,57.938,
1963-01,58.034,
1963-02,57.964,
1963-03,57.922,
1963-04,57.869,
1963-05,57.700,
1963-06,57.690,
1963-07,57.710,
1963-08,57.655,
1963-09,57.666,
1963-10,57.610,
1963-11,57.584,
1963-12,57.586,
1964-01,57.550,
1964-02,57.450,
1964-03,57.564,
1964-04,57.611,
1964-05,57.565,
1964-06,57.506,
1964-07,57.478,
1964-08,57.408,
1964-09,57.394,
1964-10,57.366,
1964-11,57.392,
1964-12,57.505,
1965-01,57.531,
1965-02,57.534,
1965-03,57.490,
1965-04,57.510,
1965-05,57.611,
1965-06,57.717,
1965-07,57.768,
1965-08,57.804,
1965-09,57.989,
1965-10,58.095,
1965-11,58.039,
1965-12,58.108,
1966-01,58.252,
1966-02,58.208,
1966-03,58.173,
1966-04,58.174,
1966-05,58.087,
1966-06,57.928,
1966-07,57.680,
1966-08,57.622,
1966-09,57.723,
1966-10,57.713,
1966-11,57.560,
1966-12,57.556,
1967-01,57.560,
1967-02,57.397,
1967-03,57.489,
1967-04,57.514,
1967-05,57.472,
1967-06,57.477,
1967-07,57.659,
1967-08,57.648,
1967-09,57.697,
1967-10,57.731,
1967-11,56.088,
1967-12,53.434,
1968-01,53.697,
1968-02,53.687,
1968-03,53.536,
1968-04,53.460,
1968-05,53.340,
1968-06,53.429,
1968-07,53.380,
1968-08,53.395,
1968-09,52.945,
1968-10,53.040,
1968-11,52.923,
1968-12,53.298,
1969-01,53.329,
1969-02,53.404,
1969-03,53.545,
1969-04,53.290,
1969-05,52.980,
1969-06,53.159,
1969-07,53.130,
1969-08,52.967,
1969-09,52.720,
1969-10,49.610,
1969-11,49.208,
1969-12,49.202,
1970-01,49.183,
1970-02,49.207,
1970-03,49.022,
1970-04,48.543,
1970-05,48.423,
1970-06,48.447,
1970-07,48.418,
1970-08,48.408,
1970-09,48.420,
1970-10,48.432,
1970-11,48.430,
1970-12,48.682,
1971-01,48.601,
1971-02,48.522,
1971-03,48.558,
1971-04,48.537,
1971-05,47.343,
1971-06,46.888,
1971-07,46.447,
1971-08,45.976,
1971-09,45.976,
1971-10,45.805,
1971-11,45.917,
1971-12,45.798,
1972-01,45.962,
1972-02,45.598,
1972-03,45.550,
1972-04,45.453,
1972-05,45.615,
1972-06,45.664,
1972-07,45.424,
1972-08,46.016,
1972-09,46.223,
1972-10,46.413,
1972-11,46.491,
1972-12,46.714,
1973-01,46.501,
1973-02,46.359,
1973-03,45.840,
1973-04,45.666,
1973-05,45.409,
1973-06,44.246,
1973-07,42.249,
1973-08,42.515,
1973-09,42.436,
1973-10,42.735,
1973-11,43.253,
1973-12,42.796,
1974-01,42.272,
1974-02,42.253,
1974-03,42.022,
1974-04,41.697,
1974-05,41.873,
1974-06,42.286,
1974-07,43.089,
1974-08,43.339,
1974-09,42.941,
1974-10,43.054,
1974-11,42.792,
1974-12,42.572,
1975-01,42.168,
