"",BBK01.OUZ304,BBK01.OUZ304_FLAGS
"","Balances with central banks, total, Mortgage banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:19,
1999-01,0.365,
1999-02,0.766,
1999-03,0.205,
1999-04,1.343,
1999-05,0.312,
1999-06,0.482,
1999-07,0.662,
1999-08,0.605,
1999-09,0.854,
1999-10,1.120,
1999-11,0.462,
1999-12,1.466,
2000-01,3.163,
2000-02,0.613,
2000-03,0.650,
2000-04,0.968,
2000-05,0.534,
2000-06,0.502,
2000-07,0.750,
2000-08,0.647,
2000-09,1.006,
2000-10,0.682,
2000-11,0.593,
2000-12,1.255,
2001-01,0.298,
2001-02,0.423,
2001-03,0.713,
2001-04,0.533,
2001-05,0.859,
2001-06,0.861,
2001-07,0.758,
2001-08,0.734,
2001-09,0.999,
2001-10,2.009,
2001-11,0.802,
2001-12,2.138,
2002-01,0.920,
2002-02,1.085,
2002-03,1.182,
2002-04,0.721,
2002-05,0.832,
2002-06,1.193,
2002-07,1.216,
2002-08,1.757,
2002-09,0.772,
2002-10,0.910,
2002-11,0.522,
2002-12,1.172,
2003-01,1.072,
2003-02,0.945,
2003-03,0.871,
2003-04,2.289,
2003-05,0.985,
2003-06,1.166,
2003-07,0.819,
2003-08,0.762,
2003-09,0.915,
2003-10,1.439,
2003-11,1.175,
2003-12,1.718,
2004-01,1.059,
2004-02,1.055,
2004-03,2.119,
2004-04,0.921,
2004-05,1.536,
2004-06,1.303,
2004-07,1.175,
2004-08,0.901,
2004-09,1.087,
2004-10,1.121,
2004-11,0.944,
2004-12,1.111,
2005-01,1.046,
2005-02,0.730,
2005-03,0.813,
2005-04,0.816,
2005-05,1.113,
2005-06,1.009,
2005-07,0.938,
2005-08,0.962,
2005-09,0.895,
2005-10,1.342,
2005-11,1.206,
2005-12,0.817,
2006-01,2.157,
2006-02,0.816,
2006-03,1.309,
2006-04,0.680,
2006-05,0.872,
2006-06,1.254,
2006-07,0.796,
2006-08,0.943,
2006-09,0.690,
2006-10,1.309,
2006-11,1.210,
2006-12,1.524,
2007-01,0.733,
2007-02,0.613,
2007-03,1.483,
2007-04,0.915,
2007-05,0.874,
2007-06,0.926,
2007-07,1.784,
2007-08,0.661,
2007-09,0.826,
2007-10,0.750,
2007-11,0.756,
2007-12,3.593,
2008-01,0.755,
2008-02,0.995,
2008-03,0.616,
2008-04,0.610,
2008-05,1.142,
2008-06,0.680,
2008-07,1.021,
2008-08,0.883,
2008-09,1.189,
2008-10,1.158,
2008-11,1.337,
2008-12,1.214,
2009-01,0.848,
2009-02,0.778,
2009-03,0.622,
2009-04,0.650,
2009-05,0.718,
2009-06,1.058,
2009-07,0.611,
2009-08,0.506,
2009-09,0.560,
2009-10,0.739,
2009-11,0.636,
2009-12,1.172,
2010-01,0.652,
2010-02,0.563,
2010-03,0.545,
2010-04,0.512,
2010-05,0.421,
2010-06,1.129,
2010-07,0.524,
2010-08,0.465,
2010-09,0.526,
2010-10,0.512,
2010-11,0.420,
2010-12,0.781,
2011-01,0.526,
2011-02,0.563,
2011-03,0.657,
2011-04,0.630,
2011-05,0.706,
2011-06,0.439,
2011-07,0.568,
2011-08,0.655,
2011-09,0.348,
2011-10,0.408,
2011-11,0.706,
2011-12,1.430,
2012-01,0.265,
2012-02,0.239,
2012-03,0.306,
2012-04,0.415,
2012-05,0.306,
2012-06,0.303,
2012-07,4.866,
2012-08,3.342,
2012-09,2.585,
2012-10,2.553,
2012-11,3.008,
2012-12,2.553,
2013-01,2.341,
2013-02,1.117,
2013-03,2.612,
2013-04,2.667,
2013-05,2.587,
2013-06,1.570,
2013-07,1.947,
2013-08,2.734,
2013-09,0.439,
2013-10,0.482,
2013-11,0.537,
2013-12,4.483,
2014-01,0.381,
2014-02,0.672,
2014-03,0.473,
2014-04,0.722,
2014-05,0.984,
2014-06,0.489,
2014-07,0.180,
2014-08,0.190,
2014-09,0.153,
2014-10,0.292,
2014-11,0.563,
