"",BBK01.XS8847,BBK01.XS8847_FLAGS
"",Imports / Product Classification for Production Statistics from 2002 / 29 Machines / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-28 07:39:34,
1995-01,1.82,
1995-02,1.88,
1995-03,1.95,
1995-04,1.89,
1995-05,1.98,
1995-06,2.02,
1995-07,1.99,
1995-08,1.98,
1995-09,2.14,
1995-10,2.02,
1995-11,2.10,
1995-12,2.21,
1996-01,2.08,
1996-02,2.11,
1996-03,2.05,
1996-04,2.14,
1996-05,2.00,
1996-06,2.17,
1996-07,2.12,
1996-08,2.07,
1996-09,2.06,
1996-10,2.13,
1996-11,2.07,
1996-12,2.35,
1997-01,2.07,
1997-02,2.14,
1997-03,2.12,
1997-04,2.12,
1997-05,2.28,
1997-06,2.15,
1997-07,2.34,
1997-08,2.34,
1997-09,2.37,
1997-10,2.30,
1997-11,2.46,
1997-12,2.50,
1998-01,2.66,
1998-02,2.58,
1998-03,2.57,
1998-04,2.70,
1998-05,2.50,
1998-06,2.56,
1998-07,2.82,
1998-08,2.68,
1998-09,2.50,
1998-10,2.63,
1998-11,2.52,
1998-12,2.55,
1999-01,2.66,
1999-02,2.64,
1999-03,2.68,
1999-04,2.69,
1999-05,2.76,
1999-06,2.80,
1999-07,2.68,
1999-08,2.66,
1999-09,2.81,
1999-10,2.73,
1999-11,2.82,
1999-12,2.78,
2000-01,3.19,
2000-02,2.92,
2000-03,3.15,
2000-04,2.95,
2000-05,3.22,
2000-06,3.05,
2000-07,3.18,
2000-08,3.32,
2000-09,3.27,
2000-10,3.41,
2000-11,3.51,
2000-12,3.51,
2001-01,3.43,
2001-02,3.45,
2001-03,3.36,
2001-04,3.51,
2001-05,3.40,
2001-06,3.45,
2001-07,3.46,
2001-08,3.38,
2001-09,3.38,
2001-10,3.33,
2001-11,3.18,
2001-12,3.20,
2002-01,3.09,
2002-02,3.20,
2002-03,3.16,
2002-04,3.15,
2002-05,3.13,
2002-06,3.28,
2002-07,3.25,
2002-08,3.29,
2002-09,3.20,
2002-10,3.31,
2002-11,3.22,
2002-12,3.15,
2003-01,3.26,
2003-02,3.32,
2003-03,3.32,
2003-04,3.29,
2003-05,3.30,
2003-06,3.20,
2003-07,3.15,
2003-08,3.06,
2003-09,3.21,
2003-10,3.16,
2003-11,3.30,
2003-12,3.28,
2004-01,3.34,
2004-02,3.30,
2004-03,3.41,
2004-04,3.46,
2004-05,3.30,
2004-06,3.22,
2004-07,3.48,
2004-08,3.53,
2004-09,3.57,
2004-10,3.48,
2004-11,3.68,
2004-12,3.50,
2005-01,3.54,
2005-02,3.60,
2005-03,3.51,
2005-04,3.63,
2005-05,3.92,
2005-06,3.84,
2005-07,3.78,
2005-08,3.84,
2005-09,3.78,
2005-10,3.77,
2005-11,3.85,
2005-12,3.96,
2006-01,4.33,
2006-02,4.06,
2006-03,4.32,
2006-04,4.31,
2006-05,4.30,
2006-06,4.33,
2006-07,4.41,
2006-08,4.34,
2006-09,4.45,
2006-10,4.69,
2006-11,4.48,
2006-12,4.77,
2007-01,4.47,
2007-02,4.87,
2007-03,4.73,
2007-04,4.88,
2007-05,4.57,
2007-06,4.85,
2007-07,4.81,
2007-08,5.03,
2007-09,5.08,
2007-10,4.87,
2007-11,4.83,
2007-12,5.03,
2008-01,4.83,
2008-02,4.94,
2008-03,4.90,
2008-04,4.75,
2008-05,5.05,
2008-06,4.82,
2008-07,4.89,
2008-08,4.93,
2008-09,5.00,
2008-10,5.05,
2008-11,4.70,
2008-12,4.37,
