"",BBK01.OUP004,BBK01.OUP004_FLAGS
"",Deposits of banks (MFIs) / Time deposits / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:27,
1985-12,38.947,
1986-01,35.591,
1986-02,33.488,
1986-03,35.384,
1986-04,36.636,
1986-05,34.932,
1986-06,35.480,
1986-07,36.725,
1986-08,36.152,
1986-09,37.135,
1986-10,35.837,
1986-11,36.149,
1986-12,39.232,
1987-01,35.450,
1987-02,34.908,
1987-03,38.233,
1987-04,34.477,
1987-05,36.002,
1987-06,35.318,
1987-07,37.162,
1987-08,37.616,
1987-09,38.777,
1987-10,38.757,
1987-11,39.041,
1987-12,41.493,
1988-01,38.989,
1988-02,37.775,
1988-03,40.417,
1988-04,38.868,
1988-05,38.922,
1988-06,37.696,
1988-07,41.829,
1988-08,41.622,
1988-09,45.654,
1988-10,43.933,
1988-11,44.584,
1988-12,48.922,
1989-01,42.996,
1989-02,45.528,
1989-03,49.761,
1989-04,47.887,
1989-05,49.335,
1989-06,52.106,
1989-07,49.251,
1989-08,53.118,
1989-09,50.677,
1989-10,50.967,
1989-11,51.020,
1989-12,54.204,
1990-01,49.030,
1990-02,48.595,
1990-03,52.515,
1990-04,50.530,
1990-05,52.895,
1990-06,49.881,
1990-07,48.119,
1990-08,50.470,
1990-09,48.023,
1990-10,49.565,
1990-11,50.666,
1990-12,48.282,
1991-01,46.763,
1991-02,50.330,
1991-03,50.131,
1991-04,49.995,
1991-05,52.061,
1991-06,49.952,
1991-07,49.616,
1991-08,53.842,
1991-09,48.166,
1991-10,51.060,
1991-11,50.094,
1991-12,50.120,
1992-01,50.777,
1992-02,48.760,
1992-03,49.638,
1992-04,51.866,
1992-05,48.419,
1992-06,47.897,
1992-07,51.105,
1992-08,48.610,
1992-09,49.620,
1992-10,49.476,
1992-11,50.235,
1992-12,52.203,
1993-01,49.337,
1993-02,51.637,
1993-03,53.062,
1993-04,52.088,
1993-05,52.306,
