"",BBK01.QUX052,BBK01.QUX052_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to non-residents / Canada / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:50,
2001-12,0.573,
2002-01,0.699,
2002-02,0.660,
2002-03,0.815,
2002-04,0.871,
2002-05,0.814,
2002-06,0.818,
2002-07,0.767,
2002-08,0.781,
2002-09,0.751,
2002-10,0.611,
2002-11,0.601,
2002-12,0.584,
2003-01,0.618,
2003-02,0.560,
2003-03,0.686,
2003-04,0.970,
2003-05,0.307,
2003-06,0.271,
2003-07,0.283,
2003-08,0.325,
2003-09,0.307,
2003-10,0.299,
2003-11,0.337,
2003-12,0.251,
2004-01,0.255,
2004-02,0.279,
2004-03,0.277,
2004-04,0.271,
2004-05,0.269,
2004-06,0.279,
2004-07,0.283,
2004-08,0.259,
2004-09,0.332,
2004-10,0.234,
2004-11,0.242,
2004-12,0.224,
2005-01,0.288,
2005-02,0.349,
2005-03,0.267,
2005-04,0.364,
2005-05,0.434,
2005-06,0.273,
2005-07,0.283,
2005-08,0.322,
2005-09,0.269,
2005-10,0.323,
2005-11,0.343,
2005-12,0.223,
2006-01,0.519,
2006-02,0.267,
2006-03,0.329,
2006-04,0.389,
2006-05,0.231,
2006-06,0.073,
2006-07,0.116,
2006-08,0.214,
2006-09,0.194,
2006-10,0.146,
2006-11,0.125,
2006-12,0.086,
2007-01,0.114,
2007-02,0.150,
2007-03,0.142,
2007-04,0.139,
2007-05,0.123,
2007-06,0.127,
2007-07,0.063,
2007-08,0.070,
2007-09,0.043,
2007-10,0.078,
2007-11,0.079,
2007-12,0.080,
2008-01,0.104,
2008-02,0.100,
2008-03,0.066,
2008-04,0.060,
2008-05,0.042,
2008-06,0.043,
2008-07,0.045,
2008-08,0.081,
2008-09,0.089,
2008-10,0.090,
2008-11,0.096,
2008-12,0.108,
2009-01,0.101,
2009-02,1.572,
2009-03,0.091,
2009-04,0.090,
2009-05,0.074,
2009-06,0.366,
2009-07,1.156,
2009-08,0.264,
2009-09,0.090,
2009-10,0.052,
2009-11,0.096,
2009-12,0.094,
2010-01,0.061,
2010-02,0.351,
2010-03,0.078,
2010-04,0.068,
2010-05,0.072,
2010-06,0.068,
2010-07,0.037,
2010-08,0.045,
2010-09,0.036,
2010-10,0.046,
2010-11,0.038,
2010-12,0.042,
2011-01,0.544,
2011-02,0.569,
2011-03,0.176,
2011-04,0.357,
2011-05,0.127,
2011-06,0.065,
2011-07,0.078,
2011-08,0.048,
2011-09,0.058,
2011-10,0.025,
2011-11,0.025,
2011-12,0.035,
2012-01,0.099,
2012-02,0.041,
2012-03,0.044,
2012-04,0.048,
2012-05,0.052,
2012-06,0.058,
2012-07,0.051,
2012-08,0.048,
2012-09,0.049,
2012-10,0.042,
2012-11,0.038,
2012-12,0.160,
2013-01,0.152,
2013-02,0.038,
2013-03,0.036,
2013-04,0.079,
2013-05,0.066,
2013-06,0.065,
2013-07,0.058,
2013-08,0.056,
2013-09,0.050,
2013-10,0.055,
2013-11,0.052,
2013-12,0.074,
2014-01,0.079,
2014-02,0.080,
2014-03,0.082,
2014-04,0.086,
2014-05,0.150,
2014-06,0.135,
2014-07,0.151,
2014-08,0.248,
2014-09,0.187,
2014-10,0.164,
2014-11,0.137,
