"",BBK01.EU8141,BBK01.EU8141_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Claims within the Eurosystem / total,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:32,
1998-12,1224.675,comment
1999-01,30459.778,
1999-02,30000.403,
1999-03,9336.829,
1999-04,11577.741,
1999-05,7798.962,
1999-06,-3909.581,
1999-07,-26500.035,
1999-08,4722.327,
1999-09,13734.645,
1999-10,5426.224,
1999-11,41323.455,
1999-12,39746.373,
2000-01,25161.980,
2000-02,24230.039,
2000-03,12908.543,
2000-04,22735.288,
2000-05,8396.356,
2000-06,39296.040,
2000-07,5889.561,
2000-08,-1576.604,
2000-09,19957.907,
2000-10,12661.608,
2000-11,-1827.982,
2000-12,6620.482,
2001-01,14105.637,
2001-02,19181.369,
2001-03,22625.876,
2001-04,14337.275,
2001-05,15034.502,
2001-06,3636.884,
2001-07,14240.132,
2001-08,18802.915,
2001-09,17188.952,
2001-10,19616.270,
2001-11,13217.393,
2001-12,-17385.232,
2002-01,408.692,
2002-02,-1151.606,
2002-03,1045.134,
2002-04,11842.324,
2002-05,8629.844,
2002-06,1236.344,
2002-07,17155.663,
2002-08,22902.246,
2002-09,19638.505,
2002-10,24992.937,
2002-11,20688.315,
2002-12,18466.097,
2003-01,12236.800,
2003-02,11001.028,
2003-03,14907.830,
2003-04,13495.691,
2003-05,-9215.822,
2003-06,-5662.679,
2003-07,10709.936,
2003-08,13591.899,
2003-09,9902.032,
2003-10,31794.047,
2003-11,16741.521,
2003-12,17945.039,
2004-01,12134.518,
2004-02,11140.483,
2004-03,23980.513,
2004-04,23133.828,
2004-05,12640.909,
2004-06,-7951.151,
2004-07,-6008.817,
2004-08,9454.613,
2004-09,23479.722,
2004-10,740.471,
2004-11,11232.745,
2004-12,20795.885,
2005-01,20326.764,
2005-02,1809.000,
2005-03,25627.399,
2005-04,12782.133,
2005-05,29451.330,
2005-06,10140.829,
2005-07,12291.057,
2005-08,32396.539,
2005-09,19747.286,
2005-10,27777.160,
2005-11,41420.256,
2005-12,42830.371,
2006-01,14499.362,
2006-02,20450.294,
2006-03,15543.234,
2006-04,9605.597,
2006-05,29949.951,
2006-06,1120.661,
2006-07,11852.465,
2006-08,36939.665,
2006-09,28254.402,
2006-10,23413.877,
2006-11,27545.660,
2006-12,18343.586,
2007-01,26010.641,
2007-02,31714.668,
2007-03,33958.054,
2007-04,22101.843,
2007-05,38241.790,
2007-06,30616.028,
2007-07,33605.966,
2007-08,57147.812,
2007-09,60479.884,
2007-10,78473.272,
2007-11,85625.098,
2007-12,84063.913,
2008-01,106706.071,
2008-02,122924.488,
2008-03,100029.341,
2008-04,102682.935,
2008-05,104777.260,
2008-06,108552.508,
2008-07,107259.236,
2008-08,121103.178,
2008-09,112975.430,
2008-10,83213.952,
2008-11,106394.842,
2008-12,128667.550,
2009-01,145706.214,
2009-02,159318.318,
2009-03,163680.872,
2009-04,163774.317,
2009-05,151664.154,
2009-06,183052.338,
2009-07,173956.278,
2009-08,171718.535,
2009-09,191035.088,
2009-10,166341.384,
2009-11,172779.212,
2009-12,189935.520,
2010-01,189758.647,
2010-02,209480.691,
2010-03,219416.754,
2010-04,225677.121,
2010-05,267464.331,
2010-06,261415.763,
2010-07,283222.738,
2010-08,294597.404,
2010-09,321978.890,
2010-10,298661.296,
2010-11,311443.933,
2010-12,337868.693,
2011-01,314943.713,
2011-02,333009.523,
2011-03,335543.183,
2011-04,321421.900,
2011-05,335955.458,
2011-06,348854.201,
2011-07,355977.209,
2011-08,402738.548,
2011-09,461926.571,
2011-10,477830.443,
2011-11,507479.809,
2011-12,475941.944,
2012-01,510762.667,
2012-02,559678.004,
2012-03,628222.831,
2012-04,656813.323,
2012-05,711198.417,
2012-06,741198.041,
2012-07,739837.431,
2012-08,764080.459,
2012-09,708089.739,
2012-10,731983.301,
2012-11,727755.171,
2012-12,668616.652,
2013-01,629884.133,
2013-02,625519.092,
2013-03,601669.074,
2013-04,620812.527,
2013-05,602135.827,
2013-06,588423.469,
2013-07,589371.562,
2013-08,586530.784,
2013-09,583270.598,
2013-10,574399.505,
2013-11,557390.632,
2013-12,523103.492,
2014-01,512734.413,
2014-02,511609.747,
2014-03,482452.663,
2014-04,490066.296,
2014-05,479240.198,
2014-06,474194.613,
2014-07,455925.861,
2014-08,476681.180,
2014-09,492298.078,
2014-10,481086.070,
2014-11,480244.038,
2014-12,473224.046,
2015-01,527643.759,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
