"",BBK01.TVD407,BBK01.TVD407_FLAGS
"",Lending to banks (MFIS) in the euro area / in other member states / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:44,
1980-01,0,
1980-02,212,
1980-03,944,
1980-04,321,
1980-05,-75,
1980-06,-93,
1980-07,-130,
1980-08,318,
1980-09,8,
1980-10,830,
1980-11,702,
1980-12,-219,
1981-01,95,
1981-02,73,
1981-03,447,
1981-04,-238,
1981-05,809,
1981-06,66,
1981-07,361,
1981-08,182,
1981-09,-375,
1981-10,455,
1981-11,516,
1981-12,515,
1982-01,-604,
1982-02,333,
1982-03,49,
1982-04,-350,
1982-05,189,
1982-06,156,
1982-07,-148,
1982-08,116,
1982-09,272,
1982-10,169,
1982-11,307,
1982-12,29,
1983-01,-595,
1983-02,-136,
1983-03,-337,
1983-04,94,
1983-05,236,
1983-06,716,
1983-07,-404,
1983-08,-76,
1983-09,408,
1983-10,255,
1983-11,464,
1983-12,547,
1984-01,-360,
1984-02,61,
1984-03,-34,
1984-04,-146,
1984-05,376,
1984-06,186,
1984-07,15,
1984-08,80,
1984-09,1210,
1984-10,421,
1984-11,557,
1984-12,1283,
1985-01,-202,
1985-02,1388,
1985-03,-627,
1985-04,-128,
1985-05,-164,
1985-06,1249,
1985-07,-636,
1985-08,201,
1985-09,111,
1985-10,575,
1985-11,682,
1985-12,2099,
1986-01,-250,
1986-02,1165,
1986-03,407,
1986-04,-52,
1986-05,1120,
1986-06,645,
1986-07,-514,
1986-08,1043,
1986-09,1756,
1986-10,299,
1986-11,1577,
1986-12,793,
1987-01,-344,
1987-02,595,
1987-03,1172,
1987-04,165,
1987-05,1064,
1987-06,1060,
1987-07,-462,
1987-08,136,
1987-09,83,
1987-10,-293,
1987-11,-539,
1987-12,-199,
1988-01,-525,
1988-02,447,
1988-03,-175,
1988-04,-508,
1988-05,613,
1988-06,1802,
1988-07,759,
1988-08,909,
1988-09,950,
1988-10,193,
1988-11,385,
1988-12,-82,
1989-01,-786,
1989-02,-352,
1989-03,797,
1989-04,853,
1989-05,1864,
1989-06,1240,
1989-07,64,
1989-08,941,
1989-09,814,
1989-10,369,
1989-11,3466,
1989-12,1105,
1990-01,116,
1990-02,876,
1990-03,62,
1990-04,619,
1990-05,811,
1990-06,3838,
1990-07,663,
1990-08,261,
1990-09,1299,
1990-10,-1072,
1990-11,1593,
1990-12,1707,
1991-01,-1184,
1991-02,2323,
1991-03,407,
1991-04,-1781,
1991-05,-578,
1991-06,1458,
1991-07,-1745,
1991-08,641,
1991-09,-110,
1991-10,478,
1991-11,1679,
1991-12,421,
1992-01,36,
1992-02,142,
1992-03,85,
1992-04,-44,
1992-05,-619,
1992-06,-1034,
1992-07,-307,
1992-08,186,
1992-09,259,
1992-10,3275,
1992-11,1361,
1992-12,-1194,
1993-01,-597,
1993-02,2841,
1993-03,1782,
1993-04,486,
1993-05,752,
1993-06,4378,
1993-07,304,
1993-08,-3416,
1993-09,2314,
1993-10,1539,
1993-11,2872,
1993-12,8063,
