"",BBK01.OUA175,BBK01.OUA175_FLAGS
"",Deposits and borrowing from resident households / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:21,
1968-12,98.821,
1969-01,99.708,
1969-02,100.546,
1969-03,101.038,
1969-04,102.294,
1969-05,104.079,
1969-06,104.320,
1969-07,105.396,
1969-08,106.388,
1969-09,107.252,
1969-10,108.227,
1969-11,109.426,
1969-12,109.969,
1970-01,111.901,
1970-02,112.988,
1970-03,113.163,
1970-04,114.215,
1970-05,115.449,
1970-06,116.456,
1970-07,117.602,
1970-08,118.521,
1970-09,118.564,
1970-10,119.705,
1970-11,121.794,
1970-12,123.946,
1971-01,126.870,
1971-02,128.339,
1971-03,129.045,
1971-04,130.407,
1971-05,131.731,
1971-06,132.408,
1971-07,133.955,
1971-08,135.375,
1971-09,135.775,
1971-10,137.131,
1971-11,139.733,
1971-12,142.821,
1972-01,145.817,
1972-02,147.152,
1972-03,147.429,
1972-04,149.378,
1972-05,150.509,
1972-06,152.756,
1972-07,155.032,
1972-08,155.884,
1972-09,156.082,
1972-10,157.872,
1972-11,161.311,
1972-12,164.229,
1973-01,166.693,
1973-02,167.902,
1973-03,168.338,
1973-04,169.860,
1973-05,171.005,
1973-06,171.832,
1973-07,173.546,
1973-08,174.246,
1973-09,174.990,
1973-10,177.156,
1973-11,180.200,
1973-12,188.549,
1974-01,190.536,
1974-02,192.267,
1974-03,192.876,
1974-04,194.518,
1974-05,195.265,
1974-06,196.377,
1974-07,197.330,
1974-08,197.943,
1974-09,198.247,
1974-10,199.489,
1974-11,204.069,
1974-12,210.856,
1975-01,212.788,
1975-02,214.531,
1975-03,215.504,
1975-04,217.919,
1975-05,219.572,
1975-06,220.837,
1975-07,222.524,
1975-08,224.791,
1975-09,225.800,
1975-10,227.187,
1975-11,232.611,
1975-12,239.444,
1976-01,241.405,
1976-02,242.955,
1976-03,242.888,
1976-04,243.811,
1976-05,246.191,
1976-06,247.904,
1976-07,248.613,
1976-08,249.963,
1976-09,249.901,
1976-10,252.017,
1976-11,257.243,
1976-12,262.788,
1977-01,265.596,
1977-02,267.683,
1977-03,267.426,
1977-04,269.030,
1977-05,270.989,
1977-06,272.138,
1977-07,273.031,
1977-08,274.441,
1977-09,274.517,
1977-10,277.458,
1977-11,283.487,
1977-12,288.873,
1978-01,290.273,
1978-02,291.981,
1978-03,291.234,
1978-04,293.600,
1978-05,295.500,
1978-06,296.805,
1978-07,299.557,
1978-08,301.257,
1978-09,301.677,
1978-10,304.903,
1978-11,311.328,
1978-12,318.001,
1979-01,319.521,
1979-02,321.845,
1979-03,321.471,
1979-04,323.288,
1979-05,325.289,
1979-06,325.982,
1979-07,327.878,
1979-08,328.582,
1979-09,329.626,
1979-10,332.007,
1979-11,337.878,
1979-12,347.362,
1980-01,346.735,
