"",BBK01.QUY094,BBK01.QUY094_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Ecuador / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:25,
2002-03,0.065,
2002-04,0.063,
2002-05,0.052,
2002-06,0.051,
2002-07,0.091,
2002-08,0.068,
2002-09,0.068,
2002-10,0.056,
2002-11,0.063,
2002-12,0.059,
2003-01,0.055,
2003-02,0.055,
2003-03,0.084,
2003-04,0.083,
2003-05,0.090,
2003-06,0.087,
2003-07,0.087,
2003-08,0.089,
2003-09,0.082,
2003-10,0.074,
2003-11,0.074,
2003-12,0.074,
2004-01,0.079,
2004-02,0.069,
2004-03,0.081,
2004-04,0.088,
2004-05,0.070,
2004-06,0.074,
2004-07,0.075,
2004-08,0.079,
2004-09,0.087,
2004-10,0.097,
2004-11,0.088,
2004-12,0.107,
2005-01,0.132,
2005-02,0.129,
2005-03,0.130,
2005-04,0.140,
2005-05,0.136,
2005-06,0.132,
2005-07,0.129,
2005-08,0.121,
2005-09,0.106,
2005-10,0.143,
2005-11,0.125,
2005-12,0.128,
2006-01,0.112,
2006-02,0.145,
2006-03,0.160,
2006-04,0.119,
2006-05,0.127,
2006-06,0.091,
2006-07,0.098,
2006-08,0.077,
2006-09,0.123,
2006-10,0.111,
2006-11,0.101,
2006-12,0.073,
2007-01,0.107,
2007-02,0.102,
2007-03,0.071,
2007-04,0.070,
2007-05,0.069,
2007-06,0.066,
2007-07,0.070,
2007-08,0.074,
2007-09,0.066,
2007-10,0.065,
2007-11,0.065,
2007-12,0.093,
2008-01,0.078,
2008-02,0.064,
2008-03,0.060,
2008-04,0.074,
2008-05,0.056,
2008-06,0.054,
2008-07,0.050,
2008-08,0.071,
2008-09,0.064,
2008-10,0.148,
2008-11,0.077,
2008-12,0.063,
2009-01,0.064,
2009-02,0.061,
2009-03,0.050,
2009-04,0.046,
2009-05,0.042,
2009-06,0.040,
2009-07,0.039,
2009-08,0.039,
2009-09,0.038,
2009-10,0.038,
2009-11,0.039,
2009-12,0.044,
2010-01,0.041,
2010-02,0.058,
2010-03,0.035,
2010-04,0.038,
2010-05,0.040,
2010-06,0.044,
2010-07,0.068,
2010-08,0.056,
2010-09,0.103,
2010-10,0.083,
2010-11,0.091,
2010-12,0.084,
2011-01,0.068,
2011-02,0.088,
2011-03,0.050,
2011-04,0.049,
2011-05,0.056,
2011-06,0.105,
2011-07,0.112,
2011-08,0.141,
2011-09,0.151,
2011-10,0.153,
2011-11,0.147,
2011-12,0.114,
2012-01,0.205,
2012-02,0.256,
2012-03,0.451,
2012-04,0.341,
2012-05,0.341,
2012-06,0.426,
2012-07,0.330,
2012-08,0.466,
2012-09,0.354,
2012-10,0.586,
2012-11,0.622,
2012-12,0.520,
2013-01,0.508,
2013-02,0.509,
2013-03,0.455,
2013-04,0.759,
2013-05,0.776,
2013-06,0.572,
2013-07,0.514,
2013-08,0.595,
2013-09,0.526,
2013-10,0.535,
2013-11,0.519,
2013-12,0.579,
2014-01,0.524,
2014-02,0.476,
2014-03,0.570,
2014-04,0.501,
2014-05,0.548,
2014-06,0.433,
2014-07,0.484,
2014-08,0.301,
2014-09,0.328,
2014-10,0.517,
