"",BBK01.OEAF33H,BBK01.OEAF33H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:29,
2002-01,140.517,
2002-04,139.749,
2002-07,140.279,
2002-10,140.993,
2003-01,140.933,
2003-04,140.909,
2003-07,139.077,
2003-10,139.272,
2004-01,137.422,
2004-04,137.502,
2004-07,137.702,
2004-10,137.339,
2005-01,137.912,
2005-04,137.614,
2005-07,137.668,
2005-10,137.464,
2006-01,136.982,
2006-04,136.028,
2006-07,135.961,
2006-10,134.694,
2007-01,133.098,
2007-04,132.014,
2007-07,131.322,
2007-10,126.389,
2008-01,124.325,
2008-04,123.210,
2008-07,122.120,
2008-10,120.471,
2009-01,118.829,
2009-04,106.720,
2009-07,106.819,
2009-10,105.746,
2010-01,105.494,
2010-04,105.949,
2010-07,106.285,
2010-10,106.930,
2011-01,106.235,
2011-04,106.684,
2011-07,107.493,
2011-10,107.833,
2012-01,107.938,
2012-04,108.990,
2012-07,110.446,
2012-10,111.125,
2013-01,111.812,
2013-04,113.363,
2013-07,114.603,
2013-10,115.779,
2014-01,116.148,
2014-04,117.698,
2014-07,119.728,
