"",BBK01.QUF507,BBK01.QUF507_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to non-residents / Slovenia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:29,
2003-12,0.207,
2004-01,0.187,
2004-02,0.201,
2004-03,0.202,
2004-04,0.168,
2004-05,0.195,
2004-06,0.228,
2004-07,0.259,
2004-08,0.245,
2004-09,0.233,
2004-10,0.257,
2004-11,0.227,
2004-12,0.232,
2005-01,0.264,
2005-02,0.231,
2005-03,0.282,
2005-04,0.274,
2005-05,0.330,
2005-06,0.327,
2005-07,0.401,
2005-08,0.312,
2005-09,0.384,
2005-10,0.323,
2005-11,0.375,
2005-12,0.344,
2006-01,0.465,
2006-02,0.520,
2006-03,0.483,
2006-04,0.408,
2006-05,0.349,
2006-06,0.485,
2006-07,0.288,
2006-08,0.369,
2006-09,0.538,
2006-10,0.518,
2006-11,0.432,
2006-12,0.657,
2007-01,0.032,
2007-02,0.033,
2007-03,0.043,
2007-04,0.035,
2007-05,0.031,
2007-06,0.032,
2007-07,0.032,
2007-08,0.022,
2007-09,0.019,
2007-10,0.023,
2007-11,0.035,
2007-12,0.568,
2008-01,0.681,
2008-02,0.655,
2008-03,0.687,
2008-04,0.721,
2008-05,0.724,
2008-06,0.793,
2008-07,0.807,
2008-08,0.921,
2008-09,0.967,
2008-10,0.942,
2008-11,0.985,
2008-12,0.886,
2009-01,0.835,
2009-02,0.722,
2009-03,0.772,
2009-04,0.792,
2009-05,0.802,
2009-06,0.738,
2009-07,0.768,
2009-08,0.706,
2009-09,0.652,
2009-10,0.639,
2009-11,0.651,
2009-12,0.001,
2010-01,0.001,
2010-02,0.001,
2010-03,0.001,
2010-04,0.001,
2010-05,0.001,
2010-06,0.001,
2010-07,0.001,
2010-08,0.001,
2010-09,0.001,
2010-10,0.000,
2010-11,0.001,
2010-12,0.001,
2011-01,0.003,
2011-02,0.003,
2011-03,0.004,
2011-04,0.002,
2011-05,0.002,
2011-06,0.002,
2011-07,0.001,
2011-08,0.001,
2011-09,0.001,
2011-10,0.002,
2011-11,0.002,
2011-12,0.001,
2012-01,0.003,
2012-02,0.003,
2012-03,0.004,
2012-04,0.004,
2012-05,0.003,
2012-06,0.002,
2012-07,0.002,
2012-08,0.002,
2012-09,0.002,
2012-10,0.002,
2012-11,0.002,
2012-12,0.002,
2013-01,0.002,
2013-02,0.002,
2013-03,0.002,
2013-04,0.004,
2013-05,0.002,
2013-06,0.002,
2013-07,0.003,
2013-08,0.002,
2013-09,0.001,
2013-10,0.001,
2013-11,0.001,
2013-12,0.001,
2014-01,0.001,
2014-02,0.001,
2014-03,0.001,
2014-04,0.001,
2014-05,0.001,
2014-06,0.001,
2014-07,0.001,
2014-08,0.001,
2014-09,0.001,
2014-10,0.001,
2014-11,0.001,
