"",BBK01.OUD323,BBK01.OUD323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:36,
1999-01,4.641,
1999-02,4.286,
1999-03,3.901,
1999-04,4.065,
1999-05,4.092,
1999-06,4.088,
1999-07,4.006,
1999-08,4.042,
1999-09,4.041,
1999-10,4.100,
1999-11,4.150,
1999-12,4.214,
2000-01,4.183,
2000-02,4.115,
2000-03,4.082,
2000-04,4.115,
2000-05,15.387,
2000-06,15.110,
2000-07,14.817,
2000-08,14.585,
2000-09,14.577,
2000-10,14.534,
2000-11,14.538,
2000-12,14.076,
2001-01,13.272,
2001-02,13.089,
2001-03,12.838,
2001-04,12.373,
2001-05,12.394,
2001-06,11.956,
2001-07,11.885,
2001-08,11.404,
2001-09,11.197,
2001-10,11.165,
2001-11,11.353,
2001-12,11.128,
2002-01,11.151,
2002-02,10.849,
2002-03,10.814,
2002-04,10.794,
2002-05,10.642,
2002-06,10.687,
2002-07,10.767,
2002-08,10.697,
2002-09,10.702,
2002-10,10.679,
2002-11,10.520,
2002-12,10.154,
2003-01,10.049,
2003-02,9.461,
2003-03,9.443,
2003-04,9.227,
2003-05,9.226,
2003-06,9.255,
2003-07,9.315,
2003-08,10.038,
2003-09,10.002,
2003-10,12.821,
2003-11,12.754,
2003-12,12.120,
2004-01,12.104,
2004-02,12.502,
2004-03,9.184,
2004-04,8.719,
2004-05,8.726,
2004-06,8.726,
2004-07,8.166,
2004-08,8.128,
2004-09,8.053,
2004-10,8.137,
2004-11,8.219,
2004-12,4.297,
2005-01,4.435,
2005-02,4.440,
2005-03,4.438,
2005-04,4.616,
2005-05,4.527,
2005-06,4.551,
2005-07,4.582,
2005-08,3.972,
2005-09,3.974,
2005-10,2.778,
2005-11,3.545,
2005-12,3.512,
2006-01,3.432,
2006-02,3.478,
2006-03,3.797,
2006-04,3.796,
2006-05,3.814,
2006-06,3.998,
2006-07,3.557,
2006-08,4.140,
2006-09,3.885,
2006-10,3.702,
2006-11,5.066,
2006-12,3.102,
2007-01,3.003,
2007-02,3.014,
2007-03,3.028,
2007-04,3.250,
2007-05,3.397,
2007-06,3.409,
2007-07,5.314,
2007-08,4.392,
2007-09,4.085,
2007-10,4.241,
2007-11,3.503,
2007-12,3.509,
2008-01,3.658,
2008-02,3.417,
2008-03,3.188,
2008-04,3.308,
2008-05,3.531,
2008-06,3.381,
2008-07,3.402,
2008-08,3.317,
2008-09,3.341,
2008-10,3.339,
2008-11,2.628,
2008-12,2.423,
2009-01,2.502,
2009-02,2.397,
2009-03,2.694,
2009-04,2.618,
2009-05,1.981,
2009-06,1.909,
2009-07,1.861,
2009-08,1.866,
2009-09,2.810,
2009-10,3.025,
2009-11,3.944,
2009-12,4.019,
2010-01,5.675,
2010-02,9.244,
2010-03,9.338,
2010-04,9.086,
2010-05,8.701,
2010-06,8.426,
2010-07,8.148,
2010-08,7.902,
2010-09,7.811,
2010-10,8.008,
2010-11,8.570,
2010-12,9.246,
2011-01,9.022,
2011-02,8.865,
2011-03,8.451,
2011-04,8.621,
2011-05,8.674,
2011-06,9.714,
2011-07,9.700,
2011-08,14.473,
2011-09,14.403,
2011-10,14.308,
2011-11,14.261,
2011-12,14.694,
2012-01,14.435,
2012-02,14.114,
2012-03,13.652,
2012-04,13.511,
2012-05,13.521,
2012-06,13.323,
2012-07,14.067,
2012-08,14.103,
2012-09,13.911,
2012-10,13.798,
2012-11,13.398,
2012-12,14.443,
2013-01,14.063,
2013-02,13.454,
2013-03,13.244,
2013-04,13.111,
2013-05,13.800,
2013-06,14.301,
2013-07,14.639,
2013-08,14.073,
2013-09,13.935,
2013-10,14.174,
2013-11,14.984,
2013-12,14.911,
2014-01,14.673,
2014-02,14.474,
2014-03,14.202,
2014-04,14.017,
2014-05,13.903,
2014-06,13.535,
2014-07,13.317,
2014-08,14.218,
2014-09,12.630,
2014-10,13.998,
2014-11,13.962,
2014-12,14.216,Provisional value
