"",BBEX3.A.SAR.EUR.CA.AA.A04,BBEX3.A.SAR.EUR.CA.AA.A04_FLAGS
"",Exchange rates for the euro in Saudi Arabia / EUR 1 = SAR ... (buying),
unit,SAR (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:16:09,
1999,3.9477,
2000,3.4236,
2001,3.3115,
2002,3.5319,
2003,4.2357,
2004,4.6232,
2005,4.5968,
2006,4.6803,
2007,5.1140,
2008,5.4312,
2009,5.1237,
2010,4.8754,
2011,5.1248,
2012,4.7491,
2013,4.8695,
2014,4.8249,
"","Source: The Saudi British Bank, Riyadh",
"",Methodology: Calculated on the basis of month-end rates.,
