"",BBK01.OUO178,BBK01.OUO178_FLAGS
"",Deposits of non-banks (non-MFIs) / Time deposits / for more than 1 year / Banks majority-owned by foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:26,
1985-12,0.803,
1986-01,0.813,
1986-02,1.000,
1986-03,0.998,
1986-04,1.021,
1986-05,1.835,
1986-06,1.815,
1986-07,1.828,
1986-08,1.857,
1986-09,1.871,
1986-10,1.913,
1986-11,1.908,
1986-12,1.939,
1987-01,1.979,
1987-02,1.989,
1987-03,2.220,
1987-04,2.198,
1987-05,2.180,
1987-06,2.155,
1987-07,2.110,
1987-08,2.111,
1987-09,2.144,
1987-10,2.104,
1987-11,2.081,
1987-12,2.028,
1988-01,2.009,
1988-02,2.029,
1988-03,2.036,
1988-04,2.322,
1988-05,2.363,
1988-06,2.400,
1988-07,2.372,
1988-08,2.442,
1988-09,2.391,
1988-10,2.382,
1988-11,2.321,
1988-12,1.917,
1989-01,1.673,
1989-02,1.648,
1989-03,1.664,
1989-04,1.679,
1989-05,1.741,
1989-06,1.750,
1989-07,1.761,
1989-08,1.817,
1989-09,2.053,
1989-10,2.178,
1989-11,2.166,
1989-12,2.341,
1990-01,2.493,
1990-02,2.549,
1990-03,2.569,
1990-04,2.618,
1990-05,2.701,
1990-06,2.736,
1990-07,2.769,
1990-08,2.919,
1990-09,2.938,
1990-10,3.017,
1990-11,3.060,
1990-12,3.063,
1991-01,3.133,
1991-02,3.187,
1991-03,3.324,
1991-04,3.517,
1991-05,3.566,
1991-06,3.644,
1991-07,3.877,
1991-08,3.966,
1991-09,3.977,
1991-10,3.990,
1991-11,4.005,
1991-12,4.070,
1992-01,4.050,
1992-02,4.130,
1992-03,4.177,
1992-04,4.147,
1992-05,4.135,
1992-06,4.238,
1992-07,4.506,
1992-08,4.424,
1992-09,4.460,
1992-10,4.424,
1992-11,4.487,
1992-12,7.227,
1993-01,7.170,
1993-02,7.324,
1993-03,7.361,
1993-04,7.348,
1993-05,7.448,
1993-06,7.487,
1993-07,7.618,
1993-08,7.394,
1993-09,7.366,
1993-10,7.429,
1993-11,7.417,
1993-12,7.332,
1994-01,7.383,
1994-02,7.594,
1994-03,7.915,
1994-04,7.999,
1994-05,8.096,
1994-06,8.282,
1994-07,9.930,
1994-08,10.005,
1994-09,10.145,
1994-10,10.140,
1994-11,10.283,
1994-12,10.044,
1995-01,9.633,
1995-02,9.653,
1995-03,9.570,
1995-04,9.674,
1995-05,9.730,
1995-06,9.789,
1995-07,9.873,
1995-08,9.941,
1995-09,10.008,
1995-10,10.019,
1995-11,9.995,
1995-12,10.138,
1996-01,10.170,
1996-02,10.486,
1996-03,11.064,
1996-04,11.855,
1996-05,11.871,
1996-06,12.178,
1996-07,12.213,
1996-08,12.460,
1996-09,12.729,
1996-10,12.861,
1996-11,12.952,
1996-12,13.223,
1997-01,13.445,
1997-02,13.650,
1997-03,13.728,
1997-04,14.016,
1997-05,14.296,
1997-06,14.547,
1997-07,15.390,
1997-08,15.582,
1997-09,15.101,
1997-10,15.924,
1997-11,16.306,
1997-12,16.294,
1998-01,16.434,
1998-02,17.004,
1998-03,16.994,
1998-04,17.235,
1998-05,17.211,
1998-06,17.358,
1998-07,16.697,
1998-08,17.957,
1998-09,17.623,
1998-10,17.594,
1998-11,17.502,
1998-12,17.600,
1999-01,8.878,
1999-02,9.103,
1999-03,9.192,
1999-04,9.313,
1999-05,9.314,
1999-06,9.334,
1999-07,9.271,
1999-08,9.372,
1999-09,9.398,
1999-10,9.487,
1999-11,9.618,
1999-12,9.831,
2000-01,9.938,
2000-02,9.666,
2000-03,9.691,
2000-04,9.863,
2000-05,9.715,
2000-06,9.755,
2000-07,9.707,
2000-08,9.845,
2000-09,9.902,
2000-10,9.903,
2000-11,9.921,
2000-12,10.037,
2001-01,13.720,
2001-02,13.648,
2001-03,14.166,
2001-04,14.085,
2001-05,14.503,
2001-06,14.518,
2001-07,14.687,
2001-08,14.975,
2001-09,15.130,
2001-10,15.448,
2001-11,15.373,
2001-12,15.527,
2002-01,15.946,
2002-02,16.013,
2002-03,16.256,
2002-04,16.493,
2002-05,27.427,
2002-06,24.771,
2002-07,25.191,
2002-08,25.131,
2002-09,25.105,
2002-10,24.953,
2002-11,24.903,
2002-12,24.485,
2003-01,23.837,
2003-02,23.589,
2003-03,23.394,
2003-04,22.848,
2003-05,22.699,
2003-06,22.596,
2003-07,22.969,
2003-08,23.099,
2003-09,22.511,
2003-10,22.937,
2003-11,22.197,
2003-12,22.137,
2004-01,21.268,
2004-02,20.998,
2004-03,21.240,
2004-04,21.281,
2004-05,21.526,
2004-06,21.902,
2004-07,22.550,
2004-08,22.794,
2004-09,23.408,
2004-10,23.562,
2004-11,25.178,
2004-12,25.930,
2005-01,26.116,
2005-02,26.954,
2005-03,26.935,
2005-04,27.333,
2005-05,27.552,
2005-06,27.540,
2005-07,28.112,
2005-08,28.550,
2005-09,28.759,
2005-10,29.138,
2005-11,29.555,
2005-12,60.481,
2006-01,60.955,
2006-02,61.056,
2006-03,63.383,
2006-04,63.669,
2006-05,64.420,
2006-06,64.636,
2006-07,65.049,
2006-08,65.248,
2006-09,65.045,
2006-10,64.964,
2006-11,64.656,
2006-12,64.142,
2007-01,64.476,
2007-02,64.710,
2007-03,64.298,
2007-04,64.360,
2007-05,64.277,
2007-06,64.959,
2007-07,65.243,
2007-08,66.381,
2007-09,67.345,
2007-10,67.294,
2007-11,66.544,
2007-12,67.651,
2008-01,67.772,
2008-02,66.973,
2008-03,59.203,
2008-04,59.889,
2008-05,60.486,
2008-06,60.797,
2008-07,60.846,
2008-08,60.913,
2008-09,60.867,
2008-10,60.518,
2008-11,60.590,
2008-12,72.653,
2009-01,71.809,
2009-02,71.694,
2009-03,72.029,
2009-04,73.385,
2009-05,72.615,
