"",BBK01.OEBB08V,BBK01.OEBB08V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:12,
2002-01,13.396,
2002-04,13.499,
2002-07,13.685,
2002-10,13.591,
2003-01,13.464,
2003-04,13.335,
2003-07,13.337,
2003-10,13.323,
2004-01,13.307,
2004-04,13.300,
2004-07,13.372,
2004-10,13.068,
2005-01,14.189,
2005-04,14.148,
2005-07,14.196,
2005-10,14.124,
2006-01,14.083,
2006-04,14.083,
2006-07,14.088,
2006-10,14.242,
2007-01,14.199,
2007-04,14.192,
2007-07,14.233,
2007-10,14.531,
2008-01,14.231,
2008-04,14.272,
2008-07,14.293,
2008-10,14.397,
2009-01,14.412,
2009-04,17.904,
2009-07,17.709,
2009-10,17.740,
2010-01,17.672,
2010-04,17.562,
2010-07,15.923,
2010-10,15.944,
2011-01,16.541,
2011-04,16.480,
2011-07,16.472,
2011-10,16.420,
2012-01,16.409,
2012-04,16.479,
2012-07,16.434,
2012-10,16.551,
2013-01,16.614,
2013-04,16.572,
2013-07,16.528,
2013-10,16.843,
2014-01,17.044,
2014-04,17.667,
2014-07,17.704,
