"",BBK01.OUM141,BBK01.OUM141_FLAGS
"",Deposits and borrowing from non-profit institutions / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:30,
1968-12,0.061,
1969-01,0.063,
1969-02,0.067,
1969-03,0.069,
1969-04,0.070,
1969-05,0.069,
1969-06,0.068,
1969-07,0.070,
1969-08,0.070,
1969-09,0.069,
1969-10,0.070,
1969-11,0.070,
1969-12,0.072,
1970-01,0.075,
1970-02,0.075,
1970-03,0.075,
1970-04,0.074,
1970-05,0.076,
1970-06,0.074,
1970-07,0.076,
1970-08,0.076,
1970-09,0.076,
1970-10,0.077,
1970-11,0.076,
1970-12,0.076,
1971-01,0.072,
1971-02,0.067,
1971-03,0.067,
1971-04,0.065,
1971-05,0.059,
1971-06,0.057,
1971-07,0.063,
1971-08,0.066,
1971-09,0.070,
1971-10,0.076,
1971-11,0.076,
1971-12,0.087,
1972-01,0.087,
1972-02,0.087,
1972-03,0.093,
1972-04,0.091,
1972-05,0.095,
1972-06,0.096,
1972-07,0.093,
1972-08,0.092,
1972-09,0.093,
1972-10,0.100,
1972-11,0.100,
1972-12,0.103,
1973-01,0.101,
1973-02,0.104,
1973-03,0.106,
1973-04,0.107,
1973-05,0.101,
1973-06,0.107,
1973-07,0.104,
1973-08,0.105,
1973-09,0.109,
1973-10,0.117,
1973-11,0.122,
1973-12,0.128,
1974-01,0.128,
1974-02,0.131,
1974-03,0.135,
1974-04,0.131,
1974-05,0.136,
1974-06,0.137,
1974-07,0.150,
1974-08,0.160,
1974-09,0.157,
1974-10,0.157,
1974-11,0.161,
1974-12,0.166,
1975-01,0.163,
1975-02,0.171,
1975-03,0.174,
1975-04,0.180,
1975-05,0.185,
1975-06,0.178,
1975-07,0.179,
1975-08,0.181,
1975-09,0.182,
1975-10,0.182,
1975-11,0.188,
1975-12,0.190,
1976-01,0.187,
1976-02,0.187,
1976-03,0.190,
1976-04,0.196,
1976-05,0.189,
1976-06,0.185,
1976-07,0.193,
1976-08,0.197,
1976-09,0.192,
1976-10,0.195,
1976-11,0.194,
1976-12,0.208,
1977-01,0.203,
1977-02,0.205,
1977-03,0.207,
1977-04,0.210,
1977-05,0.206,
1977-06,0.204,
1977-07,0.199,
1977-08,0.204,
1977-09,0.205,
1977-10,0.206,
1977-11,0.204,
1977-12,0.207,
1978-01,0.215,
1978-02,0.222,
1978-03,0.224,
1978-04,0.219,
1978-05,0.231,
1978-06,0.234,
1978-07,0.243,
1978-08,0.246,
1978-09,0.247,
1978-10,0.256,
1978-11,0.260,
1978-12,0.264,
1979-01,0.270,
1979-02,0.271,
1979-03,0.274,
1979-04,0.277,
1979-05,0.300,
1979-06,0.307,
1979-07,0.310,
1979-08,0.311,
1979-09,0.318,
1979-10,0.319,
1979-11,0.324,
1979-12,0.332,
1980-01,0.328,
1980-02,0.318,
1980-03,0.319,
1980-04,0.318,
1980-05,0.320,
1980-06,0.306,
1980-07,0.311,
1980-08,0.313,
1980-09,0.317,
1980-10,0.329,
1980-11,0.345,
1980-12,0.370,
1981-01,0.374,
1981-02,0.374,
