"",BBK01.WZ3417,BBK01.WZ3417_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 18.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:38,
1986-06,6.20,
1986-07,6.17,
1986-08,5.99,
1986-09,6.39,
1986-10,6.65,
1986-11,6.28,
1986-12,6.31,
1987-01,6.29,
1987-02,6.48,
1987-03,6.11,
1987-04,6.13,
1987-05,6.19,
1987-06,6.65,
1987-07,6.87,
1987-08,6.99,
1987-09,7.32,
1987-10,6.90,
1987-11,6.89,
1987-12,7.02,
1988-01,7.20,
1988-02,6.87,
1988-03,6.93,
1988-04,7.12,
1988-05,7.30,
1988-06,7.26,
1988-07,7.34,
1988-08,7.27,
1988-09,7.05,
1988-10,6.82,
1988-11,6.95,
1988-12,6.92,
1989-01,6.96,
1989-02,7.12,
1989-03,7.13,
1989-04,6.99,
1989-05,7.10,
1989-06,6.89,
1989-07,6.75,
1989-08,6.92,
1989-09,7.06,
1989-10,7.15,
1989-11,7.28,
1989-12,7.28,
1990-01,7.67,
1990-02,8.41,
1990-03,8.32,
1990-04,8.82,
1990-05,8.68,
1990-06,8.58,
1990-07,8.43,
1990-08,8.82,
1990-09,8.95,
1990-10,8.81,
1990-11,8.61,
1990-12,9.09,
1991-01,8.36,
1991-02,8.13,
1991-03,8.22,
1991-04,8.09,
1991-05,8.04,
1991-06,8.26,
1991-07,8.45,
1991-08,8.17,
1991-09,8.13,
1991-10,8.03,
1991-11,7.88,
1991-12,7.73,
1992-01,7.55,
1992-02,7.59,
1992-03,7.61,
1992-04,7.80,
1992-05,7.78,
1992-06,7.88,
1992-07,7.88,
1992-08,7.68,
1992-09,7.27,
1992-10,7.24,
1992-11,7.17,
1992-12,7.10,
1993-01,7.02,
1993-02,6.83,
1993-03,6.90,
1993-04,6.93,
1993-05,6.99,
1993-06,6.83,
1993-07,6.69,
1993-08,6.36,
1993-09,6.41,
1993-10,6.21,
1993-11,6.23,
1993-12,6.10,
1994-01,6.15,
1994-02,6.68,
1994-03,6.85,
1994-04,7.12,
1994-05,7.42,
1994-06,7.35,
1994-07,7.33,
1994-08,7.62,
1994-09,7.85,
1994-10,7.83,
1994-11,7.65,
1994-12,7.83,
1995-01,7.64,
1995-02,7.56,
1995-03,7.60,
1995-04,7.44,
1995-05,7.11,
1995-06,7.43,
1995-07,7.30,
1995-08,7.22,
1995-09,7.25,
1995-10,7.06,
1995-11,6.80,
1995-12,6.64,
1996-01,6.48,
1996-02,7.00,
1996-03,7.02,
1996-04,6.88,
1996-05,7.04,
1996-06,7.07,
1996-07,6.90,
1996-08,6.96,
1996-09,6.69,
1996-10,6.60,
1996-11,6.38,
1996-12,6.45,
1997-01,6.42,
1997-02,6.07,
1997-03,6.46,
1997-04,6.42,
1997-05,6.54,
1997-06,6.26,
1997-07,6.02,
1997-08,6.19,
1997-09,5.97,
1997-10,6.04,
1997-11,5.90,
1997-12,5.71,
1998-01,5.46,
1998-02,5.33,
1998-03,5.30,
1998-04,5.45,
1998-05,5.28,
1998-06,5.18,
1998-07,5.07,
1998-08,4.79,
1998-09,4.60,
1998-10,4.82,
1998-11,4.58,
1998-12,4.55,
1999-01,4.29,
1999-02,4.65,
1999-03,4.72,
1999-04,4.55,
1999-05,4.83,
1999-06,5.12,
1999-07,5.28,
1999-08,5.46,
1999-09,5.60,
1999-10,5.58,
1999-11,5.57,
1999-12,5.72,
2000-01,5.87,
2000-02,5.74,
2000-03,5.48,
2000-04,5.59,
2000-05,5.44,
2000-06,5.45,
2000-07,5.40,
2000-08,5.42,
2000-09,5.46,
2000-10,5.46,
2000-11,5.34,
2000-12,5.22,
2001-01,5.20,
2001-02,5.14,
2001-03,5.16,
2001-04,5.42,
2001-05,5.61,
