"",BBK01.TSD320,BBK01.TSD320_FLAGS
"",Monetary capital formation / Deposits / Redeemable at notice of over 3 months / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:16,
1999-01,120.6,
1999-02,118.9,
1999-03,118.3,
1999-04,117.3,
1999-05,114.2,
1999-06,112.8,
1999-07,110.8,
1999-08,110.1,
1999-09,110.6,
1999-10,109.9,
1999-11,109.6,
1999-12,109.4,
2000-01,109.5,
2000-02,110.5,
2000-03,111.3,
2000-04,112.0,
2000-05,113.8,
2000-06,115.5,
2000-07,116.6,
2000-08,118.5,
2000-09,120.4,
2000-10,121.0,
2000-11,122.1,
2000-12,122.3,
2001-01,123.3,
2001-02,123.3,
2001-03,122.9,
2001-04,122.2,
2001-05,121.6,
2001-06,120.9,
2001-07,119.8,
2001-08,118.7,
2001-09,117.7,
2001-10,115.7,
2001-11,114.1,
2001-12,112.2,
2002-01,109.4,
2002-02,108.3,
2002-03,107.2,
2002-04,106.4,
2002-05,105.8,
2002-06,105.7,
2002-07,105.9,
2002-08,106.2,
2002-09,105.6,
2002-10,104.6,
2002-11,103.3,
2002-12,102.4,
2003-01,100.4,
2003-02,99.1,
2003-03,97.6,
2003-04,96.0,
2003-05,94.8,
2003-06,93.6,
2003-07,91.9,
2003-08,90.5,
2003-09,90.2,
2003-10,89.8,
2003-11,89.2,
2003-12,89.3,
2004-01,88.2,
2004-02,87.8,
2004-03,87.7,
2004-04,87.3,
2004-05,86.8,
2004-06,86.6,
2004-07,87.1,
2004-08,87.2,
2004-09,87.3,
2004-10,87.3,
2004-11,87.4,
2004-12,87.6,
2005-01,87.3,
2005-02,87.8,
2005-03,88.3,
2005-04,88.5,
2005-05,88.4,
2005-06,87.9,
2005-07,87.5,
2005-08,86.7,
2005-09,85.5,
2005-10,84.3,
2005-11,83.8,
2005-12,83.8,
2006-01,84.4,
2006-02,84.7,
2006-03,85.5,
2006-04,86.4,
2006-05,87.9,
2006-06,89.4,
2006-07,90.8,
2006-08,92.5,
2006-09,94.0,
2006-10,95.6,
2006-11,97.5,
2006-12,98.6,
2007-01,100.3,
2007-02,102.4,
2007-03,103.9,
2007-04,104.9,
2007-05,105.1,
2007-06,105.9,
2007-07,106.8,
2007-08,107.3,
2007-09,108.1,
2007-10,108.6,
2007-11,108.8,
2007-12,109.0,
2008-01,108.8,
2008-02,108.0,
2008-03,105.9,
2008-04,105.3,
2008-05,104.3,
2008-06,103.7,
2008-07,103.4,
2008-08,102.5,
2008-09,101.7,
2008-10,104.1,
2008-11,107.1,
2008-12,110.1,
2009-01,110.1,
2009-02,110.2,
2009-03,110.9,
2009-04,112.5,
2009-05,114.4,
2009-06,115.6,
2009-07,117.0,
2009-08,118.0,
2009-09,119.5,
2009-10,121.2,
2009-11,121.4,
2009-12,119.8,
2010-01,118.2,
2010-02,117.6,
2010-03,117.6,
2010-04,116.3,
2010-05,114.9,
2010-06,113.9,
2010-07,111.9,
2010-08,110.3,
2010-09,108.1,
2010-10,106.0,
2010-11,106.1,
2010-12,105.6,
2011-01,105.2,
2011-02,105.3,
2011-03,105.4,
2011-04,105.1,
2011-05,105.3,
2011-06,105.3,
2011-07,105.5,
2011-08,105.5,
2011-09,105.1,
2011-10,104.3,
2011-11,102.1,
2011-12,101.0,
2012-01,100.2,
2012-02,100.0,
2012-03,99.1,
2012-04,99.1,
2012-05,98.7,
2012-06,97.9,
2012-07,97.1,
2012-08,95.8,
2012-09,94.4,
2012-10,93.0,
2012-11,91.5,
2012-12,89.7,
2013-01,88.0,
2013-02,86.5,
2013-03,85.5,
2013-04,84.3,
2013-05,82.5,
2013-06,81.8,
2013-07,80.9,
2013-08,80.0,
2013-09,79.3,
2013-10,78.8,
2013-11,78.6,
2013-12,78.2,
2014-01,77.8,
2014-02,78.0,
2014-03,77.8,
2014-04,77.9,
2014-05,78.0,
2014-06,77.0,
2014-07,77.8,
2014-08,78.6,
2014-09,79.3,
2014-10,78.6,
2014-11,78.2,
2014-12,76.8,Provisional value
2015-01,77.9,
