"",BBK01.OEAC01M,BBK01.OEAC01M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:30,
2002-01,101.709,
2002-04,101.827,
2002-07,100.849,
2002-10,100.650,
2003-01,101.388,
2003-04,102.162,
2003-07,101.718,
2003-10,100.461,
2004-01,100.401,
2004-04,101.124,
2004-07,100.654,
2004-10,98.217,
2005-01,98.487,
2005-04,98.737,
2005-07,96.027,
2005-10,96.319,
2006-01,96.666,
2006-04,96.588,
2006-07,95.682,
2006-10,97.385,
2007-01,97.484,
2007-04,98.640,
2007-07,100.640,
2007-10,102.666,
2008-01,102.942,
2008-04,103.311,
2008-07,105.261,
2008-10,107.022,
2009-01,108.479,
2009-04,109.362,
2009-07,108.372,
2009-10,108.316,
2010-01,110.433,
2010-04,108.311,
2010-07,108.432,
2010-10,110.891,
2011-01,110.242,
2011-04,112.679,
2011-07,112.348,
2011-10,114.247,
2012-01,113.589,
2012-04,116.569,
2012-07,117.630,
2012-10,117.353,
2013-01,117.755,
2013-04,117.403,
2013-07,117.148,
2013-10,117.085,
2014-01,116.574,
2014-04,116.875,
2014-07,118.807,
