"",BBDE1.M.DE.Y.AEA1.P2XF02000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF02000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Structural engineering work / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:13,
1991-01,138.3,
1991-02,135.6,
1991-03,140.4,
1991-04,142.1,
1991-05,151.5,
1991-06,150.0,
1991-07,150.4,
1991-08,157.5,
1991-09,169.7,
1991-10,159.3,
1991-11,161.2,
1991-12,154.4,
1992-01,161.2,
1992-02,185.1,
1992-03,163.1,
1992-04,163.5,
1992-05,160.6,
1992-06,176.9,
1992-07,164.3,
1992-08,166.4,
1992-09,168.2,
1992-10,169.6,
1992-11,175.7,
1992-12,199.7,
1993-01,169.3,
1993-02,173.0,
1993-03,179.4,
1993-04,179.0,
1993-05,180.4,
1993-06,179.8,
1993-07,192.9,
1993-08,189.2,
1993-09,190.6,
1993-10,209.5,
1993-11,206.5,
1993-12,206.6,
1994-01,220.9,
1994-02,203.2,
1994-03,218.1,
1994-04,212.9,
1994-05,212.0,
1994-06,205.7,
1994-07,201.2,
1994-08,203.8,
1994-09,206.1,
1994-10,211.4,
1994-11,229.1,
1994-12,231.4,
1995-01,234.9,
1995-02,210.9,
1995-03,207.9,
1995-04,211.4,
1995-05,201.9,
1995-06,204.6,
1995-07,204.6,
1995-08,204.0,
1995-09,206.6,
1995-10,202.4,
1995-11,191.2,
1995-12,192.8,
1996-01,189.7,
1996-02,197.5,
1996-03,192.5,
1996-04,185.0,
1996-05,193.3,
1996-06,198.8,
1996-07,194.4,
1996-08,199.1,
1996-09,193.3,
1996-10,186.4,
1996-11,182.1,
1996-12,190.0,
1997-01,174.5,
1997-02,181.2,
1997-03,173.7,
1997-04,160.0,
1997-05,177.2,
1997-06,166.8,
1997-07,166.8,
1997-08,172.2,
1997-09,170.1,
1997-10,169.4,
1997-11,155.4,
1997-12,168.6,
1998-01,160.8,
1998-02,172.1,
1998-03,165.7,
1998-04,163.9,
1998-05,162.6,
1998-06,159.0,
1998-07,167.1,
1998-08,161.3,
1998-09,161.8,
1998-10,153.9,
1998-11,159.6,
1998-12,159.6,
1999-01,166.7,
1999-02,172.0,
1999-03,163.1,
1999-04,165.7,
1999-05,167.6,
1999-06,164.4,
1999-07,161.6,
1999-08,158.5,
1999-09,155.4,
1999-10,160.4,
1999-11,146.4,
1999-12,140.8,
2000-01,154.5,
2000-02,144.2,
2000-03,155.6,
2000-04,150.9,
2000-05,152.1,
2000-06,142.3,
2000-07,142.9,
2000-08,131.1,
2000-09,143.6,
2000-10,135.2,
2000-11,135.5,
2000-12,140.6,
2001-01,145.2,
2001-02,128.7,
2001-03,135.3,
2001-04,140.9,
2001-05,139.8,
2001-06,142.6,
2001-07,128.0,
2001-08,130.3,
2001-09,128.1,
2001-10,124.0,
2001-11,125.5,
2001-12,115.5,
2002-01,117.7,
2002-02,123.5,
2002-03,144.5,
2002-04,119.8,
2002-05,114.0,
2002-06,117.2,
2002-07,112.7,
2002-08,108.5,
2002-09,113.1,
2002-10,100.2,
2002-11,108.0,
2002-12,118.6,
2003-01,106.2,
2003-02,104.7,
2003-03,102.1,
2003-04,103.7,
2003-05,97.3,
2003-06,97.9,
2003-07,103.7,
2003-08,99.1,
2003-09,101.0,
2003-10,100.9,
2003-11,103.0,
2003-12,97.3,
2004-01,103.2,
2004-02,120.7,
2004-03,91.0,
2004-04,93.7,
2004-05,88.2,
2004-06,94.4,
2004-07,94.0,
2004-08,93.1,
2004-09,92.6,
2004-10,94.9,
2004-11,87.3,
2004-12,98.7,
2005-01,85.0,
2005-02,87.2,
2005-03,98.2,
2005-04,85.5,
2005-05,91.2,
2005-06,93.8,
2005-07,90.1,
2005-08,85.1,
2005-09,99.8,
2005-10,93.4,
2005-11,99.1,
2005-12,109.0,
2006-01,92.5,
2006-02,100.3,
2006-03,97.4,
2006-04,101.9,
2006-05,102.2,
2006-06,96.0,
2006-07,101.4,
2006-08,99.9,
2006-09,100.4,
2006-10,100.5,
2006-11,101.3,
2006-12,102.5,
2007-01,106.5,
2007-02,101.3,
2007-03,110.3,
2007-04,107.9,
2007-05,109.1,
2007-06,101.9,
2007-07,114.3,
2007-08,96.6,
2007-09,98.8,
2007-10,115.2,
2007-11,97.0,
2007-12,105.6,
2008-01,124.6,
2008-02,105.3,
2008-03,109.3,
2008-04,117.0,
2008-05,101.3,
2008-06,109.4,
2008-07,104.5,
2008-08,101.9,
2008-09,114.5,
2008-10,102.2,
2008-11,101.1,
2008-12,99.8,
2009-01,92.0,
2009-02,84.4,
2009-03,90.9,
2009-04,92.1,
2009-05,95.3,
2009-06,88.0,
2009-07,95.2,
2009-08,99.3,
2009-09,97.8,
2009-10,96.5,
2009-11,98.5,
2009-12,99.1,
2010-01,88.6,
2010-02,98.4,
2010-03,101.0,
2010-04,101.0,
2010-05,96.8,
2010-06,99.3,
2010-07,102.2,
2010-08,107.4,
2010-09,100.9,
2010-10,102.9,
2010-11,98.9,
2010-12,95.5,
2011-01,105.3,
2011-02,114.2,
2011-03,110.8,
2011-04,107.6,
2011-05,120.3,
2011-06,110.4,
2011-07,108.0,
2011-08,111.7,
2011-09,109.6,
2011-10,113.6,
2011-11,120.9,
2011-12,114.4,
2012-01,120.8,
2012-02,121.9,
2012-03,130.8,
2012-04,122.8,
2012-05,113.8,
2012-06,116.8,
2012-07,115.1,
2012-08,134.2,
2012-09,119.5,
2012-10,130.2,
2012-11,113.8,
2012-12,117.2,
2013-01,119.8,
2013-02,120.0,
2013-03,118.0,
2013-04,125.8,
2013-05,129.9,
2013-06,134.9,
2013-07,131.7,
2013-08,118.7,
2013-09,125.8,
2013-10,126.9,
2013-11,134.3,
2013-12,130.6,
2014-01,140.4,
2014-02,133.8,
2014-03,129.6,
2014-04,128.3,
2014-05,125.6,
2014-06,119.7,
2014-07,130.1,
2014-08,116.8,
2014-09,121.4,
2014-10,127.4,
2014-11,126.7,
2014-12,132.9,
