"",BBK01.OEAH26M,BBK01.OEAH26M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:46,
2002-01,38.919,
2002-04,38.484,
2002-07,38.388,
2002-10,39.612,
2003-01,40.178,
2003-04,40.225,
2003-07,40.582,
2003-10,41.417,
2004-01,41.528,
2004-04,41.431,
2004-07,41.086,
2004-10,42.195,
2005-01,45.262,
2005-04,45.008,
2005-07,44.643,
2005-10,44.981,
2006-01,44.378,
2006-04,43.576,
2006-07,42.428,
2006-10,41.945,
2007-01,40.606,
2007-04,39.602,
2007-07,38.431,
2007-10,38.457,
2008-01,37.681,
2008-04,37.308,
2008-07,36.235,
2008-10,37.168,
2009-01,37.928,
2009-04,37.668,
2009-07,37.606,
2009-10,38.720,
2010-01,39.272,
2010-04,39.682,
2010-07,40.166,
2010-10,41.333,
2011-01,41.874,
2011-04,41.959,
2011-07,41.806,
2011-10,42.482,
2012-01,42.955,
2012-04,42.842,
2012-07,42.594,
2012-10,43.129,
2013-01,43.674,
2013-04,43.819,
2013-07,43.765,
2013-10,44.328,
2014-01,44.459,
2014-04,44.464,
2014-07,44.438,
