"",BBK01.OUL076,BBK01.OUL076_FLAGS
"",Securities portfolios / Bonds and debt securities / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:28,
1965-01,0.884,
1965-02,0.905,
1965-03,0.920,
1965-04,0.934,
1965-05,0.949,
1965-06,0.957,
1965-07,0.979,
1965-08,0.988,
1965-09,0.993,
1965-10,1.003,
1965-11,1.008,
1965-12,1.018,
1966-01,1.019,
1966-02,1.019,
1966-03,1.029,
1966-04,1.032,
1966-05,1.034,
1966-06,1.033,
1966-07,1.036,
1966-08,1.044,
1966-09,1.048,
1966-10,1.058,
1966-11,1.060,
1966-12,1.071,
1967-01,1.101,
1967-02,1.131,
1967-03,1.150,
1967-04,1.182,
1967-05,1.226,
1967-06,1.240,
1967-07,1.288,
1967-08,1.333,
1967-09,1.375,
1967-10,1.397,
1967-11,1.425,
1967-12,1.436,
1968-01,1.552,
1968-02,1.624,
1968-03,1.685,
1968-04,1.735,
1968-05,1.784,
1968-06,1.812,
1968-07,1.866,
1968-08,1.912,
1968-09,1.941,
1968-10,1.965,
1968-11,1.994,
1968-12,1.991,
1969-01,2.109,
1969-02,2.182,
1969-03,2.216,
1969-04,2.228,
1969-05,2.261,
1969-06,2.284,
1969-07,2.313,
1969-08,2.364,
1969-09,2.400,
1969-10,2.441,
1969-11,2.493,
1969-12,2.516,
1970-01,2.511,
1970-02,2.531,
1970-03,2.566,
1970-04,2.607,
1970-05,2.622,
1970-06,2.645,
1970-07,2.686,
1970-08,2.741,
1970-09,2.767,
1970-10,2.795,
1970-11,2.852,
1970-12,2.921,
1971-01,2.967,
1971-02,2.990,
1971-03,3.018,
1971-04,3.091,
1971-05,3.152,
1971-06,3.183,
1971-07,3.218,
1971-08,3.264,
1971-09,3.298,
1971-10,3.313,
1971-11,3.364,
1971-12,3.438,
1972-01,3.729,
1972-02,3.897,
1972-03,3.986,
1972-04,4.036,
1972-05,4.113,
1972-06,4.176,
1972-07,4.241,
1972-08,4.319,
1972-09,4.376,
1972-10,4.395,
1972-11,4.429,
1972-12,4.466,
1973-01,4.465,
1973-02,4.493,
1973-03,4.488,
1973-04,4.424,
1973-05,4.396,
1973-06,4.394,
1973-07,4.399,
1973-08,4.409,
1973-09,4.414,
1973-10,4.413,
1973-11,4.425,
1973-12,4.726,
1974-01,4.688,
1974-02,4.694,
1974-03,4.684,
1974-04,4.730,
1974-05,4.823,
1974-06,4.883,
1974-07,4.967,
1974-08,5.094,
1974-09,5.186,
1974-10,5.297,
1974-11,5.546,
1974-12,5.708,
1975-01,6.022,
1975-02,6.412,
1975-03,6.610,
1975-04,7.031,
1975-05,7.336,
1975-06,7.594,
1975-07,7.838,
1975-08,8.270,
1975-09,8.463,
1975-10,8.635,
1975-11,8.760,
1975-12,8.932,
1976-01,9.362,
1976-02,9.713,
1976-03,9.919,
1976-04,10.015,
1976-05,10.104,
1976-06,10.111,
1976-07,10.176,
1976-08,10.300,
1976-09,10.344,
1976-10,10.395,
1976-11,10.467,
1976-12,10.651,
1977-01,10.835,
1977-02,11.083,
1977-03,11.209,
1977-04,11.232,
1977-05,11.305,
1977-06,11.381,
1977-07,11.521,
1977-08,11.738,
1977-09,11.836,
1977-10,11.972,
1977-11,12.115,
1977-12,12.277,
1978-01,12.726,
1978-02,12.970,
1978-03,12.972,
1978-04,13.013,
1978-05,13.020,
1978-06,13.187,
1978-07,13.225,
1978-08,13.341,
1978-09,13.408,
1978-10,13.455,
1978-11,13.623,
1978-12,13.828,
1979-01,14.060,
1979-02,14.195,
1979-03,14.169,
1979-04,14.179,
1979-05,14.248,
1979-06,14.396,
1979-07,14.442,
1979-08,14.455,
1979-09,14.353,
1979-10,14.324,
1979-11,14.350,
1979-12,14.356,
1980-01,14.350,
1980-02,14.314,
1980-03,14.321,
1980-04,14.455,
1980-05,14.513,
1980-06,14.513,
1980-07,14.611,
1980-08,14.745,
1980-09,14.779,
1980-10,14.953,
1980-11,15.193,
1980-12,15.362,
1981-01,15.552,
1981-02,15.855,
1981-03,16.064,
1981-04,16.194,
1981-05,16.348,
1981-06,16.569,
1981-07,16.717,
1981-08,16.920,
1981-09,17.201,
1981-10,17.344,
1981-11,17.491,
1981-12,17.612,
1982-01,17.678,
1982-02,17.776,
1982-03,18.012,
1982-04,18.126,
1982-05,18.184,
1982-06,18.284,
1982-07,18.424,
1982-08,18.700,
1982-09,19.000,
1982-10,19.529,
1982-11,19.761,
1982-12,20.349,
1983-01,21.037,
1983-02,21.359,
1983-03,21.880,
1983-04,22.100,
1983-05,22.451,
1983-06,22.958,
1983-07,23.106,
1983-08,23.449,
1983-09,23.663,
1983-10,23.885,
1983-11,24.005,
1983-12,24.314,
1984-01,24.519,
1984-02,24.891,
1984-03,24.819,
1984-04,24.886,
1984-05,24.957,
1984-06,24.893,
1984-07,24.944,
1984-08,25.200,
1984-09,25.367,
1984-10,25.539,
1984-11,25.768,
1984-12,25.870,
1985-01,26.128,
1985-02,26.182,
1985-03,26.370,
1985-04,26.485,
1985-05,26.800,
1985-06,26.819,
1985-07,27.227,
1985-08,27.772,
1985-09,27.893,
1985-10,28.011,
1985-11,28.330,
1985-12,32.323,
1986-01,32.836,
1986-02,33.425,
1986-03,33.400,
1986-04,33.421,
1986-05,33.486,
1986-06,33.606,
1986-07,34.087,
1986-08,34.638,
1986-09,34.898,
1986-10,35.158,
1986-11,35.604,
1986-12,35.674,
1987-01,36.702,
1987-02,37.388,
1987-03,37.727,
1987-04,38.047,
1987-05,38.569,
1987-06,38.619,
1987-07,38.915,
1987-08,39.432,
1987-09,40.028,
1987-10,40.592,
1987-11,40.921,
1987-12,41.584,
1988-01,42.417,
1988-02,43.281,
1988-03,43.682,
1988-04,43.790,
1988-05,44.226,
1988-06,44.705,
1988-07,44.663,
1988-08,44.733,
1988-09,45.237,
1988-10,45.177,
1988-11,45.282,
1988-12,45.507,
1989-01,45.547,
1989-02,45.686,
1989-03,45.987,
1989-04,46.068,
1989-05,46.238,
1989-06,46.381,
1989-07,46.139,
1989-08,45.772,
1989-09,45.824,
1989-10,45.750,
1989-11,46.130,
1989-12,46.263,
1990-01,45.651,
1990-02,46.279,
1990-03,46.687,
1990-04,46.535,
1990-05,46.655,
1990-06,46.476,
1990-07,46.376,
1990-08,47.145,
1990-09,47.699,
1990-10,48.734,
1990-11,49.380,
1990-12,49.515,
1991-01,49.145,
1991-02,49.034,
1991-03,49.415,
1991-04,49.500,
1991-05,50.099,
1991-06,50.137,
1991-07,50.197,
1991-08,50.673,
1991-09,50.968,
1991-10,51.363,
1991-11,52.249,
1991-12,52.985,
1992-01,54.105,
1992-02,54.625,
1992-03,55.228,
1992-04,55.211,
1992-05,55.786,
1992-06,56.301,
1992-07,56.957,
1992-08,57.624,
1992-09,58.158,
1992-10,58.791,
1992-11,59.429,
1992-12,60.803,
1993-01,61.560,
1993-02,61.851,
1993-03,62.439,
1993-04,63.258,
1993-05,64.325,
1993-06,64.679,
1993-07,66.248,
1993-08,67.975,
1993-09,68.834,
1993-10,70.056,
1993-11,71.616,
1993-12,73.166,
1994-01,73.833,
1994-02,74.748,
1994-03,77.566,
1994-04,79.835,
1994-05,82.455,
1994-06,84.192,
1994-07,85.076,
1994-08,86.204,
1994-09,86.698,
1994-10,86.791,
1994-11,86.832,
1994-12,86.935,
1995-01,86.231,
1995-02,85.968,
1995-03,84.480,
1995-04,83.900,
1995-05,82.720,
1995-06,83.157,
1995-07,83.148,
1995-08,84.152,
1995-09,84.964,
1995-10,85.204,
1995-11,86.370,
1995-12,86.872,
1996-01,87.011,
1996-02,88.229,
1996-03,89.844,
1996-04,91.474,
1996-05,93.234,
1996-06,94.607,
1996-07,93.477,
1996-08,93.146,
1996-09,93.230,
1996-10,93.488,
1996-11,93.665,
1996-12,94.246,
1997-01,94.293,
1997-02,95.140,
1997-03,97.343,
1997-04,97.802,
1997-05,98.699,
1997-06,98.309,
1997-07,98.746,
1997-08,99.985,
1997-09,99.503,
1997-10,99.031,
1997-11,98.781,
1997-12,96.968,
1998-01,96.125,
1998-02,97.413,
1998-03,99.140,
1998-04,100.483,
1998-05,101.447,
1998-06,100.625,
1998-07,101.010,
1998-08,100.248,
1998-09,99.993,
1998-10,99.857,
1998-11,100.631,
1998-12,99.369,
1999-01,99.868,
1999-02,101.155,
1999-03,101.915,
1999-04,102.298,
1999-05,103.931,
1999-06,104.882,
1999-07,104.466,
1999-08,103.859,
1999-09,103.453,
1999-10,101.674,
1999-11,99.103,
1999-12,93.810,
2000-01,95.308,
2000-02,95.618,
2000-03,95.394,
2000-04,94.883,
2000-05,94.546,
2000-06,93.928,
2000-07,94.093,
2000-08,93.480,
2000-09,92.778,
2000-10,91.520,
2000-11,90.252,
2000-12,88.472,
2001-01,87.966,
2001-02,88.618,
