"",BBK01.OEXB01V,BBK01.OEXB01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:30,
2002-01,10.877,
2002-04,11.233,
2002-07,11.424,
2002-10,11.600,
2003-01,11.503,
2003-04,10.096,
2003-07,10.318,
2003-10,10.442,
2004-01,10.337,
2004-04,9.994,
2004-07,10.055,
2004-10,9.995,
2005-01,10.236,
2005-04,10.213,
2005-07,10.131,
2005-10,10.140,
2006-01,10.202,
2006-04,10.298,
2006-07,10.247,
2006-10,10.586,
2007-01,10.611,
2007-04,10.714,
2007-07,10.754,
2007-10,10.781,
2008-01,10.568,
2008-04,10.599,
2008-07,10.660,
2008-10,11.049,
2009-01,11.085,
2009-04,11.133,
2009-07,11.142,
2009-10,11.416,
2010-01,11.322,
2010-04,11.310,
2010-07,11.355,
2010-10,11.442,
2011-01,11.456,
2011-04,11.445,
2011-07,11.585,
2011-10,11.571,
2012-01,11.528,
2012-04,11.663,
2012-07,11.558,
2012-10,11.720,
2013-01,11.712,
2013-04,11.671,
2013-07,11.650,
2013-10,11.749,
2014-01,11.955,
2014-04,12.359,
2014-07,12.531,
