"",BBK01.OUB192,BBK01.OUB192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:01,
1968-12,14.799,
1969-01,14.885,
1969-02,14.707,
1969-03,14.390,
1969-04,14.861,
1969-05,16.812,
1969-06,15.781,
1969-07,15.498,
1969-08,15.528,
1969-09,17.099,
1969-10,17.686,
1969-11,16.579,
1969-12,17.433,
1970-01,16.579,
1970-02,16.697,
1970-03,15.962,
1970-04,16.974,
1970-05,17.464,
1970-06,17.914,
1970-07,19.120,
1970-08,19.285,
1970-09,18.263,
1970-10,18.944,
1970-11,19.377,
1970-12,20.177,
1971-01,20.294,
1971-02,20.520,
1971-03,20.573,
1971-04,21.975,
1971-05,22.939,
1971-06,21.522,
1971-07,21.220,
1971-08,21.247,
1971-09,21.402,
1971-10,22.438,
1971-11,23.062,
1971-12,24.410,
1972-01,24.332,
1972-02,24.268,
1972-03,22.658,
1972-04,23.092,
1972-05,24.318,
1972-06,24.203,
1972-07,25.120,
1972-08,25.298,
1972-09,24.794,
1972-10,25.802,
1972-11,26.065,
1972-12,28.838,
1973-01,29.520,
1973-02,30.677,
1973-03,29.648,
1973-04,30.762,
1973-05,34.017,
1973-06,32.655,
1973-07,33.411,
1973-08,35.381,
1973-09,35.269,
1973-10,37.276,
1973-11,35.994,
1973-12,35.528,
1974-01,35.567,
1974-02,35.167,
1974-03,32.965,
1974-04,35.271,
1974-05,34.611,
1974-06,32.172,
1974-07,31.215,
1974-08,30.439,
1974-09,29.258,
1974-10,29.995,
1974-11,29.523,
1974-12,31.626,
1975-01,30.619,
1975-02,30.666,
1975-03,28.270,
1975-04,27.780,
1975-05,26.565,
1975-06,25.255,
1975-07,25.590,
1975-08,26.790,
1975-09,24.961,
1975-10,28.337,
1975-11,28.135,
1975-12,30.415,
1976-01,27.819,
1976-02,27.878,
1976-03,26.308,
1976-04,27.142,
1976-05,26.948,
1976-06,26.624,
1976-07,26.697,
1976-08,28.496,
1976-09,28.610,
1976-10,31.487,
1976-11,30.297,
1976-12,33.328,
1977-01,29.944,
1977-02,29.909,
1977-03,28.800,
1977-04,29.253,
1977-05,29.675,
1977-06,28.109,
1977-07,28.249,
1977-08,29.253,
1977-09,29.189,
1977-10,32.517,
1977-11,33.388,
1977-12,37.770,
1978-01,32.516,
1978-02,31.975,
1978-03,29.485,
1978-04,30.792,
1978-05,31.429,
1978-06,30.834,
1978-07,32.040,
1978-08,33.474,
1978-09,33.695,
1978-10,37.599,
1978-11,39.443,
1978-12,40.963,
1979-01,35.326,
1979-02,35.770,
1979-03,34.156,
1979-04,35.433,
1979-05,36.926,
1979-06,37.268,
1979-07,37.898,
1979-08,38.568,
1979-09,37.853,
1979-10,39.173,
1979-11,40.052,
1979-12,43.990,
1980-01,41.794,
1980-02,41.811,
1980-03,40.482,
1980-04,40.351,
1980-05,40.400,
1980-06,39.399,
1980-07,39.327,
1980-08,39.578,
1980-09,37.487,
1980-10,39.044,
1980-11,39.682,
1980-12,43.610,
1981-01,40.510,
1981-02,41.039,
1981-03,42.115,
1981-04,45.132,
1981-05,45.166,
1981-06,43.626,
1981-07,45.460,
1981-08,46.184,
1981-09,46.405,
1981-10,46.659,
1981-11,45.263,
1981-12,47.738,
1982-01,45.689,
1982-02,45.418,
1982-03,44.145,
1982-04,44.943,
1982-05,44.682,
1982-06,43.328,
1982-07,44.242,
1982-08,44.737,
1982-09,43.812,
1982-10,44.957,
1982-11,42.913,
1982-12,45.688,
1983-01,43.004,
1983-02,42.762,
1983-03,40.118,
1983-04,40.219,
1983-05,40.500,
1983-06,39.852,
1983-07,40.867,
1983-08,41.630,
1983-09,41.585,
1983-10,42.671,
1983-11,41.940,
1983-12,43.830,
1984-01,42.026,
1984-02,42.501,
1984-03,39.996,
1984-04,41.238,
1984-05,42.389,
1984-06,41.972,
1984-07,43.388,
1984-08,44.472,
1984-09,43.752,
1984-10,45.320,
1984-11,44.681,
1984-12,44.981,
1985-01,43.911,
1985-02,44.740,
1985-03,41.882,
1985-04,43.418,
1985-05,44.914,
1985-06,44.100,
1985-07,44.654,
1985-08,44.893,
1985-09,42.997,
1985-10,43.920,
1985-11,43.376,
1985-12,46.586,
1986-01,47.483,
1986-02,46.776,
1986-03,41.378,
1986-04,41.103,
1986-05,42.230,
1986-06,41.312,
1986-07,42.878,
1986-08,43.715,
1986-09,43.387,
1986-10,45.673,
1986-11,45.683,
1986-12,47.795,
1987-01,48.186,
1987-02,47.396,
1987-03,43.927,
1987-04,44.884,
1987-05,45.259,
1987-06,43.419,
1987-07,44.104,
1987-08,44.324,
1987-09,43.569,
1987-10,46.137,
1987-11,46.431,
1987-12,49.248,
1988-01,48.247,
1988-02,46.771,
1988-03,44.621,
1988-04,45.605,
1988-05,46.676,
1988-06,44.757,
1988-07,44.680,
1988-08,46.139,
1988-09,47.379,
1988-10,49.117,
1988-11,51.046,
1988-12,53.312,
1989-01,51.340,
1989-02,51.553,
1989-03,50.681,
1989-04,53.294,
1989-05,52.565,
1989-06,52.259,
1989-07,53.850,
1989-08,55.063,
1989-09,54.796,
1989-10,56.334,
1989-11,57.336,
1989-12,62.131,
1990-01,61.068,
1990-02,62.350,
1990-03,60.429,
1990-04,61.036,
1990-05,62.981,
1990-06,64.359,
1990-07,64.267,
1990-08,67.384,
1990-09,68.612,
1990-10,71.667,
1990-11,71.095,
1990-12,74.109,
1991-01,76.090,
1991-02,77.965,
1991-03,75.129,
1991-04,76.245,
1991-05,77.344,
1991-06,75.921,
1991-07,75.913,
1991-08,77.808,
1991-09,77.392,
1991-10,77.979,
1991-11,79.340,
1991-12,82.592,
1992-01,83.499,
1992-02,82.610,
1992-03,80.797,
1992-04,81.489,
1992-05,83.740,
1992-06,82.254,
1992-07,84.555,
1992-08,84.885,
1992-09,88.994,
1992-10,87.355,
1992-11,82.164,
1992-12,81.117,
1993-01,83.100,
1993-02,81.529,
1993-03,81.089,
1993-04,82.400,
1993-05,85.003,
1993-06,84.025,
1993-07,86.598,
1993-08,86.630,
1993-09,83.317,
1993-10,85.616,
1993-11,83.153,
1993-12,92.685,
1994-01,94.954,
1994-02,93.365,
1994-03,94.178,
1994-04,92.561,
1994-05,92.266,
1994-06,87.331,
1994-07,87.640,
1994-08,85.949,
1994-09,81.750,
1994-10,80.525,
1994-11,75.321,
1994-12,75.023,
1995-01,76.592,
1995-02,72.841,
1995-03,72.906,
1995-04,71.288,
1995-05,72.567,
1995-06,72.136,
1995-07,70.050,
1995-08,71.661,
1995-09,69.423,
1995-10,67.540,
1995-11,65.416,
1995-12,66.041,
1996-01,70.561,
1996-02,68.743,
1996-03,66.793,
1996-04,66.142,
1996-05,66.338,
1996-06,63.867,
1996-07,65.283,
1996-08,66.658,
1996-09,64.672,
1996-10,63.240,
1996-11,61.313,
1996-12,64.482,
1997-01,70.852,
1997-02,67.410,
1997-03,66.468,
1997-04,65.672,
1997-05,67.487,
1997-06,63.363,
1997-07,64.932,
1997-08,64.972,
1997-09,62.230,
1997-10,64.131,
1997-11,63.381,
1997-12,65.619,
1998-01,69.169,
1998-02,66.104,
1998-03,64.732,
1998-04,64.149,
1998-05,66.374,
1998-06,63.385,
1998-07,65.961,
1998-08,66.238,
1998-09,63.294,
1998-10,65.433,
1998-11,63.306,
1998-12,70.103,
1999-01,84.284,
1999-02,83.141,
1999-03,83.045,
1999-04,80.162,
1999-05,81.340,
1999-06,76.655,
1999-07,78.335,
1999-08,79.467,
1999-09,77.331,
1999-10,80.422,
1999-11,80.379,
1999-12,87.534,
2000-01,82.919,
