"",BBK01.QUK869,BBK01.QUK869_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:53,
2002-03,2.590,
2002-04,2.630,
2002-05,2.549,
2002-06,2.066,
2002-07,1.667,
2002-08,1.701,
2002-09,1.711,
2002-10,1.357,
2002-11,1.344,
2002-12,1.318,
2003-01,1.330,
2003-02,1.293,
2003-03,1.294,
2003-04,1.253,
2003-05,1.278,
2003-06,1.340,
2003-07,1.481,
2003-08,1.489,
2003-09,1.480,
2003-10,1.444,
2003-11,1.427,
2003-12,1.387,
2004-01,1.482,
2004-02,1.460,
2004-03,1.459,
2004-04,1.500,
2004-05,1.524,
2004-06,1.520,
2004-07,1.747,
2004-08,1.537,
2004-09,1.517,
2004-10,1.688,
2004-11,1.715,
2004-12,1.900,
2005-01,1.826,
2005-02,1.851,
2005-03,1.892,
2005-04,2.073,
2005-05,2.101,
2005-06,1.940,
2005-07,1.850,
2005-08,1.880,
2005-09,1.915,
2005-10,1.918,
2005-11,2.089,
2005-12,1.214,
2006-01,1.448,
2006-02,1.296,
2006-03,1.360,
2006-04,1.326,
2006-05,1.311,
2006-06,1.448,
2006-07,1.350,
2006-08,1.357,
2006-09,1.306,
2006-10,1.346,
2006-11,2.323,
2006-12,2.025,
2007-01,1.968,
2007-02,2.007,
2007-03,2.063,
2007-04,1.966,
2007-05,1.982,
2007-06,2.004,
2007-07,1.981,
2007-08,2.010,
2007-09,2.066,
2007-10,1.997,
2007-11,1.948,
2007-12,6.194,
2008-01,6.447,
2008-02,6.444,
2008-03,6.289,
2008-04,6.417,
2008-05,6.498,
2008-06,7.184,
2008-07,7.181,
2008-08,7.776,
2008-09,8.173,
2008-10,8.003,
2008-11,6.707,
2008-12,5.275,
2009-01,5.528,
2009-02,5.558,
2009-03,5.627,
2009-04,5.643,
2009-05,5.621,
2009-06,5.156,
2009-07,5.130,
2009-08,5.108,
2009-09,5.051,
2009-10,5.033,
2009-11,4.967,
2009-12,1.220,
2010-01,1.230,
2010-02,1.229,
2010-03,1.218,
2010-04,1.214,
2010-05,1.254,
2010-06,1.222,
2010-07,1.202,
2010-08,1.401,
2010-09,1.370,
2010-10,1.380,
2010-11,1.240,
2010-12,1.165,
2011-01,1.142,
2011-02,1.141,
2011-03,1.153,
2011-04,1.123,
2011-05,1.221,
2011-06,1.169,
2011-07,1.184,
2011-08,1.102,
2011-09,1.070,
2011-10,1.039,
2011-11,1.069,
2011-12,1.031,
2012-01,1.002,
2012-02,1.014,
2012-03,1.040,
2012-04,1.141,
2012-05,1.154,
2012-06,1.145,
2012-07,1.045,
2012-08,0.969,
2012-09,0.957,
2012-10,0.928,
2012-11,1.036,
2012-12,1.074,
2013-01,1.052,
2013-02,1.047,
2013-03,1.076,
2013-04,1.051,
2013-05,1.062,
2013-06,1.038,
2013-07,1.039,
2013-08,1.026,
2013-09,1.041,
2013-10,1.029,
2013-11,1.059,
2013-12,1.031,
2014-01,0.976,
2014-02,0.988,
2014-03,0.959,
2014-04,0.956,
2014-05,0.810,
2014-06,0.801,
2014-07,0.803,
2014-08,0.809,
2014-09,0.808,
2014-10,0.817,
