"",BBK01.QU6401,BBK01.QU6401_FLAGS
"",All foreign subsidiaries: Long-term liabilities to non-residents / Singapore / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:22:17,
1984-12,.,No value available
1985-01,.,No value available
1985-02,.,No value available
1985-03,.,No value available
1985-04,.,No value available
1985-05,.,No value available
1985-06,.,No value available
1985-07,.,No value available
1985-08,.,No value available
1985-09,.,No value available
1985-10,.,No value available
1985-11,.,No value available
1985-12,0.015,
1986-01,0.011,
1986-02,0.015,
1986-03,0.008,
1986-04,0.016,
1986-05,0.028,
1986-06,0.027,
1986-07,0.029,
1986-08,0.030,
1986-09,0.032,
1986-10,0.033,
1986-11,0.031,
1986-12,0.031,
1987-01,0.029,
1987-02,0.025,
1987-03,0.026,
1987-04,0.022,
1987-05,0.008,
1987-06,0.010,
1987-07,0.007,
1987-08,0.007,
1987-09,.,No value available
1987-10,.,No value available
1987-11,.,No value available
1987-12,0.010,
1988-01,0.010,
1988-02,0.010,
1988-03,0.010,
1988-04,0.010,
1988-05,0.010,
1988-06,0.010,
1988-07,0.010,
1988-08,0.010,
1988-09,0.009,
1988-10,0.010,
1988-11,0.008,
1988-12,0.033,
1989-01,0.043,
1989-02,0.042,
1989-03,0.043,
1989-04,0.043,
1989-05,0.048,
1989-06,0.048,
1989-07,0.048,
1989-08,0.048,
1989-09,0.049,
1989-10,0.048,
1989-11,0.047,
1989-12,0.043,
1990-01,0.035,
1990-02,0.035,
1990-03,0.045,
1990-04,0.046,
1990-05,0.044,
1990-06,0.044,
1990-07,0.046,
1990-08,0.045,
1990-09,0.044,
1990-10,0.042,
1990-11,0.040,
1990-12,0.042,
1991-01,0.077,
1991-02,0.078,
1991-03,0.079,
1991-04,0.081,
1991-05,0.082,
1991-06,0.084,
1991-07,0.082,
1991-08,0.082,
1991-09,0.183,
1991-10,0.180,
1991-11,0.177,
1991-12,0.161,
1992-01,0.135,
1992-02,0.138,
1992-03,0.160,
1992-04,0.161,
1992-05,0.188,
1992-06,0.148,
1992-07,0.147,
1992-08,0.143,
1992-09,0.140,
1992-10,0.153,
1992-11,0.159,
1992-12,0.060,
1993-01,0.060,
1993-02,0.062,
1993-03,0.037,
1993-04,0.035,
1993-05,0.035,
1993-06,0.036,
1993-07,0.037,
1993-08,0.037,
1993-09,0.037,
1993-10,0.037,
1993-11,0.036,
1993-12,0.037,
1994-01,0.032,
1994-02,0.031,
1994-03,.,No value available
1994-04,0.031,
1994-05,.,No value available
1994-06,.,No value available
1994-07,.,No value available
1994-08,0.029,
1994-09,0.029,
1994-10,0.028,
1994-11,0.028,
1994-12,0.028,
1995-01,0.030,
1995-02,0.026,
1995-03,0.026,
1995-04,0.026,
1995-05,0.026,
1995-06,0.028,
1995-07,0.026,
1995-08,0.047,
1995-09,0.047,
1995-10,0.026,
1995-11,0.024,
1995-12,0.026,
1996-01,0.007,
1996-02,0.006,
1996-03,0.006,
1996-04,0.007,
1996-05,0.007,
1996-06,0.007,
1996-07,0.009,
1996-08,0.010,
1996-09,0.017,
1996-10,0.030,
1996-11,0.030,
1996-12,0.035,
1997-01,0.015,
1997-02,0.016,
1997-03,0.017,
1997-04,0.017,
1997-05,0.016,
1997-06,0.016,
1997-07,0.016,
1997-08,0.034,
1997-09,0.038,
1997-10,0.015,
1997-11,0.055,
1997-12,0.014,
1998-01,0.017,
1998-02,0.019,
1998-03,0.026,
1998-04,0.038,
1998-05,0.043,
1998-06,0.075,
1998-07,0.032,
1998-08,0.035,
1998-09,0.036,
1998-10,0.037,
1998-11,0.044,
1998-12,0.040,
1999-01,0.006,
1999-02,0.012,
1999-03,0.007,
1999-04,0.007,
1999-05,0.006,
1999-06,0.001,
1999-07,0.002,
1999-08,0.016,
1999-09,0.016,
1999-10,0.016,
1999-11,0.017,
1999-12,0.017,
2000-01,0.017,
2000-02,0.038,
2000-03,0.039,
2000-04,0.044,
2000-05,0.042,
2000-06,0.039,
2000-07,0.038,
2000-08,0.022,
2000-09,0.023,
2000-10,0.024,
2000-11,0.023,
2000-12,0.021,
2001-01,0.022,
2001-02,0.500,
2001-03,0.564,
2001-04,0.508,
