"",BBK01.OEAC01Q,BBK01.OEAC01Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:31,
2002-01,45.392,
2002-04,45.765,
2002-07,45.641,
2002-10,47.072,
2003-01,46.881,
2003-04,50.715,
2003-07,51.042,
2003-10,51.612,
2004-01,50.449,
2004-04,43.135,
2004-07,42.395,
2004-10,43.464,
2005-01,43.344,
2005-04,43.593,
2005-07,42.966,
2005-10,42.661,
2006-01,43.360,
2006-04,44.788,
2006-07,44.575,
2006-10,45.298,
2007-01,47.879,
2007-04,46.670,
2007-07,45.692,
2007-10,45.252,
2008-01,40.595,
2008-04,42.961,
2008-07,42.152,
2008-10,39.641,
2009-01,39.317,
2009-04,40.689,
2009-07,41.630,
2009-10,47.281,
2010-01,46.058,
2010-04,48.068,
2010-07,43.700,
2010-10,43.727,
2011-01,44.539,
2011-04,41.530,
2011-07,36.698,
2011-10,36.779,
2012-01,39.645,
2012-04,41.145,
2012-07,44.208,
2012-10,44.249,
2013-01,42.735,
2013-04,41.258,
2013-07,40.990,
2013-10,46.400,
2014-01,45.804,
2014-04,45.988,
2014-07,46.623,
