"",BBK01.QUW761,BBK01.QUW761_FLAGS
"",Foreign branches: Long-term liabilities to foreign banks / Remaining countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:52:18,
2001-12,0.902,
2002-01,0.787,
2002-02,0.819,
2002-03,1.220,
2002-04,1.228,
2002-05,1.159,
2002-06,1.036,
2002-07,1.019,
2002-08,1.033,
2002-09,0.989,
2002-10,0.988,
2002-11,1.039,
2002-12,0.934,
2003-01,0.909,
2003-02,0.922,
2003-03,0.887,
2003-04,0.885,
2003-05,0.800,
2003-06,0.710,
2003-07,0.644,
2003-08,0.671,
2003-09,0.670,
2003-10,0.675,
2003-11,0.595,
2003-12,0.528,
2004-01,0.444,
2004-02,0.494,
2004-03,0.503,
2004-04,0.385,
2004-05,0.356,
2004-06,0.324,
2004-07,0.451,
2004-08,0.458,
2004-09,0.551,
2004-10,0.384,
2004-11,0.323,
2004-12,0.440,
2005-01,0.523,
2005-02,0.549,
2005-03,0.566,
2005-04,0.653,
2005-05,0.758,
2005-06,0.776,
2005-07,0.903,
2005-08,0.868,
2005-09,0.814,
2005-10,0.654,
2005-11,0.640,
2005-12,0.556,
2006-01,0.629,
2006-02,0.579,
2006-03,0.635,
2006-04,0.571,
2006-05,0.555,
2006-06,0.541,
2006-07,0.547,
2006-08,0.581,
2006-09,0.523,
2006-10,0.529,
2006-11,0.542,
2006-12,0.536,
2007-01,0.560,
2007-02,0.508,
2007-03,0.475,
2007-04,0.497,
2007-05,0.746,
2007-06,0.627,
2007-07,0.545,
2007-08,0.570,
2007-09,0.518,
2007-10,0.732,
2007-11,0.795,
2007-12,0.666,
2008-01,1.072,
2008-02,1.154,
2008-03,1.550,
2008-04,1.520,
2008-05,1.441,
2008-06,1.212,
2008-07,1.239,
2008-08,1.257,
2008-09,1.419,
2008-10,1.446,
2008-11,1.297,
2008-12,1.254,
2009-01,0.746,
2009-02,0.669,
2009-03,0.620,
2009-04,0.616,
2009-05,0.621,
2009-06,0.620,
2009-07,0.624,
2009-08,0.610,
2009-09,0.439,
2009-10,0.449,
2009-11,0.447,
2009-12,0.474,
2010-01,0.493,
2010-02,0.496,
2010-03,0.505,
2010-04,0.519,
2010-05,0.402,
2010-06,0.317,
2010-07,0.365,
2010-08,0.362,
2010-09,0.193,
2010-10,0.361,
2010-11,0.370,
2010-12,0.370,
2011-01,0.965,
2011-02,0.868,
2011-03,0.307,
2011-04,0.176,
2011-05,0.779,
2011-06,0.753,
2011-07,0.613,
2011-08,0.380,
2011-09,0.155,
2011-10,0.147,
2011-11,0.145,
2011-12,0.147,
2012-01,0.153,
2012-02,0.069,
2012-03,0.139,
2012-04,0.164,
2012-05,0.203,
2012-06,0.125,
2012-07,0.105,
2012-08,0.103,
2012-09,0.112,
2012-10,0.115,
2012-11,0.127,
2012-12,0.148,
2013-01,0.154,
2013-02,0.206,
2013-03,0.211,
2013-04,0.194,
2013-05,0.179,
2013-06,0.168,
2013-07,0.157,
2013-08,0.152,
2013-09,0.154,
2013-10,0.082,
2013-11,0.082,
2013-12,0.077,
2014-01,0.079,
2014-02,0.032,
2014-03,0.027,
2014-04,0.031,
2014-05,0.032,
2014-06,0.032,
2014-07,0.038,
2014-08,0.041,
2014-09,0.046,
2014-10,0.052,
2014-11,0.056,
