"",BBK01.SUD009,BBK01.SUD009_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Loans for consumption and other purposes to households with a maturity of up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:38,
2003-01,9.19,
2003-02,9.36,
2003-03,9.32,
2003-04,9.21,
2003-05,9.18,
2003-06,9.19,
2003-07,9.01,
2003-08,8.91,
2003-09,8.94,
2003-10,8.89,
2003-11,8.74,
2003-12,8.90,
2004-01,8.87,
2004-02,8.77,
2004-03,8.74,
2004-04,8.81,
2004-05,8.74,
2004-06,8.88,
2004-07,8.80,
2004-08,8.77,
2004-09,8.83,
2004-10,8.79,
2004-11,8.72,
2004-12,8.72,
2005-01,8.72,
2005-02,8.77,
2005-03,8.80,
2005-04,8.70,
2005-05,8.76,
2005-06,8.77,
2005-07,8.70,
2005-08,8.73,
2005-09,8.74,
2005-10,8.81,
2005-11,8.68,
2005-12,8.83,
2006-01,8.91,
2006-02,8.84,
2006-03,9.01,
2006-04,8.98,
2006-05,9.09,
2006-06,9.29,
2006-07,9.27,
2006-08,9.31,
2006-09,9.41,
2006-10,9.50,
2006-11,9.43,
2006-12,9.69,
2007-01,9.79,
2007-02,9.77,
2007-03,9.84,
2007-04,9.87,
2007-05,9.94,
2007-06,10.04,
2007-07,10.17,
2007-08,10.19,
2007-09,10.25,
2007-10,10.33,
2007-11,10.21,
2007-12,10.39,
2008-01,10.37,
2008-02,10.27,
2008-03,10.39,
2008-04,10.32,
2008-05,10.33,
2008-06,10.43,
2008-07,10.47,
2008-08,10.50,
2008-09,10.60,
2008-10,10.64,
2008-11,10.33,
2008-12,10.15,
2009-01,9.60,
2009-02,9.21,
2009-03,9.16,
2009-04,8.93,
2009-05,8.76,
2009-06,8.98,
2009-07,8.74,
2009-08,8.67,
2009-09,8.67,
2009-10,8.53,
2009-11,8.40,
2009-12,8.53,
2010-01,8.44,
2010-02,8.30,
2010-03,8.40,
2010-04,8.31,
2010-05,8.34,
2010-06,8.36,
2010-07,8.26,
2010-08,8.27,
2010-09,8.42,
2010-10,8.26,
2010-11,8.06,
2010-12,8.14,
2011-01,8.20,
2011-02,8.20,
2011-03,8.25,
2011-04,8.22,
2011-05,8.30,
2011-06,8.46,
2011-07,8.45,
2011-08,8.52,
2011-09,8.56,
2011-10,8.59,
2011-11,8.52,
2011-12,8.52,
2012-01,8.48,
2012-02,8.37,
2012-03,8.34,
2012-04,8.21,
2012-05,8.17,
2012-06,8.19,
2012-07,7.99,
2012-08,8.00,
2012-09,7.98,
2012-10,7.88,
2012-11,7.60,
2012-12,7.77,
2013-01,7.64,
2013-02,7.56,
2013-03,7.59,
2013-04,7.57,
2013-05,7.51,
2013-06,7.56,
2013-07,7.53,
2013-08,7.49,
2013-09,7.64,
2013-10,7.64,
2013-11,7.55,
2013-12,7.61,
2014-01,7.66,
2014-02,7.61,
2014-03,7.75,
2014-04,7.53,
2014-05,7.51,
2014-06,7.59,
2014-07,7.51,
2014-08,7.36,
2014-09,7.54,
2014-10,7.36,
2014-11,7.25,
2014-12,7.15,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. Including overdrafts. p = Provisional",
