"",BBK01.OUA174,BBK01.OUA174_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for more than two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:29:00,
1999-01,488.203,
1999-02,489.942,
1999-03,492.046,
1999-04,491.796,
1999-05,492.370,
1999-06,494.623,
1999-07,498.531,
1999-08,501.966,
1999-09,503.512,
1999-10,505.397,
1999-11,509.571,
1999-12,515.446,
2000-01,520.060,
2000-02,523.374,
2000-03,524.539,
2000-04,526.163,
2000-05,528.438,
2000-06,530.244,
2000-07,532.383,
2000-08,534.178,
2000-09,533.286,
2000-10,534.580,
2000-11,534.135,
2000-12,536.161,
2001-01,538.116,
2001-02,538.057,
2001-03,539.314,
2001-04,539.530,
2001-05,542.354,
2001-06,543.422,
2001-07,542.756,
2001-08,543.160,
2001-09,543.866,
2001-10,544.622,
2001-11,543.888,
2001-12,547.952,
2002-01,551.924,
2002-02,554.812,
2002-03,556.808,
2002-04,555.989,
2002-05,556.367,
2002-06,555.618,
2002-07,556.394,
2002-08,555.151,
2002-09,554.337,
2002-10,557.065,
2002-11,559.999,
2002-12,563.507,
2003-01,565.899,
2003-02,568.288,
2003-03,569.983,
2003-04,570.540,
2003-05,569.161,
2003-06,568.768,
2003-07,574.636,
2003-08,578.511,
2003-09,577.187,
2003-10,577.728,
2003-11,578.176,
2003-12,579.574,
2004-01,581.029,
2004-02,583.111,
2004-03,585.379,
2004-04,590.343,
2004-05,593.868,
2004-06,597.536,
2004-07,599.547,
2004-08,599.682,
2004-09,600.342,
2004-10,602.636,
2004-11,605.633,
2004-12,608.156,
2005-01,610.060,
2005-02,614.554,
2005-03,618.339,
2005-04,620.456,
2005-05,617.250,
2005-06,617.747,
2005-07,619.458,
2005-08,620.522,
2005-09,619.834,
2005-10,620.462,
2005-11,622.310,
2005-12,624.895,
2006-01,627.494,
2006-02,634.130,
2006-03,634.772,
2006-04,639.391,
2006-05,641.568,
2006-06,643.491,
2006-07,646.343,
2006-08,653.140,
2006-09,653.463,
2006-10,654.291,
2006-11,655.121,
2006-12,661.599,
2007-01,664.887,
2007-02,667.382,
2007-03,666.448,
2007-04,669.479,
2007-05,670.775,
2007-06,674.128,
2007-07,675.535,
2007-08,676.048,
2007-09,680.020,
2007-10,678.121,
2007-11,678.828,
2007-12,683.735,
2008-01,686.257,
2008-02,688.049,
2008-03,688.086,
2008-04,689.750,
2008-05,690.006,
2008-06,690.140,
2008-07,690.356,
2008-08,690.549,
2008-09,688.566,
2008-10,685.058,
2008-11,684.129,
2008-12,712.984,
2009-01,716.110,
2009-02,722.062,
2009-03,724.867,
2009-04,728.427,
2009-05,729.692,
2009-06,742.798,
2009-07,742.405,
2009-08,733.072,
2009-09,733.185,
2009-10,730.871,
2009-11,730.399,
2009-12,730.976,
2010-01,729.782,
2010-02,729.801,
2010-03,729.589,
2010-04,729.491,
2010-05,724.169,
2010-06,724.206,
2010-07,722.151,
2010-08,725.225,
2010-09,723.878,
2010-10,734.233,
2010-11,761.985,
2010-12,762.691,
2011-01,755.612,
2011-02,755.114,
2011-03,753.283,
2011-04,749.668,
2011-05,748.287,
2011-06,746.721,
2011-07,746.156,
2011-08,746.129,
2011-09,743.017,
2011-10,741.116,
2011-11,740.453,
2011-12,738.668,
2012-01,734.905,
2012-02,732.637,
2012-03,729.408,
2012-04,727.481,
2012-05,725.166,
2012-06,722.424,
2012-07,718.055,
2012-08,716.766,
2012-09,714.156,
2012-10,705.410,
2012-11,701.429,
2012-12,699.156,
2013-01,698.707,
2013-02,696.889,
2013-03,697.164,
2013-04,692.458,
2013-05,693.361,
2013-06,692.275,
2013-07,688.752,
2013-08,680.290,
2013-09,676.669,
2013-10,673.588,
2013-11,671.723,
2013-12,667.485,
2014-01,666.853,
2014-02,664.860,
2014-03,662.724,
2014-04,660.424,
2014-05,658.593,
2014-06,656.280,
2014-07,653.108,
2014-08,651.504,
2014-09,651.718,
2014-10,647.849,
2014-11,646.891,
2014-12,640.313,Provisional value
