"",BBK01.OEHB05N,BBK01.OEHB05N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:07,
2002-01,158.664,
2002-04,160.339,
2002-07,161.192,
2002-10,162.580,
2003-01,163.275,
2003-04,164.544,
2003-07,165.393,
2003-10,166.867,
2004-01,166.195,
2004-04,166.092,
2004-07,167.128,
2004-10,166.769,
2005-01,166.138,
2005-04,166.586,
2005-07,166.489,
2005-10,168.071,
2006-01,167.873,
2006-04,168.836,
2006-07,169.212,
2006-10,169.987,
2007-01,169.333,
2007-04,170.552,
2007-07,171.562,
2007-10,172.644,
2008-01,172.368,
2008-04,173.712,
2008-07,175.024,
2008-10,177.056,
2009-01,177.164,
2009-04,177.929,
2009-07,179.114,
2009-10,179.644,
2010-01,180.016,
2010-04,181.240,
2010-07,182.464,
2010-10,182.983,
2011-01,183.817,
2011-04,185.341,
2011-07,186.632,
2011-10,187.411,
2012-01,187.505,
2012-04,188.432,
2012-07,188.671,
2012-10,190.326,
2013-01,191.773,
2013-04,191.826,
2013-07,191.875,
2013-10,192.242,
2014-01,192.129,
2014-04,192.459,
2014-07,192.978,
